;TP_COR_RACA;Escolaridae_mae;PC;ClasseSocial
4015;Nao_branca;FundamentalIncompleto;Zero;E
4016;Nao_branca;Medio;Zero;C
4018;Branca;Superior;Zero;D
4021;Nao declarado;FundamentalCompleto;Um;E
4022;Nao_branca;Medio;Zero;E
4023;Branca;FundamentalCompleto;Zero;E
4024;Nao_branca;FundamentalIncompleto;Um;E
4027;Nao_branca;FundamentalIncompleto;Um;E
4028;Nao_branca;FundamentalCompleto;Zero;E
4030;Branca;Medio;Zero;E
4033;Nao_branca;Medio;Um;E
4037;Nao_branca;FundamentalIncompleto;Zero;E
4038;Branca;FundamentalIncompleto;Zero;E
4042;Branca;FundamentalIncompleto;Um;E
4043;Nao_branca;Medio;Um;E
4044;Nao_branca;Medio;Zero;E
4045;Branca;Medio;Zero;E
4047;Nao_branca;FundamentalIncompleto;Zero;E
4048;Nao_branca;Medio;Zero;E
4049;Branca;Medio;Um;E
4050;Nao_branca;FundamentalIncompleto;Zero;E
4051;Nao_branca;Medio;Zero;E
4052;Nao_branca;FundamentalIncompleto;Zero;E
4053;Branca;FundamentalIncompleto;Zero;E
4054;Nao_branca;FundamentalIncompleto;Zero;E
4055;Nao_branca;Superior;Um;E
4056;Nao_branca;FundamentalCompleto;Zero;E
4057;Nao_branca;Superior;Zero;E
4058;Nao_branca;FundamentalCompleto;Zero;E
4060;Nao_branca;FundamentalIncompleto;Zero;E
4062;Nao_branca;Medio;Zero;E
4063;Nao_branca;Medio;Zero;E
4064;Nao_branca;FundamentalCompleto;Zero;E
4065;Nao_branca;FundamentalIncompleto;Zero;E
4066;Branca;Medio;Um;E
4067;Nao_branca;Medio;Um;E
4068;Nao_branca;FundamentalIncompleto;Zero;E
4069;Nao_branca;FundamentalIncompleto;Zero;E
4070;Branca;FundamentalIncompleto;Zero;E
4071;Nao_branca;Superior;Zero;E
4072;Nao_branca;FundamentalIncompleto;Zero;E
4074;Branca;Medio;Zero;E
4075;Nao_branca;Superior;Zero;E
4076;Nao_branca;Superior;Zero;E
4078;Nao_branca;NuncaEstudou;Zero;E
4079;Nao_branca;Superior;Zero;D
4080;Branca;Superior;Zero;E
4082;Nao declarado;Medio;Zero;E
4083;Nao_branca;Medio;Zero;E
4084;Nao_branca;FundamentalIncompleto;Zero;E
4085;Nao_branca;FundamentalIncompleto;Zero;E
4087;Nao_branca;FundamentalIncompleto;Zero;E
4088;Nao_branca;FundamentalCompleto;Zero;E
4090;Nao_branca;FundamentalIncompleto;Zero;E
4093;Branca;FundamentalCompleto;Zero;E
4094;Nao_branca;Medio;Zero;E
4095;Nao_branca;Superior;Zero;E
4096;Nao_branca;FundamentalIncompleto;Zero;E
4097;Nao_branca;Medio;Zero;E
4099;Branca;FundamentalCompleto;Zero;E
4100;Nao declarado;FundamentalCompleto;Zero;E
4101;Nao_branca;FundamentalIncompleto;Zero;E
4104;Nao_branca;FundamentalIncompleto;Zero;E
4106;Nao_branca;FundamentalIncompleto;Zero;E
4107;Nao_branca;FundamentalIncompleto;Zero;E
4108;Branca;Medio;Zero;E
4109;Branca;FundamentalIncompleto;Zero;E
4110;Nao_branca;FundamentalIncompleto;Zero;E
4111;Branca;Superior;Um;E
4114;Nao_branca;Medio;Zero;E
4117;Nao_branca;FundamentalIncompleto;Zero;E
4118;Nao_branca;FundamentalCompleto;Zero;E
4119;Branca;Superior;Um;E
4121;Nao_branca;FundamentalIncompleto;Zero;E
4123;Nao_branca;FundamentalIncompleto;Zero;E
4124;Branca;Superior;Zero;E
4125;Nao_branca;FundamentalIncompleto;Zero;E
4127;Branca;Medio;Um;E
4129;Nao_branca;FundamentalIncompleto;Zero;E
4130;Nao_branca;Medio;Zero;E
4131;Nao_branca;Medio;Zero;D
4132;Nao_branca;FundamentalCompleto;Zero;E
4133;Nao_branca;Medio;Zero;E
4134;Nao_branca;Superior;Zero;E
4135;Nao_branca;FundamentalIncompleto;Zero;E
4136;Nao_branca;Superior;Zero;E
4137;Branca;Medio;Zero;E
4138;Nao_branca;FundamentalIncompleto;Um;E
4139;Nao_branca;FundamentalIncompleto;Zero;E
4140;Nao_branca;NuncaEstudou;Zero;E
4141;Branca;FundamentalIncompleto;Zero;E
4142;Nao_branca;Medio;Zero;E
4143;Nao_branca;Superior;Zero;E
4144;Nao_branca;Medio;Zero;E
4145;Nao_branca;Medio;Um;E
4148;Nao_branca;FundamentalCompleto;Um;E
4149;Nao_branca;FundamentalIncompleto;Zero;E
4151;Branca;FundamentalIncompleto;Um;E
4153;Nao_branca;FundamentalIncompleto;Zero;E
4155;Branca;FundamentalIncompleto;Um;E
4156;Branca;FundamentalCompleto;Zero;D
4157;Nao_branca;Medio;Um;E
4158;Nao_branca;FundamentalIncompleto;Zero;E
4160;Nao_branca;FundamentalIncompleto;Zero;E
4161;Nao_branca;FundamentalIncompleto;Um;E
4163;Nao_branca;Medio;Um;E
4164;Nao_branca;FundamentalIncompleto;Zero;E
4166;Nao_branca;FundamentalIncompleto;Um;E
4167;Nao_branca;Superior;Zero;E
4168;Nao_branca;Superior;Dois;E
4169;Nao_branca;Superior;Zero;E
4171;Branca;FundamentalIncompleto;Zero;E
4173;Branca;FundamentalIncompleto;Um;E
4175;Nao_branca;FundamentalIncompleto;Zero;E
4176;Nao_branca;Medio;Zero;E
4177;Nao_branca;Medio;Dois;E
4178;Nao_branca;Medio;Zero;E
4179;Nao_branca;FundamentalIncompleto;Zero;E
4180;Nao_branca;FundamentalIncompleto;Zero;E
4183;Nao_branca;FundamentalIncompleto;Zero;E
4184;Nao_branca;Medio;Um;E
4187;Nao_branca;FundamentalCompleto;Zero;E
4191;Branca;Superior;Um;E
4192;Nao_branca;FundamentalIncompleto;Zero;E
4193;Nao_branca;FundamentalCompleto;Zero;E
4194;Nao_branca;Medio;Zero;E
4195;Nao_branca;NuncaEstudou;Zero;E
4196;Nao_branca;Superior;Zero;E
4198;Nao_branca;Superior;Um;E
4201;Branca;Medio;Zero;E
4203;Nao_branca;FundamentalIncompleto;Zero;E
4204;Nao_branca;Medio;Zero;E
4205;Nao_branca;FundamentalIncompleto;Zero;E
4207;Branca;FundamentalIncompleto;Um;D
4208;Nao_branca;Superior;Zero;E
4209;Nao_branca;Medio;Zero;E
4213;Nao_branca;FundamentalIncompleto;Zero;E
4214;Nao_branca;Medio;Um;E
4217;Nao_branca;Medio;Zero;E
4218;Nao declarado;FundamentalCompleto;Zero;E
4219;Branca;Medio;Zero;E
4220;Branca;FundamentalIncompleto;Um;E
4221;Nao_branca;Medio;Zero;E
4223;Nao_branca;FundamentalCompleto;Zero;E
4225;Nao_branca;Medio;Zero;E
4227;Nao_branca;Superior;Zero;E
4228;Branca;FundamentalIncompleto;Zero;E
4229;Nao declarado;Medio;Zero;E
4230;Nao_branca;Medio;Zero;E
4233;Nao_branca;FundamentalIncompleto;Zero;E
4235;Branca;FundamentalCompleto;Um;E
4236;Nao_branca;Medio;Um;E
4237;Nao declarado;Medio;Um;E
4238;Nao_branca;FundamentalIncompleto;Zero;E
4243;Nao_branca;FundamentalIncompleto;Zero;E
4244;Nao_branca;Medio;Zero;E
4245;Nao_branca;Superior;Zero;D
4246;Nao_branca;FundamentalIncompleto;Zero;E
4248;Branca;FundamentalIncompleto;Zero;E
4249;Nao_branca;Medio;Zero;E
4251;Nao_branca;Superior;Zero;E
4253;Nao_branca;Medio;Zero;E
4254;Nao_branca;FundamentalIncompleto;Zero;E
4255;Nao_branca;FundamentalIncompleto;Zero;E
4256;Nao_branca;FundamentalCompleto;Zero;E
4258;Nao_branca;Superior;Zero;E
4259;Nao_branca;Superior;Zero;E
4261;Nao_branca;Medio;Zero;E
4262;Nao_branca;Medio;Zero;E
4266;Nao_branca;FundamentalIncompleto;Zero;E
4267;Nao_branca;FundamentalIncompleto;Um;E
4269;Branca;FundamentalIncompleto;Zero;E
4271;Nao_branca;Medio;Um;E
4272;Nao_branca;FundamentalCompleto;Zero;E
4273;Nao_branca;FundamentalIncompleto;Zero;E
4275;Nao_branca;FundamentalCompleto;Zero;E
4278;Nao_branca;Medio;Zero;E
4282;Branca;Medio;Zero;E
4283;Nao_branca;FundamentalIncompleto;Zero;E
4285;Nao_branca;Superior;Zero;E
4286;Nao_branca;FundamentalIncompleto;Zero;E
4287;Branca;Medio;Um;E
4288;Nao_branca;Medio;Zero;D
4289;Nao_branca;FundamentalCompleto;Zero;E
4290;Nao_branca;FundamentalIncompleto;Zero;E
4291;Nao_branca;FundamentalIncompleto;Zero;E
4294;Nao_branca;FundamentalIncompleto;Zero;E
4295;Nao_branca;Superior;Um;D
4298;Nao_branca;FundamentalCompleto;Zero;E
4299;Nao_branca;FundamentalIncompleto;Zero;E
4300;Nao_branca;FundamentalIncompleto;Zero;E
4302;Nao_branca;Superior;Zero;E
4303;Nao_branca;FundamentalIncompleto;Zero;E
4304;Nao_branca;FundamentalIncompleto;Zero;E
4305;Nao_branca;FundamentalIncompleto;Zero;E
4307;Nao_branca;Medio;Um;E
4310;Nao_branca;Medio;Um;E
4312;Nao_branca;FundamentalIncompleto;Zero;E
4313;Branca;Medio;Um;E
4314;Nao_branca;Medio;Zero;E
4316;Nao_branca;FundamentalCompleto;Zero;E
4317;Nao_branca;FundamentalCompleto;Zero;E
4318;Branca;NuncaEstudou;Zero;E
4319;Nao_branca;FundamentalCompleto;Um;E
4322;Branca;FundamentalIncompleto;Zero;E
4324;Nao_branca;Superior;Um;E
4325;Nao_branca;Medio;Zero;E
4326;Nao_branca;FundamentalCompleto;Zero;E
4328;Branca;FundamentalIncompleto;Zero;E
4329;Nao_branca;Superior;Um;D
4330;Nao_branca;Medio;Um;E
4331;Branca;Medio;Um;E
4332;Nao_branca;Medio;Um;E
4334;Nao_branca;FundamentalIncompleto;Zero;E
4335;Nao_branca;Superior;Zero;E
4336;Nao_branca;FundamentalIncompleto;Zero;E
4338;Nao_branca;FundamentalIncompleto;Zero;E
4339;Branca;Superior;Quatro_ou_mais;E
4340;Nao declarado;FundamentalCompleto;Zero;E
4341;Nao_branca;FundamentalIncompleto;Zero;E
4342;Nao_branca;Medio;Zero;E
4343;Nao_branca;FundamentalCompleto;Zero;E
4344;Nao_branca;FundamentalIncompleto;Zero;E
4346;Nao_branca;FundamentalIncompleto;Zero;E
4348;Branca;FundamentalCompleto;Um;D
4350;Branca;Medio;Zero;E
4351;Nao_branca;FundamentalCompleto;Zero;E
4353;Branca;FundamentalIncompleto;Um;E
4356;Branca;FundamentalIncompleto;Um;E
4357;Branca;Medio;Zero;E
4358;Nao_branca;FundamentalIncompleto;Zero;E
4360;Branca;FundamentalIncompleto;Zero;E
4362;Nao_branca;FundamentalCompleto;Zero;E
4364;Nao_branca;Medio;Zero;E
4366;Branca;Medio;Zero;E
4367;Nao_branca;FundamentalIncompleto;Zero;E
4368;Nao_branca;FundamentalIncompleto;Zero;E
4371;Nao_branca;Medio;Um;E
4372;Nao_branca;Superior;Zero;E
4373;Nao_branca;NuncaEstudou;Um;E
4374;Branca;Medio;Zero;E
4375;Branca;FundamentalIncompleto;Zero;E
4376;Nao_branca;FundamentalCompleto;Zero;E
4377;Branca;Medio;Zero;E
4378;Nao_branca;Medio;Zero;E
4379;Nao_branca;FundamentalIncompleto;Zero;E
4380;Nao declarado;FundamentalIncompleto;Zero;E
4383;Nao declarado;FundamentalCompleto;Zero;E
4384;Nao_branca;Superior;Zero;D
4385;Branca;FundamentalIncompleto;Um;E
4386;Nao_branca;Superior;Zero;E
4388;Nao_branca;Medio;Zero;E
4389;Branca;Medio;Zero;E
4390;Nao_branca;Superior;Dois;C
4391;Nao_branca;FundamentalIncompleto;Zero;E
4392;Nao declarado;FundamentalCompleto;Zero;E
4395;Nao_branca;FundamentalCompleto;Zero;E
4398;Nao_branca;FundamentalIncompleto;Zero;E
4400;Branca;FundamentalIncompleto;Zero;E
4403;Nao_branca;FundamentalIncompleto;Zero;E
4404;Nao_branca;Medio;Zero;E
4407;Branca;Superior;Um;E
4408;Nao_branca;Medio;Um;E
4410;Nao_branca;Medio;Zero;E
4411;Nao_branca;FundamentalIncompleto;Zero;E
4413;Branca;Superior;Zero;D
4414;Nao_branca;Medio;Um;E
4415;Nao_branca;Medio;Um;E
4417;Branca;Medio;Um;E
4419;Nao_branca;Medio;Zero;E
4420;Branca;FundamentalCompleto;Zero;E
4421;Nao_branca;Superior;Zero;E
4423;Nao_branca;FundamentalCompleto;Zero;E
4425;Branca;Superior;Zero;E
4426;Nao_branca;Superior;Dois;D
4427;Nao_branca;FundamentalIncompleto;Zero;E
4433;Nao_branca;FundamentalIncompleto;Zero;E
4434;Nao_branca;FundamentalIncompleto;Zero;E
4435;Nao_branca;FundamentalIncompleto;Zero;E
4436;Nao_branca;FundamentalCompleto;Um;E
4438;Nao_branca;Medio;Zero;E
4439;Branca;Medio;Zero;E
4440;Nao_branca;FundamentalIncompleto;Um;E
4441;Nao_branca;Medio;Um;E
4444;Branca;Medio;Um;E
4445;Nao_branca;FundamentalIncompleto;Zero;E
4446;Nao_branca;FundamentalIncompleto;Zero;E
4448;Nao_branca;FundamentalIncompleto;Zero;E
4449;Nao_branca;Medio;Um;E
4450;Nao_branca;FundamentalCompleto;Zero;E
4451;Nao_branca;FundamentalIncompleto;Zero;E
4452;Nao_branca;FundamentalIncompleto;Zero;E
4455;Nao_branca;FundamentalIncompleto;Zero;E
4456;Nao_branca;Medio;Um;E
4457;Nao_branca;FundamentalIncompleto;Zero;E
4458;Nao_branca;FundamentalCompleto;Zero;E
4460;Branca;Superior;Zero;C
4461;Nao_branca;FundamentalCompleto;Zero;E
4462;Branca;FundamentalIncompleto;Zero;E
4465;Nao_branca;Medio;Um;E
4466;Nao declarado;FundamentalCompleto;Zero;E
4467;Branca;FundamentalCompleto;Um;E
4468;Nao_branca;FundamentalIncompleto;Zero;E
4469;Branca;FundamentalIncompleto;Zero;E
4470;Nao_branca;Medio;Zero;E
4472;Nao_branca;FundamentalIncompleto;Zero;E
4474;Nao_branca;NuncaEstudou;Zero;E
4475;Nao_branca;Medio;Zero;E
4476;Branca;Medio;Zero;E
4477;Nao_branca;Medio;Zero;E
4480;Branca;Superior;Um;D
4481;Branca;FundamentalCompleto;Zero;E
4482;Branca;FundamentalCompleto;Zero;E
4483;Branca;FundamentalIncompleto;Zero;E
4484;Nao_branca;FundamentalIncompleto;Zero;E
4487;Nao_branca;FundamentalCompleto;Zero;E
4488;Nao_branca;FundamentalCompleto;Zero;E
4490;Nao_branca;FundamentalIncompleto;Zero;E
4491;Nao_branca;FundamentalIncompleto;Um;E
4494;Nao_branca;FundamentalIncompleto;Um;E
4495;Nao_branca;FundamentalIncompleto;Zero;E
4497;Nao_branca;Medio;Zero;E
4498;Nao_branca;FundamentalIncompleto;Zero;E
4501;Branca;Medio;Zero;E
4503;Nao_branca;FundamentalIncompleto;Zero;E
4504;Branca;Medio;Dois;E
4510;Nao_branca;Medio;Zero;E
4511;Nao_branca;FundamentalCompleto;Zero;E
4513;Nao_branca;FundamentalIncompleto;Zero;E
4514;Nao_branca;FundamentalIncompleto;Zero;E
4515;Nao_branca;Superior;Zero;E
4517;Nao_branca;FundamentalIncompleto;Zero;E
4521;Nao_branca;FundamentalIncompleto;Um;E
4522;Nao_branca;Medio;Zero;E
4523;Nao_branca;FundamentalCompleto;Zero;E
4524;Nao_branca;Superior;Zero;E
4526;Nao_branca;Superior;Um;D
4528;Nao_branca;Medio;Zero;E
4529;Branca;Medio;Um;E
4530;Nao_branca;FundamentalIncompleto;Zero;E
4531;Nao_branca;FundamentalCompleto;Zero;E
4532;Nao_branca;FundamentalCompleto;Zero;E
4533;Nao_branca;FundamentalIncompleto;Um;E
4535;Nao_branca;FundamentalCompleto;Zero;E
4536;Nao_branca;FundamentalCompleto;Zero;E
4537;Branca;FundamentalCompleto;Um;E
4538;Nao_branca;Medio;Zero;E
4539;Nao_branca;Superior;Zero;E
4540;Nao_branca;FundamentalIncompleto;Zero;E
4543;Branca;Medio;Um;D
4545;Nao_branca;Medio;Um;E
4546;Nao_branca;Superior;Zero;E
4550;Nao_branca;FundamentalIncompleto;Zero;E
4552;Nao_branca;FundamentalCompleto;Zero;E
4553;Nao_branca;FundamentalIncompleto;Zero;E
4554;Nao declarado;Superior;Um;E
4555;Nao_branca;FundamentalCompleto;Zero;E
4557;Branca;FundamentalIncompleto;Um;E
4558;Nao_branca;Superior;Zero;E
4559;Nao_branca;FundamentalCompleto;Zero;E
4562;Nao_branca;Medio;Zero;E
4563;Nao_branca;FundamentalIncompleto;Um;D
4564;Nao_branca;NuncaEstudou;Um;E
4565;Nao_branca;Medio;Zero;D
4566;Nao_branca;FundamentalCompleto;Zero;E
4567;Nao_branca;Medio;Um;D
4568;Nao_branca;Superior;Um;E
4570;Nao_branca;Medio;Um;E
4574;Branca;Superior;Um;E
4575;Nao_branca;FundamentalCompleto;Zero;E
4576;Nao_branca;FundamentalCompleto;Zero;E
4577;Nao_branca;Superior;Um;E
4578;Nao_branca;FundamentalCompleto;Zero;E
4581;Nao_branca;FundamentalIncompleto;Tres;E
4582;Nao_branca;Medio;Zero;E
4583;Nao_branca;Medio;Zero;E
4584;Nao_branca;Medio;Zero;E
4586;Nao declarado;FundamentalCompleto;Zero;E
4587;Nao_branca;FundamentalCompleto;Zero;E
4590;Nao_branca;FundamentalIncompleto;Zero;E
4591;Nao_branca;FundamentalIncompleto;Zero;E
4593;Nao_branca;FundamentalIncompleto;Zero;E
4594;Nao_branca;Superior;Um;E
4595;Nao_branca;FundamentalCompleto;Zero;E
4596;Branca;FundamentalIncompleto;Um;E
4597;Nao_branca;Medio;Zero;E
4598;Nao_branca;FundamentalCompleto;Zero;E
4599;Nao_branca;FundamentalIncompleto;Zero;E
4600;Nao_branca;FundamentalIncompleto;Um;E
4601;Nao_branca;Medio;Zero;E
4602;Nao_branca;Superior;Tres;D
4604;Branca;Medio;Zero;E
4607;Nao_branca;Medio;Um;C
4609;Nao declarado;FundamentalCompleto;Zero;E
4610;Nao_branca;FundamentalIncompleto;Zero;E
4611;Branca;FundamentalIncompleto;Zero;E
4612;Nao_branca;NuncaEstudou;Zero;E
4613;Nao_branca;FundamentalIncompleto;Zero;E
4614;Nao_branca;FundamentalIncompleto;Zero;E
4615;Nao_branca;FundamentalIncompleto;Zero;E
4619;Nao_branca;Medio;Zero;E
4620;Nao_branca;FundamentalCompleto;Zero;E
4621;Branca;FundamentalIncompleto;Zero;E
4623;Nao_branca;FundamentalIncompleto;Zero;E
4624;Nao_branca;FundamentalIncompleto;Zero;E
4625;Nao_branca;FundamentalCompleto;Zero;E
4626;Nao_branca;Superior;Zero;E
4628;Branca;Superior;Um;E
4630;Nao_branca;FundamentalCompleto;Um;E
4631;Nao_branca;Medio;Zero;E
4632;Nao_branca;FundamentalIncompleto;Zero;E
4633;Nao declarado;FundamentalCompleto;Zero;E
4634;Nao_branca;Medio;Zero;E
4637;Nao_branca;FundamentalIncompleto;Zero;E
4639;Nao_branca;Superior;Zero;D
4640;Nao_branca;FundamentalIncompleto;Zero;E
4641;Nao_branca;FundamentalIncompleto;Zero;E
4642;Branca;Medio;Um;D
4643;Nao_branca;FundamentalIncompleto;Zero;E
4645;Nao_branca;Superior;Um;E
4647;Nao_branca;FundamentalCompleto;Zero;E
4650;Nao_branca;FundamentalCompleto;Zero;E
4651;Nao_branca;FundamentalIncompleto;Um;E
4652;Branca;FundamentalCompleto;Zero;E
4655;Nao_branca;FundamentalIncompleto;Zero;E
4656;Nao_branca;FundamentalIncompleto;Zero;E
4657;Branca;FundamentalIncompleto;Zero;E
4660;Branca;Medio;Zero;E
4661;Nao_branca;Medio;Zero;E
4663;Branca;FundamentalIncompleto;Zero;E
4664;Nao_branca;Medio;Um;E
4665;Nao_branca;Medio;Zero;E
4666;Nao_branca;FundamentalIncompleto;Zero;E
4667;Nao_branca;NuncaEstudou;Zero;E
4668;Nao_branca;FundamentalIncompleto;Um;E
4672;Nao_branca;FundamentalCompleto;Zero;E
4673;Nao_branca;FundamentalIncompleto;Um;E
4674;Nao_branca;FundamentalCompleto;Zero;E
4675;Nao_branca;Superior;Zero;E
4676;Nao_branca;FundamentalCompleto;Zero;E
4677;Nao_branca;FundamentalIncompleto;Zero;E
4678;Nao_branca;FundamentalIncompleto;Zero;E
4681;Nao_branca;FundamentalIncompleto;Zero;E
4683;Nao_branca;Medio;Zero;C
4687;Nao_branca;Medio;Zero;E
4689;Branca;FundamentalIncompleto;Zero;E
4691;Nao_branca;Superior;Um;E
4693;Nao_branca;FundamentalIncompleto;Zero;E
4694;Branca;NuncaEstudou;Zero;E
4695;Nao_branca;FundamentalCompleto;Dois;E
4697;Branca;Superior;Zero;E
4698;Nao_branca;FundamentalCompleto;Zero;E
4700;Nao_branca;Superior;Zero;E
4701;Branca;Medio;Zero;E
4703;Branca;Superior;Um;E
4704;Nao_branca;FundamentalCompleto;Zero;E
4705;Nao_branca;FundamentalCompleto;Zero;E
4706;Nao_branca;FundamentalCompleto;Zero;E
4708;Nao_branca;FundamentalIncompleto;Zero;E
4710;Nao_branca;FundamentalIncompleto;Zero;E
4711;Nao_branca;FundamentalCompleto;Zero;E
4712;Nao_branca;FundamentalIncompleto;Zero;E
4714;Branca;Medio;Zero;E
4716;Nao_branca;FundamentalIncompleto;Zero;E
4717;Nao_branca;FundamentalCompleto;Zero;E
4718;Nao_branca;FundamentalIncompleto;Um;E
4719;Nao_branca;FundamentalIncompleto;Zero;E
4720;Nao_branca;Medio;Zero;E
4722;Nao_branca;Medio;Zero;E
4726;Nao_branca;Medio;Zero;E
4729;Nao_branca;FundamentalIncompleto;Zero;E
4730;Nao_branca;Medio;Zero;E
4731;Branca;FundamentalIncompleto;Zero;E
4732;Nao_branca;FundamentalIncompleto;Zero;E
4733;Nao_branca;FundamentalIncompleto;Zero;E
4735;Branca;Medio;Zero;E
4736;Nao_branca;FundamentalIncompleto;Zero;E
4737;Nao_branca;FundamentalIncompleto;Zero;E
4740;Nao declarado;FundamentalCompleto;Zero;E
4741;Nao_branca;FundamentalCompleto;Tres;E
4742;Nao_branca;Medio;Zero;E
4743;Nao_branca;FundamentalCompleto;Zero;E
4744;Nao_branca;FundamentalCompleto;Um;E
4745;Branca;FundamentalIncompleto;Zero;E
4746;Nao_branca;Medio;Zero;E
4747;Nao_branca;FundamentalCompleto;Zero;E
4748;Nao_branca;Superior;Um;E
4749;Nao_branca;Superior;Zero;D
4750;Nao_branca;Medio;Zero;D
4751;Branca;FundamentalCompleto;Um;D
4752;Nao_branca;Superior;Um;E
4755;Nao_branca;FundamentalCompleto;Zero;E
4757;Nao_branca;Medio;Zero;E
4758;Branca;Medio;Zero;E
4760;Nao_branca;Medio;Zero;E
4762;Nao_branca;FundamentalIncompleto;Um;E
4763;Nao_branca;FundamentalCompleto;Zero;E
4764;Nao_branca;FundamentalCompleto;Zero;E
4765;Branca;FundamentalIncompleto;Zero;E
4766;Nao_branca;FundamentalCompleto;Zero;E
4767;Nao declarado;Medio;Zero;D
4768;Branca;FundamentalIncompleto;Zero;E
4769;Branca;FundamentalCompleto;Zero;E
4770;Nao_branca;FundamentalIncompleto;Zero;E
4771;Branca;FundamentalIncompleto;Zero;E
4774;Nao_branca;FundamentalIncompleto;Zero;E
4775;Branca;Medio;Zero;E
4776;Nao_branca;NuncaEstudou;Zero;E
4777;Branca;FundamentalIncompleto;Zero;E
4778;Nao_branca;FundamentalCompleto;Zero;E
4781;Nao_branca;Medio;Um;E
4782;Branca;Medio;Zero;D
4785;Nao_branca;FundamentalCompleto;Zero;E
4786;Nao_branca;Medio;Zero;E
4787;Nao_branca;Superior;Zero;C
4788;Nao declarado;Medio;Zero;E
4789;Nao_branca;Superior;Zero;E
4790;Nao_branca;Medio;Zero;E
4791;Nao_branca;Medio;Zero;E
4792;Nao declarado;FundamentalIncompleto;Zero;E
4793;Nao_branca;FundamentalIncompleto;Um;E
4795;Branca;Medio;Dois;C
4796;Nao_branca;FundamentalIncompleto;Zero;E
4797;Nao_branca;Superior;Zero;E
4800;Branca;FundamentalIncompleto;Zero;E
4802;Nao_branca;FundamentalIncompleto;Zero;E
4805;Nao_branca;Medio;Zero;E
4806;Branca;FundamentalIncompleto;Zero;E
4807;Nao_branca;Medio;Zero;E
4808;Nao_branca;Superior;Zero;D
4810;Nao_branca;FundamentalIncompleto;Zero;E
4811;Nao_branca;FundamentalCompleto;Zero;E
4812;Nao_branca;Medio;Zero;E
4815;Nao_branca;Medio;Zero;E
4818;Branca;Medio;Zero;E
4819;Branca;Medio;Um;E
4822;Nao_branca;Superior;Um;E
4823;Nao_branca;FundamentalCompleto;Zero;E
4826;Nao_branca;Superior;Zero;E
4827;Nao_branca;FundamentalCompleto;Um;E
4828;Nao_branca;Superior;Zero;E
4829;Nao declarado;FundamentalCompleto;Zero;E
4830;Nao_branca;FundamentalIncompleto;Um;E
4831;Nao_branca;FundamentalIncompleto;Zero;E
4832;Nao_branca;Medio;Zero;E
4833;Nao_branca;Medio;Zero;E
4835;Nao_branca;FundamentalIncompleto;Zero;E
4836;Nao_branca;FundamentalCompleto;Zero;E
4838;Nao_branca;Medio;Zero;E
4839;Nao_branca;Medio;Um;E
4842;Nao_branca;FundamentalCompleto;Dois;E
4843;Nao_branca;Medio;Zero;E
4844;Nao_branca;FundamentalIncompleto;Zero;E
4845;Nao_branca;FundamentalIncompleto;Zero;E
4847;Nao_branca;Medio;Dois;E
4848;Nao_branca;FundamentalIncompleto;Zero;E
4849;Nao_branca;FundamentalCompleto;Zero;E
4850;Nao_branca;FundamentalCompleto;Zero;E
4851;Nao_branca;FundamentalCompleto;Zero;E
4852;Nao_branca;NuncaEstudou;Zero;E
4854;Nao_branca;Superior;Zero;E
4856;Nao_branca;Superior;Zero;E
4857;Branca;Medio;Um;E
4858;Nao_branca;Medio;Zero;E
4859;Nao_branca;FundamentalIncompleto;Zero;E
4861;Nao_branca;FundamentalIncompleto;Zero;E
4863;Nao_branca;Medio;Zero;E
4864;Branca;Medio;Um;E
4865;Nao_branca;Medio;Zero;E
4867;Nao declarado;FundamentalCompleto;Zero;E
4868;Branca;Medio;Zero;E
4869;Nao_branca;FundamentalIncompleto;Zero;E
4870;Nao_branca;Medio;Zero;E
4871;Nao_branca;FundamentalIncompleto;Zero;E
4872;Nao_branca;FundamentalIncompleto;Um;E
4873;Nao_branca;FundamentalIncompleto;Zero;E
4874;Nao_branca;Superior;Um;D
4875;Nao_branca;Medio;Um;E
4877;Nao_branca;FundamentalCompleto;Zero;E
4879;Nao_branca;FundamentalIncompleto;Zero;E
4880;Nao_branca;Medio;Zero;E
4882;Branca;Superior;Zero;D
4883;Nao_branca;Medio;Zero;E
4884;Nao_branca;FundamentalIncompleto;Zero;E
4885;Branca;Medio;Um;D
4886;Nao_branca;FundamentalIncompleto;Zero;E
4887;Branca;Superior;Um;E
4888;Nao_branca;Medio;Zero;E
4889;Branca;Superior;Zero;E
4890;Nao_branca;FundamentalCompleto;Zero;E
4891;Nao_branca;Medio;Zero;E
4892;Nao_branca;FundamentalCompleto;Zero;E
4894;Nao_branca;Superior;Zero;E
4895;Nao_branca;FundamentalIncompleto;Zero;E
4896;Nao_branca;Superior;Zero;E
4897;Nao_branca;Superior;Um;C
4898;Nao_branca;Medio;Um;D
4900;Nao_branca;Superior;Zero;E
4903;Branca;FundamentalCompleto;Zero;E
4904;Nao_branca;FundamentalCompleto;Zero;E
4906;Branca;Medio;Zero;E
4908;Branca;FundamentalIncompleto;Zero;E
4909;Nao_branca;FundamentalIncompleto;Zero;E
4910;Nao_branca;Medio;Zero;E
4911;Nao_branca;Medio;Zero;E
4912;Nao_branca;FundamentalCompleto;Zero;E
4914;Nao_branca;Medio;Zero;E
4915;Nao_branca;Medio;Zero;E
4916;Nao_branca;Medio;Zero;E
