;TP_COR_RACA;Escolaridae_mae;PC;ClasseSocial
118;Nao_branca;FundamentalIncompleto;Zero;E
119;Nao_branca;FundamentalIncompleto;Zero;E
120;Nao_branca;FundamentalCompleto;Zero;E
121;Nao_branca;FundamentalCompleto;Zero;E
122;Nao_branca;FundamentalCompleto;Zero;E
126;Nao_branca;FundamentalIncompleto;Zero;E
127;Branca;Medio;Zero;E
128;Nao_branca;FundamentalIncompleto;Zero;E
129;Nao_branca;Medio;Um;E
130;Nao_branca;Superior;Zero;E
131;Nao_branca;Medio;Dois;E
132;Nao_branca;Medio;Zero;E
133;Nao_branca;Medio;Zero;E
134;Branca;Superior;Zero;E
135;Nao_branca;FundamentalIncompleto;Zero;E
137;Branca;Medio;Um;E
138;Branca;Medio;Zero;E
139;Branca;Medio;Um;E
140;Nao_branca;FundamentalIncompleto;Um;E
141;Nao_branca;Medio;Um;E
142;Nao_branca;Medio;Zero;E
143;Nao_branca;Superior;Zero;E
144;Nao_branca;Medio;Zero;E
145;Nao_branca;FundamentalIncompleto;Zero;E
146;Branca;FundamentalIncompleto;Zero;E
147;Nao_branca;Superior;Zero;E
148;Nao_branca;Medio;Um;D
150;Nao_branca;Medio;Zero;E
151;Nao_branca;FundamentalIncompleto;Zero;E
152;Branca;Superior;Zero;E
153;Nao_branca;Superior;Um;D
154;Nao_branca;Medio;Um;E
155;Branca;FundamentalIncompleto;Um;E
156;Nao_branca;FundamentalIncompleto;Zero;E
157;Nao_branca;Medio;Zero;E
159;Nao_branca;Superior;Um;D
160;Nao_branca;Medio;Um;E
161;Branca;FundamentalIncompleto;Zero;E
162;Nao_branca;FundamentalCompleto;Zero;E
163;Nao_branca;FundamentalCompleto;Zero;E
164;Nao_branca;FundamentalCompleto;Um;E
165;Nao_branca;FundamentalCompleto;Zero;E
168;Branca;FundamentalIncompleto;Zero;E
169;Nao_branca;Superior;Zero;E
170;Nao_branca;FundamentalIncompleto;Zero;E
172;Nao_branca;Medio;Zero;E
173;Nao_branca;Medio;Um;E
174;Nao_branca;Medio;Zero;D
175;Nao_branca;Medio;Um;E
176;Nao_branca;FundamentalIncompleto;Zero;E
177;Nao_branca;FundamentalIncompleto;Zero;E
179;Nao_branca;Medio;Zero;E
180;Branca;FundamentalIncompleto;Zero;E
181;Nao_branca;Medio;Zero;E
182;Nao_branca;FundamentalIncompleto;Zero;E
183;Branca;NuncaEstudou;Um;E
184;Nao_branca;Medio;Um;D
185;Nao_branca;Superior;Zero;E
186;Nao_branca;Medio;Zero;E
187;Branca;FundamentalIncompleto;Zero;E
188;Nao_branca;Medio;Zero;E
189;Nao_branca;FundamentalIncompleto;Zero;E
190;Branca;Medio;Dois;E
191;Nao_branca;FundamentalIncompleto;Zero;E
192;Nao_branca;NuncaEstudou;Zero;E
193;Nao_branca;Superior;Tres;C
194;Nao_branca;FundamentalIncompleto;Zero;E
195;Branca;Medio;Um;E
197;Nao_branca;Medio;Um;E
198;Branca;Medio;Zero;E
200;Nao_branca;FundamentalIncompleto;Um;D
201;Branca;Medio;Zero;E
203;Branca;FundamentalCompleto;Um;E
204;Nao_branca;Medio;Zero;E
205;Nao_branca;FundamentalCompleto;Um;E
207;Nao_branca;Medio;Zero;E
208;Nao_branca;FundamentalIncompleto;Zero;E
209;Branca;Medio;Zero;E
210;Nao_branca;FundamentalIncompleto;Zero;E
211;Nao_branca;Medio;Zero;E
212;Nao_branca;Superior;Zero;E
213;Branca;FundamentalIncompleto;Dois;E
214;Nao_branca;FundamentalCompleto;Zero;E
215;Nao_branca;FundamentalIncompleto;Um;E
216;Branca;Medio;Zero;E
217;Branca;Medio;Zero;D
218;Nao_branca;Medio;Zero;E
219;Nao_branca;FundamentalIncompleto;Zero;E
220;Branca;Medio;Dois;E
221;Nao_branca;Medio;Zero;E
222;Nao_branca;Medio;Zero;E
223;Nao_branca;Medio;Zero;E
224;Nao_branca;FundamentalIncompleto;Zero;E
225;Nao_branca;FundamentalCompleto;Zero;E
227;Nao_branca;FundamentalIncompleto;Zero;E
228;Nao_branca;FundamentalIncompleto;Zero;E
230;Nao_branca;FundamentalIncompleto;Zero;E
231;Nao_branca;Medio;Um;E
232;Nao_branca;FundamentalCompleto;Zero;E
235;Nao_branca;Medio;Zero;D
236;Nao_branca;FundamentalIncompleto;Um;E
237;Nao_branca;FundamentalCompleto;Zero;E
238;Nao_branca;Medio;Zero;E
239;Nao_branca;Medio;Um;E
241;Nao_branca;Superior;Dois;E
243;Branca;Superior;Zero;E
245;Nao_branca;Medio;Zero;D
246;Nao_branca;FundamentalCompleto;Um;E
247;Nao_branca;FundamentalIncompleto;Zero;E
249;Nao_branca;Medio;Zero;E
250;Branca;FundamentalCompleto;Um;E
252;Nao_branca;Medio;Um;D
254;Nao_branca;FundamentalIncompleto;Um;E
255;Nao_branca;Superior;Um;D
256;Nao_branca;FundamentalCompleto;Zero;E
257;Nao_branca;FundamentalCompleto;Zero;E
258;Nao_branca;FundamentalIncompleto;Um;E
260;Nao_branca;FundamentalIncompleto;Zero;E
261;Nao_branca;FundamentalCompleto;Zero;E
262;Nao_branca;Superior;Zero;D
263;Nao_branca;Medio;Zero;E
265;Nao_branca;Superior;Zero;D
266;Nao_branca;FundamentalIncompleto;Um;E
268;Nao_branca;FundamentalIncompleto;Zero;E
271;Nao_branca;Superior;Zero;E
272;Nao_branca;FundamentalCompleto;Um;E
273;Branca;Superior;Um;D
275;Nao_branca;FundamentalCompleto;Zero;E
277;Nao_branca;FundamentalCompleto;Um;E
279;Nao_branca;FundamentalCompleto;Zero;E
280;Branca;FundamentalIncompleto;Zero;E
281;Nao_branca;FundamentalIncompleto;Zero;E
282;Nao_branca;FundamentalIncompleto;Zero;E
283;Branca;Superior;Zero;E
284;Nao_branca;FundamentalCompleto;Zero;E
286;Nao_branca;FundamentalIncompleto;Um;E
289;Nao_branca;FundamentalCompleto;Um;E
290;Nao_branca;FundamentalIncompleto;Um;E
292;Nao_branca;Medio;Zero;E
293;Nao_branca;Medio;Um;D
294;Nao_branca;FundamentalCompleto;Zero;E
295;Branca;Superior;Um;E
296;Nao_branca;Superior;Zero;E
297;Nao_branca;FundamentalCompleto;Um;E
298;Nao_branca;Superior;Um;E
299;Branca;FundamentalCompleto;Zero;E
300;Nao_branca;FundamentalIncompleto;Zero;E
301;Nao_branca;Medio;Zero;E
303;Nao_branca;FundamentalIncompleto;Zero;E
304;Nao_branca;Superior;Um;D
305;Branca;FundamentalCompleto;Zero;E
306;Nao_branca;FundamentalIncompleto;Zero;D
307;Nao_branca;FundamentalCompleto;Zero;E
309;Nao_branca;FundamentalCompleto;Zero;E
311;Branca;Medio;Um;E
313;Branca;Medio;Um;E
315;Branca;Medio;Zero;E
316;Nao_branca;Superior;Zero;E
317;Nao_branca;Medio;Zero;E
319;Branca;Medio;Zero;E
320;Nao_branca;FundamentalIncompleto;Dois;E
321;Nao_branca;FundamentalCompleto;Um;E
322;Nao_branca;Superior;Um;E
323;Nao_branca;Medio;Zero;E
325;Nao_branca;Medio;Zero;E
326;Branca;Medio;Zero;E
327;Nao_branca;FundamentalIncompleto;Zero;E
328;Branca;FundamentalCompleto;Zero;E
329;Nao_branca;FundamentalCompleto;Zero;E
330;Nao_branca;Medio;Zero;E
331;Branca;Medio;Um;E
332;Nao_branca;Medio;Um;E
333;Branca;FundamentalIncompleto;Zero;E
334;Nao_branca;FundamentalCompleto;Zero;E
337;Nao_branca;Medio;Um;D
338;Branca;FundamentalIncompleto;Zero;E
339;Branca;FundamentalIncompleto;Zero;E
341;Branca;Superior;Um;C
343;Nao_branca;Superior;Zero;E
344;Nao_branca;FundamentalCompleto;Zero;E
345;Nao_branca;FundamentalCompleto;Um;E
346;Nao_branca;Medio;Zero;E
347;Nao_branca;Medio;Zero;E
348;Nao_branca;Medio;Zero;E
349;Branca;Superior;Zero;E
351;Branca;FundamentalCompleto;Zero;E
352;Nao_branca;FundamentalIncompleto;Zero;E
353;Nao_branca;Medio;Um;E
354;Nao_branca;FundamentalIncompleto;Zero;E
355;Nao_branca;FundamentalCompleto;Zero;E
357;Nao_branca;FundamentalCompleto;Um;E
358;Branca;Superior;Zero;E
359;Nao_branca;Superior;Zero;E
360;Branca;FundamentalCompleto;Zero;E
361;Branca;Medio;Zero;E
362;Branca;Superior;Um;E
363;Nao_branca;FundamentalIncompleto;Zero;E
364;Nao_branca;FundamentalCompleto;Um;E
366;Nao_branca;NuncaEstudou;Zero;E
367;Nao_branca;Medio;Zero;E
368;Nao_branca;Medio;Zero;E
370;Nao_branca;FundamentalIncompleto;Zero;E
371;Nao_branca;FundamentalIncompleto;Zero;E
372;Branca;Medio;Um;E
373;Nao_branca;FundamentalCompleto;Zero;E
374;Nao_branca;Superior;Zero;E
375;Nao_branca;FundamentalIncompleto;Zero;E
376;Branca;FundamentalIncompleto;Zero;E
378;Nao_branca;Superior;Zero;E
379;Branca;FundamentalIncompleto;Zero;E
382;Nao_branca;FundamentalIncompleto;Zero;E
384;Nao_branca;FundamentalIncompleto;Zero;E
385;Branca;FundamentalIncompleto;Zero;E
386;Nao_branca;FundamentalIncompleto;Zero;E
387;Branca;Medio;Zero;E
388;Nao_branca;FundamentalCompleto;Zero;E
389;Nao_branca;FundamentalCompleto;Zero;E
390;Nao_branca;FundamentalIncompleto;Zero;E
392;Branca;Medio;Zero;E
393;Nao_branca;FundamentalIncompleto;Zero;E
394;Nao_branca;Superior;Zero;E
395;Nao_branca;Medio;Zero;E
398;Branca;FundamentalCompleto;Um;E
399;Nao_branca;Medio;Zero;E
402;Nao_branca;FundamentalIncompleto;Um;E
406;Branca;FundamentalIncompleto;Zero;E
407;Nao_branca;FundamentalIncompleto;Um;E
408;Nao_branca;FundamentalCompleto;Zero;E
409;Branca;FundamentalIncompleto;Zero;E
410;Branca;Medio;Um;E
412;Nao_branca;FundamentalCompleto;Zero;E
413;Nao_branca;Superior;Um;E
414;Branca;FundamentalIncompleto;Um;E
415;Nao_branca;Superior;Um;E
416;Nao_branca;Medio;Um;E
418;Nao_branca;FundamentalCompleto;Zero;E
420;Nao_branca;Medio;Um;E
421;Nao_branca;FundamentalIncompleto;Zero;E
422;Nao_branca;NuncaEstudou;Zero;E
423;Nao_branca;Medio;Zero;E
424;Nao_branca;Medio;Um;E
425;Nao_branca;Medio;Zero;E
426;Branca;Medio;Zero;E
427;Branca;FundamentalCompleto;Zero;E
429;Nao_branca;FundamentalIncompleto;Zero;E
430;Nao_branca;FundamentalIncompleto;Zero;E
431;Nao_branca;FundamentalCompleto;Zero;E
432;Nao_branca;Medio;Um;E
434;Branca;Superior;Zero;E
435;Branca;Superior;Zero;E
436;Branca;FundamentalIncompleto;Zero;E
437;Nao_branca;Superior;Um;E
439;Nao_branca;FundamentalCompleto;Zero;E
440;Nao_branca;FundamentalCompleto;Um;E
441;Nao_branca;Medio;Zero;E
442;Nao_branca;NuncaEstudou;Zero;E
444;Nao_branca;Medio;Zero;E
446;Nao_branca;FundamentalIncompleto;Zero;E
447;Nao_branca;NuncaEstudou;Um;E
448;Nao_branca;FundamentalIncompleto;Zero;E
449;Nao_branca;FundamentalIncompleto;Zero;E
450;Nao_branca;FundamentalIncompleto;Zero;E
451;Nao_branca;Medio;Zero;E
453;Branca;FundamentalIncompleto;Zero;E
454;Nao_branca;Superior;Zero;E
455;Nao_branca;FundamentalIncompleto;Um;E
456;Nao_branca;Medio;Zero;E
457;Nao_branca;FundamentalIncompleto;Zero;E
458;Branca;Medio;Dois;E
459;Branca;FundamentalCompleto;Zero;E
461;Nao_branca;Superior;Um;E
462;Branca;FundamentalIncompleto;Zero;E
463;Nao_branca;Medio;Um;E
464;Nao_branca;NuncaEstudou;Zero;E
465;Nao_branca;Medio;Zero;D
466;Nao_branca;Superior;Um;D
467;Nao_branca;FundamentalIncompleto;Um;E
468;Nao_branca;Medio;Zero;E
469;Nao_branca;FundamentalCompleto;Zero;E
470;Nao_branca;Medio;Um;C
471;Nao_branca;Superior;Zero;E
472;Nao_branca;FundamentalIncompleto;Um;D
473;Nao_branca;Medio;Zero;E
474;Nao_branca;FundamentalCompleto;Zero;E
475;Nao_branca;FundamentalIncompleto;Um;E
476;Nao_branca;FundamentalIncompleto;Zero;E
477;Nao_branca;FundamentalIncompleto;Zero;E
478;Nao_branca;FundamentalIncompleto;Zero;E
479;Nao_branca;FundamentalIncompleto;Zero;E
480;Branca;FundamentalCompleto;Zero;E
481;Nao_branca;FundamentalCompleto;Um;E
482;Nao_branca;Medio;Zero;E
483;Nao_branca;Superior;Zero;E
485;Nao_branca;NuncaEstudou;Zero;E
488;Nao_branca;FundamentalCompleto;Zero;E
489;Branca;FundamentalCompleto;Um;E
490;Nao_branca;FundamentalIncompleto;Zero;E
491;Branca;Medio;Zero;E
493;Nao_branca;FundamentalIncompleto;Zero;E
494;Branca;Medio;Um;E
497;Nao_branca;Medio;Um;E
498;Branca;FundamentalIncompleto;Zero;E
500;Nao_branca;FundamentalCompleto;Zero;E
501;Nao_branca;FundamentalIncompleto;Zero;E
502;Branca;Medio;Zero;E
504;Nao_branca;FundamentalIncompleto;Zero;E
505;Branca;Superior;Zero;E
506;Nao_branca;FundamentalIncompleto;Zero;E
507;Branca;Medio;Zero;E
508;Nao declarado;Superior;Um;E
509;Nao_branca;FundamentalIncompleto;Zero;E
510;Branca;FundamentalIncompleto;Zero;E
511;Nao_branca;Medio;Zero;E
513;Branca;Medio;Zero;E
514;Branca;FundamentalIncompleto;Um;E
515;Nao_branca;FundamentalIncompleto;Zero;E
516;Branca;Medio;Um;E
517;Branca;FundamentalCompleto;Um;E
520;Nao_branca;Medio;Dois;D
521;Nao_branca;Medio;Zero;E
522;Nao_branca;FundamentalIncompleto;Zero;E
524;Nao_branca;FundamentalIncompleto;Zero;E
527;Nao_branca;Medio;Um;E
528;Nao_branca;Medio;Zero;E
529;Nao_branca;FundamentalCompleto;Zero;E
530;Branca;Medio;Zero;E
533;Nao_branca;Medio;Um;E
534;Nao_branca;FundamentalIncompleto;Zero;E
535;Branca;FundamentalIncompleto;Zero;E
537;Nao_branca;Medio;Zero;E
538;Nao_branca;Medio;Zero;E
539;Nao_branca;FundamentalCompleto;Zero;E
540;Branca;Medio;Zero;E
542;Nao_branca;FundamentalIncompleto;Zero;E
543;Nao_branca;Superior;Zero;E
544;Nao_branca;FundamentalCompleto;Um;E
545;Nao_branca;FundamentalCompleto;Zero;E
547;Nao_branca;FundamentalCompleto;Zero;E
549;Branca;FundamentalCompleto;Zero;E
551;Nao_branca;Medio;Um;E
552;Branca;Superior;Um;E
554;Nao_branca;Superior;Um;E
555;Nao_branca;FundamentalCompleto;Zero;E
558;Nao declarado;Medio;Um;E
560;Nao_branca;NuncaEstudou;Zero;E
561;Nao_branca;FundamentalCompleto;Tres;E
562;Nao_branca;FundamentalCompleto;Zero;E
563;Branca;Superior;Um;E
564;Nao_branca;FundamentalIncompleto;Zero;E
565;Nao_branca;FundamentalIncompleto;Zero;E
567;Nao_branca;FundamentalIncompleto;Zero;E
569;Nao_branca;Superior;Zero;E
570;Nao_branca;Superior;Um;E
572;Nao_branca;Medio;Um;E
573;Nao_branca;Medio;Zero;E
574;Nao_branca;FundamentalIncompleto;Um;E
575;Nao_branca;FundamentalCompleto;Zero;E
576;Nao_branca;Medio;Zero;E
577;Branca;FundamentalIncompleto;Um;E
578;Branca;FundamentalCompleto;Zero;E
579;Branca;FundamentalCompleto;Zero;E
580;Nao_branca;Superior;Dois;E
581;Nao_branca;Medio;Zero;E
582;Nao_branca;FundamentalIncompleto;Dois;E
583;Nao_branca;FundamentalCompleto;Zero;E
585;Nao_branca;FundamentalIncompleto;Zero;E
586;Nao_branca;FundamentalIncompleto;Zero;E
587;Nao_branca;FundamentalIncompleto;Zero;E
588;Branca;Medio;Zero;E
590;Nao_branca;FundamentalCompleto;Zero;E
591;Nao_branca;FundamentalCompleto;Zero;E
592;Nao_branca;Medio;Um;E
593;Nao_branca;FundamentalIncompleto;Zero;E
595;Nao_branca;FundamentalIncompleto;Zero;E
596;Nao_branca;FundamentalCompleto;Zero;E
597;Nao declarado;Medio;Um;E
598;Nao_branca;Medio;Um;D
599;Nao_branca;FundamentalIncompleto;Zero;E
600;Nao_branca;Medio;Zero;E
601;Nao_branca;FundamentalIncompleto;Zero;E
604;Nao_branca;Superior;Zero;E
605;Nao_branca;FundamentalIncompleto;Um;D
606;Nao_branca;FundamentalIncompleto;Zero;E
607;Nao_branca;FundamentalIncompleto;Zero;E
609;Nao_branca;Medio;Um;E
610;Nao_branca;Superior;Zero;E
613;Nao_branca;FundamentalIncompleto;Um;E
614;Nao_branca;NuncaEstudou;Zero;E
615;Branca;Superior;Um;E
616;Nao_branca;FundamentalIncompleto;Um;E
617;Nao_branca;FundamentalIncompleto;Zero;E
618;Nao_branca;FundamentalIncompleto;Um;E
619;Nao_branca;Superior;Zero;E
620;Nao_branca;NuncaEstudou;Zero;E
622;Nao_branca;FundamentalIncompleto;Zero;E
624;Nao_branca;FundamentalIncompleto;Zero;E
625;Nao_branca;FundamentalCompleto;Zero;E
627;Nao_branca;FundamentalCompleto;Zero;E
629;Branca;Medio;Zero;E
630;Branca;FundamentalIncompleto;Um;E
632;Nao_branca;FundamentalCompleto;Um;E
633;Branca;FundamentalIncompleto;Zero;E
634;Nao_branca;Medio;Zero;E
635;Nao_branca;FundamentalCompleto;Zero;E
636;Nao_branca;FundamentalIncompleto;Zero;E
637;Nao_branca;Medio;Zero;E
638;Nao_branca;NuncaEstudou;Zero;E
639;Nao_branca;Medio;Zero;E
640;Branca;FundamentalIncompleto;Um;E
641;Nao_branca;Superior;Zero;E
643;Nao_branca;FundamentalIncompleto;Um;E
644;Branca;FundamentalCompleto;Zero;E
645;Nao_branca;Medio;Um;E
646;Nao_branca;FundamentalCompleto;Zero;E
647;Nao_branca;FundamentalIncompleto;Zero;E
648;Nao_branca;FundamentalIncompleto;Zero;E
649;Nao_branca;FundamentalCompleto;Zero;E
650;Branca;Superior;Um;E
653;Nao_branca;FundamentalIncompleto;Zero;E
655;Nao_branca;Medio;Um;D
657;Nao_branca;FundamentalCompleto;Zero;E
658;Nao_branca;Medio;Um;E
659;Nao_branca;FundamentalIncompleto;Um;E
660;Nao_branca;Medio;Zero;E
663;Nao_branca;Medio;Um;E
665;Nao_branca;FundamentalIncompleto;Zero;E
666;Branca;FundamentalIncompleto;Um;E
667;Nao_branca;Medio;Zero;E
668;Branca;FundamentalIncompleto;Zero;E
669;Nao_branca;Superior;Zero;E
671;Branca;FundamentalIncompleto;Zero;E
672;Nao_branca;FundamentalCompleto;Zero;E
673;Nao_branca;FundamentalCompleto;Zero;E
674;Nao_branca;Medio;Um;E
675;Nao declarado;FundamentalCompleto;Zero;E
676;Nao_branca;Medio;Zero;E
678;Nao_branca;FundamentalIncompleto;Zero;E
679;Nao_branca;FundamentalIncompleto;Zero;E
680;Nao_branca;FundamentalCompleto;Zero;E
681;Branca;FundamentalCompleto;Zero;E
683;Branca;FundamentalCompleto;Zero;E
685;Nao_branca;FundamentalIncompleto;Zero;E
686;Nao_branca;FundamentalIncompleto;Zero;E
687;Nao_branca;FundamentalIncompleto;Zero;E
688;Nao_branca;FundamentalIncompleto;Um;C
689;Nao_branca;FundamentalCompleto;Zero;E
690;Nao_branca;FundamentalIncompleto;Zero;E
691;Nao_branca;Medio;Zero;E
692;Branca;FundamentalIncompleto;Zero;E
693;Nao_branca;FundamentalCompleto;Zero;E
694;Nao_branca;NuncaEstudou;Zero;E
695;Branca;FundamentalIncompleto;Zero;E
696;Nao_branca;FundamentalIncompleto;Zero;E
697;Nao_branca;FundamentalCompleto;Zero;E
699;Branca;FundamentalIncompleto;Zero;E
700;Nao_branca;Medio;Zero;E
701;Nao_branca;Medio;Zero;C
702;Branca;Medio;Zero;E
704;Nao_branca;FundamentalIncompleto;Um;E
705;Branca;Medio;Um;E
706;Nao_branca;Medio;Um;E
708;Nao_branca;NuncaEstudou;Zero;E
711;Nao_branca;FundamentalIncompleto;Zero;E
712;Nao_branca;FundamentalCompleto;Zero;E
713;Nao_branca;FundamentalCompleto;Zero;E
714;Nao_branca;Medio;Um;D
715;Nao_branca;Superior;Zero;E
716;Nao_branca;Medio;Um;E
717;Nao_branca;NuncaEstudou;Zero;E
718;Nao_branca;Medio;Zero;E
719;Branca;FundamentalIncompleto;Zero;E
720;Nao_branca;FundamentalIncompleto;Zero;E
722;Nao_branca;FundamentalIncompleto;Zero;E
723;Nao_branca;Medio;Zero;E
725;Nao_branca;Superior;Um;E
726;Branca;Superior;Zero;D
727;Branca;FundamentalCompleto;Zero;E
728;Branca;FundamentalIncompleto;Um;E
729;Nao_branca;Medio;Zero;E
730;Nao_branca;FundamentalIncompleto;Zero;E
731;Nao_branca;Medio;Um;E
735;Nao_branca;FundamentalIncompleto;Um;E
736;Nao_branca;FundamentalIncompleto;Zero;E
738;Branca;Medio;Zero;E
739;Nao_branca;Medio;Um;E
740;Nao_branca;Medio;Um;E
741;Branca;FundamentalIncompleto;Zero;E
742;Branca;FundamentalCompleto;Um;E
743;Branca;Superior;Um;C
744;Branca;FundamentalIncompleto;Um;E
746;Nao_branca;FundamentalCompleto;Um;E
747;Nao_branca;FundamentalIncompleto;Um;E
748;Nao_branca;FundamentalCompleto;Zero;E
749;Branca;FundamentalCompleto;Um;E
751;Nao_branca;Medio;Zero;E
752;Nao_branca;FundamentalCompleto;Zero;E
754;Branca;Medio;Zero;E
755;Nao_branca;FundamentalCompleto;Zero;E
756;Nao_branca;Superior;Zero;E
757;Nao_branca;Medio;Zero;D
758;Nao_branca;Medio;Zero;E
759;Nao_branca;Medio;Zero;E
760;Nao_branca;Medio;Um;E
761;Nao_branca;FundamentalIncompleto;Zero;E
762;Nao_branca;Medio;Zero;E
763;Nao_branca;Medio;Zero;E
764;Nao_branca;FundamentalCompleto;Um;E
765;Nao_branca;NuncaEstudou;Zero;E
766;Nao_branca;Medio;Zero;C
768;Nao_branca;Medio;Zero;E
769;Nao_branca;FundamentalCompleto;Zero;E
770;Nao_branca;Medio;Um;D
771;Branca;Medio;Dois;E
772;Nao_branca;NuncaEstudou;Zero;E
773;Nao_branca;FundamentalIncompleto;Um;E
774;Branca;FundamentalIncompleto;Zero;E
776;Nao_branca;Superior;Zero;E
778;Branca;Superior;Um;E
780;Nao_branca;FundamentalCompleto;Um;E
781;Nao_branca;Medio;Zero;E
782;Nao_branca;Superior;Zero;E
783;Nao_branca;FundamentalIncompleto;Um;E
784;Nao_branca;Medio;Zero;E
785;Nao_branca;FundamentalIncompleto;Zero;E
786;Nao_branca;Superior;Zero;E
789;Nao_branca;FundamentalIncompleto;Zero;E
790;Nao_branca;FundamentalCompleto;Zero;E
792;Nao_branca;FundamentalIncompleto;Zero;E
794;Nao_branca;Superior;Um;D
796;Nao_branca;FundamentalCompleto;Zero;E
797;Nao_branca;FundamentalIncompleto;Um;E
798;Branca;FundamentalIncompleto;Zero;E
799;Nao_branca;FundamentalIncompleto;Zero;E
800;Nao_branca;Superior;Um;E
801;Nao_branca;Superior;Um;E
802;Branca;Medio;Um;E
803;Branca;Medio;Zero;E
804;Branca;Superior;Dois;D
806;Nao_branca;FundamentalCompleto;Zero;E
807;Nao_branca;FundamentalCompleto;Zero;E
809;Nao_branca;Superior;Zero;E
810;Nao_branca;FundamentalCompleto;Zero;E
811;Nao_branca;Superior;Um;D
812;Nao_branca;Medio;Zero;E
813;Nao_branca;FundamentalCompleto;Zero;E
814;Nao_branca;Superior;Um;C
