ID_MATRICULA;IN_TRANSPORTE_PUBLICO;TP_ETAPA_ENSINO;IN_REGULAR;IN_EJA;CO_ENTIDADE;CO_MUNICIPIO
388765643;0.0;19.0;1.0;0.0;31304981;3138609
388774505;0.0;19.0;1.0;0.0;31304981;3138609
388776625;0.0;19.0;1.0;0.0;31304981;3138609
388779025;0.0;19.0;1.0;0.0;31304981;3138609
388779301;0.0;19.0;1.0;0.0;31304981;3138609
388782073;0.0;19.0;1.0;0.0;31304981;3138609
388782935;0.0;19.0;1.0;0.0;31304981;3138609
388795936;0.0;20.0;1.0;0.0;31304981;3138609
388799226;0.0;20.0;1.0;0.0;31304981;3138609
388804332;0.0;20.0;1.0;0.0;31304981;3138609
388808695;0.0;20.0;1.0;0.0;31304981;3138609
388809794;0.0;20.0;1.0;0.0;31304981;3138609
388810200;0.0;20.0;1.0;0.0;31304981;3138609
388811454;0.0;20.0;1.0;0.0;31304981;3138609
388813431;0.0;20.0;1.0;0.0;31304981;3138609
388814627;0.0;20.0;1.0;0.0;31304981;3138609
388815151;0.0;20.0;1.0;0.0;31304981;3138609
388816305;0.0;20.0;1.0;0.0;31304981;3138609
388817979;0.0;20.0;1.0;0.0;31304981;3138609
388818183;0.0;20.0;1.0;0.0;31304981;3138609
388818935;0.0;20.0;1.0;0.0;31304981;3138609
395246620;1.0;16.0;1.0;0.0;31069078;3138609
395247162;1.0;16.0;1.0;0.0;31069078;3138609
395247478;1.0;16.0;1.0;0.0;31069078;3138609
395247782;1.0;16.0;1.0;0.0;31069078;3138609
395247838;1.0;16.0;1.0;0.0;31069078;3138609
395248011;1.0;16.0;1.0;0.0;31069078;3138609
395249173;0.0;16.0;1.0;0.0;31069078;3138609
395249317;1.0;16.0;1.0;0.0;31069078;3138609
395249754;1.0;16.0;1.0;0.0;31069078;3138609
395250431;0.0;16.0;1.0;0.0;31069078;3138609
395251233;1.0;16.0;1.0;0.0;31069078;3138609
395252449;0.0;16.0;1.0;0.0;31069078;3138609
395252878;1.0;16.0;1.0;0.0;31069078;3138609
395253108;1.0;16.0;1.0;0.0;31069078;3138609
395254219;1.0;16.0;1.0;0.0;31069078;3138609
395254977;0.0;16.0;1.0;0.0;31069078;3138609
395255066;0.0;16.0;1.0;0.0;31069078;3138609
395258542;1.0;17.0;1.0;0.0;31069078;3138609
395259218;0.0;17.0;1.0;0.0;31069078;3138609
395259333;1.0;17.0;1.0;0.0;31069078;3138609
395259517;1.0;17.0;1.0;0.0;31069078;3138609
395259837;0.0;17.0;1.0;0.0;31069078;3138609
395260494;1.0;17.0;1.0;0.0;31069078;3138609
395261948;1.0;17.0;1.0;0.0;31069078;3138609
395263378;0.0;17.0;1.0;0.0;31069078;3138609
395264092;1.0;17.0;1.0;0.0;31069078;3138609
395264778;1.0;17.0;1.0;0.0;31069078;3138609
395265344;1.0;17.0;1.0;0.0;31069078;3138609
395265883;0.0;17.0;1.0;0.0;31069078;3138609
395267233;1.0;17.0;1.0;0.0;31069078;3138609
395268471;1.0;17.0;1.0;0.0;31069078;3138609
395269588;0.0;17.0;1.0;0.0;31069078;3138609
395271035;1.0;17.0;1.0;0.0;31069078;3138609
395271272;0.0;17.0;1.0;0.0;31069078;3138609
395271475;0.0;17.0;1.0;0.0;31069078;3138609
395271798;1.0;17.0;1.0;0.0;31069078;3138609
395273857;1.0;17.0;1.0;0.0;31069078;3138609
395274306;1.0;17.0;1.0;0.0;31069078;3138609
395274991;1.0;17.0;1.0;0.0;31069078;3138609
395275443;1.0;17.0;1.0;0.0;31069078;3138609
395276161;0.0;17.0;1.0;0.0;31069078;3138609
395277041;1.0;17.0;1.0;0.0;31069078;3138609
395277283;1.0;17.0;1.0;0.0;31069078;3138609
395279139;1.0;17.0;1.0;0.0;31069078;3138609
395288257;1.0;18.0;1.0;0.0;31069078;3138609
395290012;1.0;18.0;1.0;0.0;31069078;3138609
395291917;1.0;18.0;1.0;0.0;31069078;3138609
395293545;0.0;18.0;1.0;0.0;31069078;3138609
395295910;1.0;18.0;1.0;0.0;31069078;3138609
395297254;1.0;18.0;1.0;0.0;31069078;3138609
395298246;1.0;18.0;1.0;0.0;31069078;3138609
395299593;1.0;18.0;1.0;0.0;31069078;3138609
395300624;1.0;18.0;1.0;0.0;31069078;3138609
395300682;1.0;18.0;1.0;0.0;31069078;3138609
395302499;1.0;18.0;1.0;0.0;31069078;3138609
395304799;1.0;18.0;1.0;0.0;31069078;3138609
395305041;0.0;18.0;1.0;0.0;31069078;3138609
395307277;1.0;18.0;1.0;0.0;31069078;3138609
395310557;1.0;18.0;1.0;0.0;31069078;3138609
395312514;0.0;18.0;1.0;0.0;31069078;3138609
395313441;1.0;18.0;1.0;0.0;31069078;3138609
395315237;0.0;18.0;1.0;0.0;31069078;3138609
395315498;0.0;18.0;1.0;0.0;31069078;3138609
395317799;1.0;18.0;1.0;0.0;31069078;3138609
395318868;1.0;18.0;1.0;0.0;31069078;3138609
395516102;0.0;21.0;1.0;0.0;31304981;3138609
395516826;0.0;21.0;1.0;0.0;31304981;3138609
395519810;0.0;21.0;1.0;0.0;31304981;3138609
395521132;0.0;21.0;1.0;0.0;31304981;3138609
395521499;0.0;21.0;1.0;0.0;31304981;3138609
395522044;0.0;21.0;1.0;0.0;31304981;3138609
395524936;0.0;21.0;1.0;0.0;31304981;3138609
395527979;0.0;21.0;1.0;0.0;31304981;3138609
395528928;0.0;21.0;1.0;0.0;31304981;3138609
395529338;0.0;21.0;1.0;0.0;31304981;3138609
395534370;0.0;21.0;1.0;0.0;31304981;3138609
395536503;0.0;21.0;1.0;0.0;31304981;3138609
395544310;0.0;21.0;1.0;0.0;31304981;3138609
395547494;0.0;41.0;1.0;0.0;31304981;3138609
395553856;0.0;41.0;1.0;0.0;31304981;3138609
395555719;0.0;41.0;1.0;0.0;31304981;3138609
395556507;0.0;41.0;1.0;0.0;31304981;3138609
395557910;0.0;41.0;1.0;0.0;31304981;3138609
395560008;0.0;41.0;1.0;0.0;31304981;3138609
395560959;0.0;41.0;1.0;0.0;31304981;3138609
395562464;0.0;41.0;1.0;0.0;31304981;3138609
395570610;0.0;25.0;1.0;0.0;31304981;3138609
395572396;0.0;25.0;1.0;0.0;31304981;3138609
395572823;0.0;25.0;1.0;0.0;31304981;3138609
395655034;0.0;2.0;1.0;0.0;31264351;3138609
395655573;1.0;2.0;1.0;0.0;31264351;3138609
395656878;0.0;2.0;1.0;0.0;31264351;3138609
395657107;0.0;2.0;1.0;0.0;31264351;3138609
395657244;0.0;2.0;1.0;0.0;31264351;3138609
395659460;0.0;2.0;1.0;0.0;31264351;3138609
395659736;1.0;2.0;1.0;0.0;31264351;3138609
395668921;0.0;2.0;1.0;0.0;31264351;3138609
395671680;0.0;2.0;1.0;0.0;31264351;3138609
395672077;0.0;2.0;1.0;0.0;31264351;3138609
395672292;1.0;2.0;1.0;0.0;31264351;3138609
395675548;0.0;2.0;1.0;0.0;31264351;3138609
395678189;0.0;2.0;1.0;0.0;31264351;3138609
395680760;0.0;2.0;1.0;0.0;31264351;3138609
395680925;0.0;2.0;1.0;0.0;31264351;3138609
395682493;0.0;2.0;1.0;0.0;31264351;3138609
395682634;0.0;2.0;1.0;0.0;31264351;3138609
395683475;1.0;2.0;1.0;0.0;31264351;3138609
395740716;0.0;1.0;1.0;0.0;31344990;3138609
395742130;0.0;1.0;1.0;0.0;31344990;3138609
395744185;0.0;1.0;1.0;0.0;31344990;3138609
395751965;0.0;1.0;1.0;0.0;31344990;3138609
395758618;0.0;1.0;1.0;0.0;31344990;3138609
395762674;0.0;1.0;1.0;0.0;31344990;3138609
395762970;0.0;1.0;1.0;0.0;31344990;3138609
395775418;0.0;1.0;1.0;0.0;31344990;3138609
395783743;0.0;1.0;1.0;0.0;31344990;3138609
395787704;0.0;1.0;1.0;0.0;31344990;3138609
395794282;0.0;1.0;1.0;0.0;31344990;3138609
395800026;0.0;1.0;1.0;0.0;31344990;3138609
395806700;0.0;1.0;1.0;0.0;31344990;3138609
395810408;0.0;1.0;1.0;0.0;31344990;3138609
395818751;0.0;1.0;1.0;0.0;31344990;3138609
395822914;0.0;1.0;1.0;0.0;31344990;3138609
395824494;0.0;1.0;1.0;0.0;31344990;3138609
395826363;0.0;1.0;1.0;0.0;31344990;3138609
395827227;0.0;1.0;1.0;0.0;31344990;3138609
395829947;0.0;1.0;1.0;0.0;31344990;3138609
395830285;0.0;1.0;1.0;0.0;31344990;3138609
395833622;0.0;2.0;1.0;0.0;31344990;3138609
395839980;0.0;2.0;1.0;0.0;31344990;3138609
395840954;0.0;2.0;1.0;0.0;31344990;3138609
395842949;0.0;2.0;1.0;0.0;31344990;3138609
395844237;0.0;2.0;1.0;0.0;31344990;3138609
395845643;0.0;2.0;1.0;0.0;31344990;3138609
395845945;0.0;2.0;1.0;0.0;31344990;3138609
395846224;0.0;2.0;1.0;0.0;31344990;3138609
395851197;0.0;2.0;1.0;0.0;31344990;3138609
