ID_MATRICULA;IN_TRANSPORTE_PUBLICO;TP_ETAPA_ENSINO;IN_REGULAR;IN_EJA;CO_ENTIDADE;CO_MUNICIPIO
395852320;0.0;2.0;1.0;0.0;31344990;3138609
395852728;0.0;2.0;1.0;0.0;31344990;3138609
395854304;0.0;2.0;1.0;0.0;31344990;3138609
395854717;0.0;2.0;1.0;0.0;31344990;3138609
395856831;0.0;2.0;1.0;0.0;31344990;3138609
395858569;0.0;2.0;1.0;0.0;31344990;3138609
395861039;0.0;2.0;1.0;0.0;31344990;3138609
395867797;0.0;2.0;1.0;0.0;31344990;3138609
395868833;0.0;2.0;1.0;0.0;31344990;3138609
396003881;0.0;25.0;1.0;0.0;31304981;3138609
396005806;0.0;25.0;1.0;0.0;31304981;3138609
396012421;0.0;25.0;1.0;0.0;31304981;3138609
396012775;0.0;25.0;1.0;0.0;31304981;3138609
396013144;0.0;25.0;1.0;0.0;31304981;3138609
396016040;0.0;25.0;1.0;0.0;31304981;3138609
396031240;0.0;26.0;1.0;0.0;31304981;3138609
396394798;0.0;14.0;1.0;0.0;31264351;3138609
396402770;0.0;14.0;1.0;0.0;31264351;3138609
396403823;0.0;14.0;1.0;0.0;31264351;3138609
396403938;0.0;14.0;1.0;0.0;31264351;3138609
396410945;0.0;14.0;1.0;0.0;31264351;3138609
396411296;0.0;14.0;1.0;0.0;31264351;3138609
396411575;0.0;14.0;1.0;0.0;31264351;3138609
396413188;0.0;14.0;1.0;0.0;31264351;3138609
396413360;0.0;14.0;1.0;0.0;31264351;3138609
396413458;0.0;14.0;1.0;0.0;31264351;3138609
396418281;0.0;14.0;1.0;0.0;31264351;3138609
396420479;0.0;14.0;1.0;0.0;31264351;3138609
396420600;0.0;14.0;1.0;0.0;31264351;3138609
396420705;0.0;14.0;1.0;0.0;31264351;3138609
396420761;0.0;14.0;1.0;0.0;31264351;3138609
396421613;1.0;14.0;1.0;0.0;31264351;3138609
396421923;0.0;14.0;1.0;0.0;31264351;3138609
396431362;0.0;14.0;1.0;0.0;31264351;3138609
396431489;0.0;14.0;1.0;0.0;31264351;3138609
396432572;0.0;14.0;1.0;0.0;31264351;3138609
396433272;0.0;14.0;1.0;0.0;31264351;3138609
396439977;0.0;14.0;1.0;0.0;31264351;3138609
396440114;0.0;14.0;1.0;0.0;31264351;3138609
396440425;0.0;14.0;1.0;0.0;31264351;3138609
396441879;0.0;14.0;1.0;0.0;31264351;3138609
396488392;0.0;2.0;1.0;0.0;31264351;3138609
396502483;0.0;14.0;1.0;0.0;31264351;3138609
396502604;0.0;14.0;1.0;0.0;31264351;3138609
396502615;0.0;14.0;1.0;0.0;31264351;3138609
396503308;0.0;14.0;1.0;0.0;31264351;3138609
396503529;0.0;14.0;1.0;0.0;31264351;3138609
396503557;0.0;14.0;1.0;0.0;31264351;3138609
396503586;0.0;14.0;1.0;0.0;31264351;3138609
396504246;0.0;14.0;1.0;0.0;31264351;3138609
396504287;1.0;14.0;1.0;0.0;31264351;3138609
396504304;0.0;14.0;1.0;0.0;31264351;3138609
396504321;1.0;14.0;1.0;0.0;31264351;3138609
396504335;1.0;14.0;1.0;0.0;31264351;3138609
396504365;0.0;14.0;1.0;0.0;31264351;3138609
396504383;0.0;14.0;1.0;0.0;31264351;3138609
396504540;0.0;14.0;1.0;0.0;31264351;3138609
396504556;0.0;14.0;1.0;0.0;31264351;3138609
396504568;0.0;14.0;1.0;0.0;31264351;3138609
396504645;0.0;14.0;1.0;0.0;31264351;3138609
396504744;1.0;14.0;1.0;0.0;31264351;3138609
396504757;0.0;14.0;1.0;0.0;31264351;3138609
396504772;0.0;14.0;1.0;0.0;31264351;3138609
396504850;0.0;14.0;1.0;0.0;31264351;3138609
396504879;0.0;14.0;1.0;0.0;31264351;3138609
396504892;1.0;14.0;1.0;0.0;31264351;3138609
396505770;0.0;14.0;1.0;0.0;31264351;3138609
396505811;1.0;14.0;1.0;0.0;31264351;3138609
396505868;1.0;14.0;1.0;0.0;31264351;3138609
396506642;0.0;14.0;1.0;0.0;31264351;3138609
396724317;0.0;15.0;1.0;0.0;31264351;3138609
396724392;0.0;15.0;1.0;0.0;31264351;3138609
396724550;0.0;15.0;1.0;0.0;31264351;3138609
396725376;0.0;15.0;1.0;0.0;31264351;3138609
396727355;0.0;15.0;1.0;0.0;31264351;3138609
396730239;0.0;15.0;1.0;0.0;31264351;3138609
396730882;0.0;15.0;1.0;0.0;31264351;3138609
396732656;1.0;15.0;1.0;0.0;31264351;3138609
396733492;1.0;15.0;1.0;0.0;31264351;3138609
396747867;0.0;15.0;1.0;0.0;31264351;3138609
396783900;0.0;15.0;1.0;0.0;31264351;3138609
396795125;0.0;15.0;1.0;0.0;31264351;3138609
396796596;0.0;15.0;1.0;0.0;31264351;3138609
396799010;0.0;15.0;1.0;0.0;31264351;3138609
396799784;1.0;15.0;1.0;0.0;31264351;3138609
396821298;1.0;15.0;1.0;0.0;31264351;3138609
396823003;0.0;15.0;1.0;0.0;31264351;3138609
396823378;0.0;15.0;1.0;0.0;31264351;3138609
396826169;1.0;15.0;1.0;0.0;31264351;3138609
396829687;0.0;15.0;1.0;0.0;31264351;3138609
396831705;0.0;15.0;1.0;0.0;31264351;3138609
396831779;0.0;15.0;1.0;0.0;31264351;3138609
396833934;0.0;15.0;1.0;0.0;31264351;3138609
396835747;0.0;15.0;1.0;0.0;31264351;3138609
396839345;0.0;15.0;1.0;0.0;31264351;3138609
396841037;1.0;15.0;1.0;0.0;31264351;3138609
396844909;0.0;15.0;1.0;0.0;31264351;3138609
396858460;0.0;15.0;1.0;0.0;31264351;3138609
396865732;0.0;15.0;1.0;0.0;31264351;3138609
396867046;0.0;15.0;1.0;0.0;31264351;3138609
396871369;1.0;15.0;1.0;0.0;31264351;3138609
396871622;0.0;15.0;1.0;0.0;31264351;3138609
396872074;0.0;26.0;1.0;0.0;31304981;3138609
396875017;0.0;15.0;1.0;0.0;31264351;3138609
396877309;0.0;15.0;1.0;0.0;31264351;3138609
396877477;0.0;15.0;1.0;0.0;31264351;3138609
396878649;0.0;15.0;1.0;0.0;31264351;3138609
396881920;0.0;26.0;1.0;0.0;31304981;3138609
396882376;1.0;15.0;1.0;0.0;31264351;3138609
396883653;1.0;15.0;1.0;0.0;31264351;3138609
396883987;0.0;15.0;1.0;0.0;31264351;3138609
396888548;0.0;26.0;1.0;0.0;31304981;3138609
396889653;0.0;26.0;1.0;0.0;31304981;3138609
396890070;0.0;26.0;1.0;0.0;31304981;3138609
396896900;1.0;15.0;1.0;0.0;31264351;3138609
396898788;0.0;26.0;1.0;0.0;31304981;3138609
396907755;1.0;15.0;1.0;0.0;31264351;3138609
396913387;0.0;15.0;1.0;0.0;31264351;3138609
396913598;0.0;15.0;1.0;0.0;31264351;3138609
396918165;0.0;15.0;1.0;0.0;31264351;3138609
396920582;1.0;15.0;1.0;0.0;31264351;3138609
396922125;0.0;15.0;1.0;0.0;31264351;3138609
396925110;0.0;15.0;1.0;0.0;31264351;3138609
396925396;1.0;15.0;1.0;0.0;31264351;3138609
396925615;0.0;15.0;1.0;0.0;31264351;3138609
396930704;1.0;15.0;1.0;0.0;31264351;3138609
396932844;0.0;15.0;1.0;0.0;31264351;3138609
396933037;0.0;15.0;1.0;0.0;31264351;3138609
404745329;0.0;2.0;1.0;0.0;31344990;3138609
404745620;0.0;2.0;1.0;0.0;31344990;3138609
404753182;0.0;2.0;1.0;0.0;31344990;3138609
404757042;0.0;2.0;1.0;0.0;31344990;3138609
404758310;0.0;2.0;1.0;0.0;31344990;3138609
404758886;0.0;2.0;1.0;0.0;31344990;3138609
404759811;0.0;2.0;1.0;0.0;31344990;3138609
404770231;0.0;2.0;1.0;0.0;31344990;3138609
404774180;0.0;2.0;1.0;0.0;31344990;3138609
404775963;0.0;2.0;1.0;0.0;31344990;3138609
404782252;0.0;2.0;1.0;0.0;31344990;3138609
404784767;0.0;2.0;1.0;0.0;31344990;3138609
404785496;0.0;2.0;1.0;0.0;31344990;3138609
404789403;0.0;2.0;1.0;0.0;31344990;3138609
404792289;0.0;2.0;1.0;0.0;31344990;3138609
404796321;0.0;2.0;1.0;0.0;31344990;3138609
404805499;0.0;2.0;1.0;0.0;31344990;3138609
404808097;0.0;2.0;1.0;0.0;31344990;3138609
404810925;0.0;2.0;1.0;0.0;31344990;3138609
404812759;0.0;2.0;1.0;0.0;31344990;3138609
404821695;0.0;2.0;1.0;0.0;31344990;3138609
404822096;0.0;2.0;1.0;0.0;31344990;3138609
404822492;0.0;2.0;1.0;0.0;31344990;3138609
404824905;0.0;2.0;1.0;0.0;31344990;3138609
404825502;0.0;2.0;1.0;0.0;31344990;3138609
404828792;0.0;2.0;1.0;0.0;31344990;3138609
404829175;0.0;2.0;1.0;0.0;31344990;3138609
404832324;0.0;2.0;1.0;0.0;31344990;3138609
404833819;0.0;2.0;1.0;0.0;31344990;3138609
404835252;0.0;2.0;1.0;0.0;31344990;3138609
404836533;0.0;2.0;1.0;0.0;31344990;3138609
404841886;0.0;2.0;1.0;0.0;31344990;3138609
405078418;0.0;26.0;1.0;0.0;31304981;3138609
405079498;0.0;26.0;1.0;0.0;31304981;3138609
405080144;0.0;26.0;1.0;0.0;31304981;3138609
405230900;0.0;14.0;1.0;0.0;31069086;3138609
405669404;0.0;2.0;1.0;0.0;31344990;3138609
405671799;0.0;2.0;1.0;0.0;31344990;3138609
405672233;0.0;2.0;1.0;0.0;31344990;3138609
405673935;0.0;2.0;1.0;0.0;31344990;3138609
405674264;0.0;2.0;1.0;0.0;31344990;3138609
405680057;0.0;2.0;1.0;0.0;31344990;3138609
405685710;0.0;2.0;1.0;0.0;31344990;3138609
405686877;0.0;2.0;1.0;0.0;31344990;3138609
405687612;0.0;2.0;1.0;0.0;31344990;3138609
405689903;0.0;2.0;1.0;0.0;31344990;3138609
405691687;0.0;2.0;1.0;0.0;31344990;3138609
405692909;0.0;2.0;1.0;0.0;31344990;3138609
405694964;0.0;2.0;1.0;0.0;31344990;3138609
405696824;0.0;2.0;1.0;0.0;31344990;3138609
405699032;0.0;2.0;1.0;0.0;31344990;3138609
405701990;0.0;2.0;1.0;0.0;31344990;3138609
405703463;0.0;2.0;1.0;0.0;31344990;3138609
408716608;1.0;16.0;1.0;0.0;31069078;3138609
408717138;0.0;2.0;1.0;0.0;31304981;3138609
408717749;1.0;16.0;1.0;0.0;31069078;3138609
408720272;0.0;2.0;1.0;0.0;31304981;3138609
408725435;0.0;1.0;1.0;0.0;31304981;3138609
408822859;1.0;16.0;1.0;0.0;31069078;3138609
408823070;1.0;16.0;1.0;0.0;31069078;3138609
408823631;1.0;16.0;1.0;0.0;31069078;3138609
408826789;1.0;16.0;1.0;0.0;31069078;3138609
408827252;1.0;16.0;1.0;0.0;31069078;3138609
408827886;1.0;16.0;1.0;0.0;31069078;3138609
408828270;1.0;16.0;1.0;0.0;31069078;3138609
408830211;1.0;16.0;1.0;0.0;31069078;3138609
408832365;1.0;16.0;1.0;0.0;31069078;3138609
408832777;1.0;16.0;1.0;0.0;31069078;3138609
408832980;1.0;16.0;1.0;0.0;31069078;3138609
408833160;1.0;16.0;1.0;0.0;31069078;3138609
408834108;1.0;16.0;1.0;0.0;31069078;3138609
410350311;0.0;16.0;1.0;0.0;31069078;3138609
410385087;0.0;2.0;1.0;0.0;31069086;3138609
410385352;1.0;2.0;1.0;0.0;31069086;3138609
410385550;0.0;2.0;1.0;0.0;31069086;3138609
410386053;0.0;2.0;1.0;0.0;31069086;3138609
410386152;1.0;2.0;1.0;0.0;31069086;3138609
410386215;1.0;2.0;1.0;0.0;31069086;3138609
410386330;0.0;2.0;1.0;0.0;31069086;3138609
410394635;0.0;2.0;1.0;0.0;31069086;3138609
410395516;0.0;2.0;1.0;0.0;31069086;3138609
410401067;1.0;2.0;1.0;0.0;31069086;3138609
410401702;0.0;2.0;1.0;0.0;31069086;3138609
410401848;1.0;2.0;1.0;0.0;31069086;3138609
410402212;0.0;2.0;1.0;0.0;31069086;3138609
410402823;0.0;2.0;1.0;0.0;31069086;3138609
410402922;1.0;2.0;1.0;0.0;31069086;3138609
410567878;0.0;1.0;1.0;0.0;31344990;3138609
410575665;0.0;1.0;1.0;0.0;31344990;3138609
410583768;0.0;1.0;1.0;0.0;31344990;3138609
410585423;0.0;1.0;1.0;0.0;31344990;3138609
410597944;0.0;1.0;1.0;0.0;31344990;3138609
410598922;0.0;1.0;1.0;0.0;31344990;3138609
410599615;0.0;1.0;1.0;0.0;31344990;3138609
410603255;0.0;1.0;1.0;0.0;31344990;3138609
410604880;0.0;1.0;1.0;0.0;31344990;3138609
410617460;0.0;1.0;1.0;0.0;31344990;3138609
410644535;0.0;1.0;1.0;0.0;31344990;3138609
410646181;0.0;1.0;1.0;0.0;31344990;3138609
410648868;0.0;1.0;1.0;0.0;31344990;3138609
410654952;0.0;1.0;1.0;0.0;31344990;3138609
410655822;0.0;1.0;1.0;0.0;31344990;3138609
410665395;0.0;1.0;1.0;0.0;31344990;3138609
410666732;0.0;1.0;1.0;0.0;31344990;3138609
410666966;0.0;1.0;1.0;0.0;31344990;3138609
410671734;0.0;1.0;1.0;0.0;31344990;3138609
410671907;0.0;1.0;1.0;0.0;31344990;3138609
410676766;0.0;1.0;1.0;0.0;31344990;3138609
410689379;0.0;1.0;1.0;0.0;31344990;3138609
410716642;0.0;1.0;1.0;0.0;31344990;3138609
411054464;0.0;2.0;1.0;0.0;31069086;3138609
411060111;0.0;2.0;1.0;0.0;31069086;3138609
411060548;1.0;2.0;1.0;0.0;31069086;3138609
411066450;0.0;2.0;1.0;0.0;31069086;3138609
414725987;0.0;2.0;1.0;0.0;31069086;3138609
414871814;0.0;2.0;1.0;0.0;31069086;3138609
414906157;0.0;2.0;1.0;0.0;31069086;3138609
415871297;0.0;2.0;1.0;0.0;31069086;3138609
415944256;0.0;2.0;1.0;0.0;31069086;3138609
415981705;0.0;2.0;1.0;0.0;31069086;3138609
416070286;0.0;2.0;1.0;0.0;31069086;3138609
416111871;0.0;2.0;1.0;0.0;31069086;3138609
416134460;0.0;2.0;1.0;0.0;31069086;3138609
416270509;0.0;2.0;1.0;0.0;31069086;3138609
416285138;0.0;2.0;1.0;0.0;31069086;3138609
416348925;0.0;2.0;1.0;0.0;31069086;3138609
416415490;0.0;2.0;1.0;0.0;31069086;3138609
416478925;0.0;2.0;1.0;0.0;31069086;3138609
416479498;0.0;2.0;1.0;0.0;31069086;3138609
416584909;0.0;2.0;1.0;0.0;31069086;3138609
416650141;0.0;2.0;1.0;0.0;31069086;3138609
416714144;0.0;2.0;1.0;0.0;31069086;3138609
416727352;0.0;2.0;1.0;0.0;31069086;3138609
416760817;0.0;2.0;1.0;0.0;31069086;3138609
416778429;0.0;2.0;1.0;0.0;31069086;3138609
416839191;0.0;2.0;1.0;0.0;31069086;3138609
416852238;0.0;2.0;1.0;0.0;31069086;3138609
416954661;0.0;2.0;1.0;0.0;31069086;3138609
417006483;0.0;2.0;1.0;0.0;31069086;3138609
419245482;0.0;15.0;1.0;0.0;31069001;3138609
419251153;0.0;15.0;1.0;0.0;31069001;3138609
419253920;0.0;15.0;1.0;0.0;31069001;3138609
419254350;0.0;15.0;1.0;0.0;31069001;3138609
419260079;0.0;1.0;1.0;0.0;31344990;3138609
419260328;0.0;1.0;1.0;0.0;31344990;3138609
419263765;0.0;1.0;1.0;0.0;31344990;3138609
419267849;0.0;1.0;1.0;0.0;31344990;3138609
419268668;0.0;1.0;1.0;0.0;31344990;3138609
419268927;0.0;1.0;1.0;0.0;31344990;3138609
419273327;0.0;1.0;1.0;0.0;31344990;3138609
419277200;0.0;1.0;1.0;0.0;31344990;3138609
419277573;0.0;1.0;1.0;0.0;31344990;3138609
419278423;0.0;1.0;1.0;0.0;31344990;3138609
419285240;0.0;1.0;1.0;0.0;31344990;3138609
419285597;0.0;1.0;1.0;0.0;31344990;3138609
419291551;0.0;1.0;1.0;0.0;31344990;3138609
419298921;0.0;1.0;1.0;0.0;31344990;3138609
419305940;0.0;1.0;1.0;0.0;31344990;3138609
419313818;0.0;1.0;1.0;0.0;31344990;3138609
419317177;0.0;15.0;1.0;0.0;31069001;3138609
419319699;0.0;15.0;1.0;0.0;31069001;3138609
419320997;0.0;1.0;1.0;0.0;31344990;3138609
419332001;0.0;15.0;1.0;0.0;31069001;3138609
419332281;0.0;1.0;1.0;0.0;31344990;3138609
419338668;0.0;15.0;1.0;0.0;31069001;3138609
419339541;0.0;15.0;1.0;0.0;31069001;3138609
419342259;0.0;15.0;1.0;0.0;31069001;3138609
419347328;0.0;15.0;1.0;0.0;31069001;3138609
419358240;0.0;15.0;1.0;0.0;31069001;3138609
419359577;0.0;15.0;1.0;0.0;31069001;3138609
419360675;0.0;1.0;1.0;0.0;31344990;3138609
419365333;0.0;15.0;1.0;0.0;31069001;3138609
419370891;0.0;1.0;1.0;0.0;31344990;3138609
419372978;0.0;15.0;1.0;0.0;31069001;3138609
419373442;0.0;15.0;1.0;0.0;31069001;3138609
419379786;0.0;1.0;1.0;0.0;31344990;3138609
419407973;0.0;1.0;1.0;0.0;31344990;3138609
419454332;0.0;15.0;1.0;0.0;31069001;3138609
419454589;0.0;15.0;1.0;0.0;31069001;3138609
419455446;0.0;15.0;1.0;0.0;31069001;3138609
419471496;0.0;15.0;1.0;0.0;31069001;3138609
419476626;0.0;15.0;1.0;0.0;31069001;3138609
419479891;0.0;15.0;1.0;0.0;31069001;3138609
419481798;0.0;15.0;1.0;0.0;31069001;3138609
419483007;0.0;15.0;1.0;0.0;31069001;3138609
419488446;0.0;15.0;1.0;0.0;31069001;3138609
419495555;0.0;15.0;1.0;0.0;31069001;3138609
419506851;0.0;15.0;1.0;0.0;31069001;3138609
419509589;0.0;15.0;1.0;0.0;31069001;3138609
419510065;0.0;15.0;1.0;0.0;31069001;3138609
419514957;0.0;15.0;1.0;0.0;31069001;3138609
419528593;0.0;15.0;1.0;0.0;31069001;3138609
419533977;0.0;15.0;1.0;0.0;31069001;3138609
419537334;0.0;15.0;1.0;0.0;31069001;3138609
419542438;0.0;15.0;1.0;0.0;31069001;3138609
419579284;0.0;15.0;1.0;0.0;31069001;3138609
419583186;0.0;15.0;1.0;0.0;31069001;3138609
419586183;0.0;15.0;1.0;0.0;31069001;3138609
419587247;0.0;15.0;1.0;0.0;31069001;3138609
419788290;0.0;2.0;1.0;0.0;31069086;3138609
419805102;0.0;2.0;1.0;0.0;31069086;3138609
419929532;0.0;15.0;1.0;0.0;31069001;3138609
419939590;0.0;15.0;1.0;0.0;31069001;3138609
419944727;0.0;15.0;1.0;0.0;31069001;3138609
419944881;0.0;15.0;1.0;0.0;31069001;3138609
419980632;0.0;15.0;1.0;0.0;31069001;3138609
419982863;0.0;15.0;1.0;0.0;31069001;3138609
419983260;0.0;15.0;1.0;0.0;31069001;3138609
419983531;0.0;15.0;1.0;0.0;31069001;3138609
419984068;0.0;15.0;1.0;0.0;31069001;3138609
419985695;0.0;15.0;1.0;0.0;31069001;3138609
419985826;0.0;15.0;1.0;0.0;31069001;3138609
419986015;0.0;15.0;1.0;0.0;31069001;3138609
419986359;0.0;15.0;1.0;0.0;31069001;3138609
419986480;0.0;15.0;1.0;0.0;31069001;3138609
419987117;0.0;15.0;1.0;0.0;31069001;3138609
419988269;0.0;15.0;1.0;0.0;31069001;3138609
419989929;0.0;15.0;1.0;0.0;31069001;3138609
419990132;0.0;15.0;1.0;0.0;31069001;3138609
419995825;0.0;15.0;1.0;0.0;31069001;3138609
419999429;0.0;15.0;1.0;0.0;31069001;3138609
419999695;0.0;15.0;1.0;0.0;31069001;3138609
419999757;0.0;15.0;1.0;0.0;31069001;3138609
419999862;0.0;15.0;1.0;0.0;31069001;3138609
419999907;0.0;15.0;1.0;0.0;31069001;3138609
420009680;0.0;15.0;1.0;0.0;31069001;3138609
420282535;1.0;16.0;1.0;0.0;31069001;3138609
420283702;0.0;16.0;1.0;0.0;31069001;3138609
420283938;0.0;16.0;1.0;0.0;31069001;3138609
420284248;0.0;16.0;1.0;0.0;31069001;3138609
420284498;0.0;16.0;1.0;0.0;31069001;3138609
420284579;0.0;16.0;1.0;0.0;31069001;3138609
420285344;0.0;16.0;1.0;0.0;31069001;3138609
420285792;0.0;16.0;1.0;0.0;31069001;3138609
420285844;0.0;16.0;1.0;0.0;31069001;3138609
420286396;0.0;16.0;1.0;0.0;31069001;3138609
420286631;0.0;16.0;1.0;0.0;31069001;3138609
420287675;0.0;16.0;1.0;0.0;31069001;3138609
420287736;0.0;16.0;1.0;0.0;31069001;3138609
420288324;0.0;16.0;1.0;0.0;31069001;3138609
420290953;1.0;16.0;1.0;0.0;31069001;3138609
420291832;0.0;16.0;1.0;0.0;31069001;3138609
420292279;1.0;15.0;1.0;0.0;31069001;3138609
420293216;0.0;16.0;1.0;0.0;31069001;3138609
420293576;0.0;16.0;1.0;0.0;31069001;3138609
420293683;0.0;16.0;1.0;0.0;31069001;3138609
420294509;0.0;16.0;1.0;0.0;31069001;3138609
420295565;0.0;16.0;1.0;0.0;31069001;3138609
420295764;0.0;16.0;1.0;0.0;31069001;3138609
420297336;0.0;16.0;1.0;0.0;31069001;3138609
420297878;0.0;16.0;1.0;0.0;31069001;3138609
420302948;0.0;16.0;1.0;0.0;31069001;3138609
420303272;0.0;16.0;1.0;0.0;31069001;3138609
420303377;0.0;16.0;1.0;0.0;31069001;3138609
420304797;0.0;16.0;1.0;0.0;31069001;3138609
420305154;0.0;16.0;1.0;0.0;31069001;3138609
420305304;0.0;16.0;1.0;0.0;31069001;3138609
420305425;0.0;16.0;1.0;0.0;31069001;3138609
420306912;0.0;16.0;1.0;0.0;31069001;3138609
420306977;0.0;16.0;1.0;0.0;31069001;3138609
420307035;0.0;16.0;1.0;0.0;31069001;3138609
420307107;0.0;16.0;1.0;0.0;31069001;3138609
420307837;0.0;16.0;1.0;0.0;31069001;3138609
420308903;0.0;16.0;1.0;0.0;31069001;3138609
420309016;0.0;16.0;1.0;0.0;31069001;3138609
420317188;0.0;16.0;1.0;0.0;31069001;3138609
420317292;0.0;16.0;1.0;0.0;31069001;3138609
420317863;0.0;16.0;1.0;0.0;31069001;3138609
420318868;0.0;16.0;1.0;0.0;31069001;3138609
420321941;0.0;16.0;1.0;0.0;31069001;3138609
420325131;0.0;16.0;1.0;0.0;31069001;3138609
420325459;0.0;16.0;1.0;0.0;31069001;3138609
420331387;0.0;16.0;1.0;0.0;31069001;3138609
420331777;0.0;16.0;1.0;0.0;31069001;3138609
420331902;0.0;16.0;1.0;0.0;31069001;3138609
420332434;0.0;16.0;1.0;0.0;31069001;3138609
420332788;0.0;16.0;1.0;0.0;31069001;3138609
420333015;0.0;16.0;1.0;0.0;31069001;3138609
420333205;0.0;16.0;1.0;0.0;31069001;3138609
420334643;0.0;16.0;1.0;0.0;31069001;3138609
420336943;0.0;16.0;1.0;0.0;31069001;3138609
420338718;0.0;16.0;1.0;0.0;31069001;3138609
420338837;0.0;16.0;1.0;0.0;31069001;3138609
420339082;0.0;16.0;1.0;0.0;31069001;3138609
420339230;0.0;16.0;1.0;0.0;31069001;3138609
420339500;0.0;16.0;1.0;0.0;31069001;3138609
420342102;0.0;16.0;1.0;0.0;31069001;3138609
420342214;0.0;16.0;1.0;0.0;31069001;3138609
420342292;0.0;16.0;1.0;0.0;31069001;3138609
420342346;0.0;16.0;1.0;0.0;31069001;3138609
420345172;0.0;16.0;1.0;0.0;31069001;3138609
420345560;0.0;16.0;1.0;0.0;31069001;3138609
420348029;0.0;16.0;1.0;0.0;31069001;3138609
420350706;0.0;16.0;1.0;0.0;31069001;3138609
420352126;0.0;17.0;1.0;0.0;31069001;3138609
420355760;0.0;17.0;1.0;0.0;31069001;3138609
420365590;0.0;17.0;1.0;0.0;31069001;3138609
420366253;0.0;17.0;1.0;0.0;31069001;3138609
420366549;0.0;17.0;1.0;0.0;31069001;3138609
420366630;1.0;17.0;1.0;0.0;31069001;3138609
420367639;0.0;17.0;1.0;0.0;31069001;3138609
420367926;0.0;17.0;1.0;0.0;31069001;3138609
420368046;0.0;17.0;1.0;0.0;31069001;3138609
420368774;1.0;17.0;1.0;0.0;31069001;3138609
420368850;0.0;17.0;1.0;0.0;31069001;3138609
420368972;0.0;17.0;1.0;0.0;31069001;3138609
420369167;0.0;17.0;1.0;0.0;31069001;3138609
420369216;0.0;17.0;1.0;0.0;31069001;3138609
420369521;0.0;17.0;1.0;0.0;31069001;3138609
420370772;0.0;17.0;1.0;0.0;31069001;3138609
420370829;0.0;17.0;1.0;0.0;31069001;3138609
420371060;0.0;17.0;1.0;0.0;31069001;3138609
420373649;0.0;17.0;1.0;0.0;31069001;3138609
420373737;0.0;17.0;1.0;0.0;31069001;3138609
420373943;0.0;17.0;1.0;0.0;31069001;3138609
420374144;0.0;17.0;1.0;0.0;31069001;3138609
420379729;0.0;17.0;1.0;0.0;31069001;3138609
420380436;0.0;17.0;1.0;0.0;31069001;3138609
420380964;0.0;17.0;1.0;0.0;31069001;3138609
420381107;0.0;17.0;1.0;0.0;31069001;3138609
420381220;0.0;17.0;1.0;0.0;31069001;3138609
420383205;0.0;17.0;1.0;0.0;31069001;3138609
420385389;0.0;17.0;1.0;0.0;31069001;3138609
420385490;0.0;17.0;1.0;0.0;31069001;3138609
420385540;0.0;17.0;1.0;0.0;31069001;3138609
420385605;0.0;17.0;1.0;0.0;31069001;3138609
420388024;0.0;17.0;1.0;0.0;31069001;3138609
420388185;0.0;17.0;1.0;0.0;31069001;3138609
420388556;0.0;17.0;1.0;0.0;31069001;3138609
420390651;0.0;17.0;1.0;0.0;31069001;3138609
420391978;0.0;17.0;1.0;0.0;31069001;3138609
420402923;0.0;17.0;1.0;0.0;31069001;3138609
420403004;0.0;17.0;1.0;0.0;31069001;3138609
420403041;0.0;17.0;1.0;0.0;31069001;3138609
420403110;0.0;17.0;1.0;0.0;31069001;3138609
420403479;0.0;17.0;1.0;0.0;31069001;3138609
420403564;0.0;17.0;1.0;0.0;31069001;3138609
420408745;0.0;17.0;1.0;0.0;31069001;3138609
420409447;0.0;17.0;1.0;0.0;31069001;3138609
420409606;0.0;17.0;1.0;0.0;31069001;3138609
420414678;0.0;17.0;1.0;0.0;31069001;3138609
420414704;0.0;17.0;1.0;0.0;31069001;3138609
420419725;0.0;17.0;1.0;0.0;31069001;3138609
420419801;0.0;17.0;1.0;0.0;31069001;3138609
420422030;0.0;17.0;1.0;0.0;31069001;3138609
420422452;0.0;17.0;1.0;0.0;31069001;3138609
420422587;0.0;17.0;1.0;0.0;31069001;3138609
420424963;0.0;17.0;1.0;0.0;31069001;3138609
420425754;0.0;17.0;1.0;0.0;31069001;3138609
420425801;0.0;17.0;1.0;0.0;31069001;3138609
420425851;0.0;17.0;1.0;0.0;31069001;3138609
420425882;0.0;17.0;1.0;0.0;31069001;3138609
420426277;0.0;17.0;1.0;0.0;31069001;3138609
420426323;0.0;17.0;1.0;0.0;31069001;3138609
420426357;0.0;17.0;1.0;0.0;31069001;3138609
420426386;0.0;17.0;1.0;0.0;31069001;3138609
420426407;0.0;17.0;1.0;0.0;31069001;3138609
420426510;0.0;17.0;1.0;0.0;31069001;3138609
420426575;0.0;17.0;1.0;0.0;31069001;3138609
420426609;0.0;17.0;1.0;0.0;31069001;3138609
420427117;0.0;17.0;1.0;0.0;31069001;3138609
420427213;0.0;17.0;1.0;0.0;31069001;3138609
420427668;0.0;17.0;1.0;0.0;31069001;3138609
420428127;0.0;17.0;1.0;0.0;31069001;3138609
420428160;0.0;17.0;1.0;0.0;31069001;3138609
420428234;0.0;17.0;1.0;0.0;31069001;3138609
420428394;0.0;17.0;1.0;0.0;31069001;3138609
420428467;0.0;17.0;1.0;0.0;31069001;3138609
420430544;0.0;17.0;1.0;0.0;31069001;3138609
