;Unnamed: 0;NU_INSCRICAO;TP_SEXO;TP_COR_RACA;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;IN_TREINEIRO;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;NO_MUNICIPIO_PROVA;CO_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TP_LINGUA;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025
1;304;210052445491;M;1;2;0;2;1.0;0;2101509.0;BarÃ£o de GrajaÃº;MA;2.0;1.0;1.0;BarÃ£o de GrajaÃº;21;1;1;1;1;517.9;439.9;398.8;443.3;0;1.0;120.0;120.0;120.0;100.0;160.0;620.0;H;E;B;D;5.0;B;A;C;D;A;B;B;B;A;A;A;A;A;B;A;A;B;A;A;B
2;356;210053548914;F;3;2;0;2;1.0;0;2105104.0;Icatu;MA;2.0;1.0;1.0;Icatu;21;1;1;1;1;460.8;465.7;482.6;404.2;0;1.0;120.0;120.0;120.0;160.0;120.0;640.0;H;E;F;A;2.0;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
3;472;210052543726;F;3;2;0;2;1.0;0;2101202.0;Bacabal;MA;1.0;1.0;1.0;Bacabal;21;1;1;1;1;419.0;563.6;519.3;555.6;0;1.0;120.0;180.0;100.0;120.0;120.0;640.0;H;D;F;B;4.0;B;A;B;D;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A
4;675;210053641730;M;3;2;0;2;1.0;0;2101400.0;Balsas;MA;2.0;1.0;1.0;Balsas;21;1;1;1;1;470.5;670.2;604.8;448.4;1;1.0;160.0;200.0;160.0;160.0;180.0;860.0;E;E;B;A;3.0;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;D;A;A;B
5;968;210052009267;F;1;2;0;2;1.0;0;2109908.0;Santa InÃªs;MA;2.0;1.0;1.0;Santa InÃªs;21;1;1;1;1;456.1;529.5;533.6;529.0;1;1.0;140.0;120.0;140.0;140.0;160.0;700.0;E;F;A;A;4.0;B;A;B;C;B;A;B;B;A;A;A;A;A;A;A;A;C;A;B;B
6;1209;210052136200;F;2;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;507.3;608.2;561.0;538.9;1;1.0;120.0;120.0;100.0;120.0;100.0;560.0;E;B;A;B;6.0;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B
7;1236;210053988584;M;3;2;0;2;1.0;0;2103208.0;Chapadinha;MA;2.0;1.0;1.0;Chapadinha;21;1;1;1;1;513.8;377.2;466.3;482.5;1;1.0;120.0;40.0;120.0;140.0;0.0;420.0;E;E;C;D;4.0;B;A;B;C;A;A;B;B;A;A;A;A;A;B;A;B;B;A;A;B
8;1580;210052054363;F;1;2;0;3;1.0;0;2103505.0;Colinas;MA;4.0;1.0;1.0;Colinas;21;1;1;1;1;668.3;653.0;604.5;758.9;0;1.0;180.0;200.0;200.0;200.0;200.0;980.0;E;G;B;D;3.0;F;B;D;D;B;A;B;A;B;A;A;A;A;B;A;A;D;A;B;B
10;1783;210052877577;M;1;2;0;2;1.0;0;2112902.0;VitÃ³ria do Mearim;MA;2.0;1.0;4.0;Arari;21;1;1;1;1;644.1;692.5;602.0;759.7;1;1.0;140.0;200.0;140.0;200.0;200.0;880.0;D;E;F;F;4.0;C;A;C;C;B;A;B;A;A;A;A;A;A;B;A;A;D;A;B;B
11;1840;210053982910;F;1;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;600.3;580.4;513.8;646.1;1;1.0;160.0;200.0;160.0;180.0;200.0;900.0;E;E;C;B;4.0;B;A;B;C;A;A;B;B;B;A;A;A;A;B;A;A;D;A;A;B
12;1933;210052128894;M;3;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;486.7;476.1;484.9;394.4;1;1.0;120.0;180.0;140.0;140.0;160.0;740.0;E;E;B;F;3.0;G;A;C;C;A;A;B;A;A;A;A;A;B;B;A;A;D;A;B;B
13;2001;210053550305;M;2;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;468.8;525.9;539.5;619.2;1;1.0;160.0;180.0;160.0;180.0;200.0;880.0;D;E;B;B;4.0;B;A;B;C;A;A;B;B;B;A;A;A;A;B;A;A;D;A;A;B
14;2042;210054409034;M;3;2;0;3;1.0;0;2109908.0;Santa InÃªs;MA;4.0;1.0;1.0;Santa InÃªs;21;1;1;1;1;445.9;451.8;510.7;418.7;0;1.0;120.0;200.0;140.0;160.0;120.0;740.0;D;D;A;B;3.0;B;A;B;C;B;B;B;B;B;A;B;A;A;C;B;B;C;B;B;B
15;2138;210053988759;M;3;2;0;2;1.0;0;2103307.0;CodÃ³;MA;2.0;1.0;1.0;CodÃ³;21;1;1;1;1;411.1;432.4;473.0;479.3;1;1.0;100.0;80.0;120.0;80.0;40.0;420.0;E;G;F;D;3.0;B;A;B;C;A;B;B;C;B;A;A;B;A;B;A;A;A;A;A;B
16;2352;210052846370;F;3;2;0;2;1.0;0;2109908.0;Santa InÃªs;MA;2.0;1.0;1.0;Santa InÃªs;21;1;1;1;1;541.5;622.8;566.9;576.6;0;1.0;160.0;200.0;200.0;180.0;200.0;940.0;A;G;A;B;6.0;D;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;D;A;A;B
17;2385;210052647477;M;3;2;0;2;1.0;0;2105708.0;Lago da Pedra;MA;2.0;1.0;1.0;Lago da Pedra;21;1;1;1;1;505.8;465.9;455.5;486.7;1;1.0;80.0;120.0;100.0;140.0;180.0;620.0;D;E;A;B;4.0;D;A;C;D;A;B;B;B;A;A;A;A;A;B;A;B;E;A;A;B
18;2438;210054206171;F;3;2;0;2;1.0;0;2101509.0;BarÃ£o de GrajaÃº;MA;2.0;1.0;1.0;BarÃ£o de GrajaÃº;21;1;1;1;1;483.2;563.9;500.4;658.6;0;1.0;140.0;120.0;120.0;160.0;160.0;700.0;C;C;C;F;4.0;C;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;E;A;A;B
19;2666;210051781097;F;1;2;0;2;1.0;0;2101103.0;AxixÃ¡;MA;2.0;2.0;1.0;Icatu;21;1;1;1;1;598.7;642.7;591.2;491.0;0;1.0;160.0;180.0;140.0;160.0;200.0;840.0;E;G;A;F;3.0;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
21;2928;210053986461;M;1;2;0;2;1.0;0;2101202.0;Bacabal;MA;2.0;1.0;1.0;Bacabal;21;1;1;1;1;435.5;590.0;538.5;658.8;0;1.0;160.0;200.0;160.0;200.0;180.0;900.0;H;E;B;B;3.0;A;A;A;C;A;A;B;A;A;A;A;A;A;B;B;A;C;A;A;B
22;3297;210052210975;M;3;2;0;2;1.0;0;2105302.0;Imperatriz;MA;2.0;1.0;1.0;Imperatriz;21;1;1;1;1;455.8;445.2;352.5;464.2;1;1.0;80.0;120.0;100.0;120.0;100.0;520.0;A;E;A;B;6.0;B;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;B;A;A;A
23;3604;210051561382;M;1;2;0;2;1.0;0;2104800.0;GrajaÃº;MA;1.0;1.0;1.0;GrajaÃº;21;1;1;1;1;513.4;608.9;544.1;642.5;0;1.0;140.0;200.0;160.0;180.0;200.0;880.0;F;F;E;E;3.0;M;B;B;D;C;A;B;A;A;A;B;A;A;B;A;A;D;A;A;B
25;4057;210051349659;F;3;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;484.6;467.3;495.0;438.4;1;8.0;0.0;0.0;0.0;0.0;0.0;0.0;A;A;C;B;7.0;C;A;C;C;A;A;B;B;B;B;A;A;A;B;A;A;E;A;A;B
26;4458;210051587989;F;3;2;0;2;1.0;0;2108207.0;Pedreiras;MA;1.0;1.0;1.0;Pedreiras;21;1;1;1;1;559.7;615.4;562.8;512.7;1;1.0;140.0;200.0;140.0;160.0;180.0;820.0;E;E;D;B;3.0;D;A;B;D;A;C;B;B;B;A;A;A;A;B;A;A;D;A;A;B
27;4507;210053160233;F;3;2;0;2;1.0;0;2103406.0;Coelho Neto;MA;1.0;1.0;1.0;Coelho Neto;21;1;1;1;1;496.5;517.6;472.6;435.7;0;1.0;120.0;120.0;120.0;160.0;180.0;700.0;E;E;B;B;4.0;C;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;A
28;4638;210053985341;F;3;2;0;2;1.0;0;2105302.0;Imperatriz;MA;2.0;1.0;1.0;Imperatriz;21;1;1;1;1;536.1;590.9;592.4;445.9;0;1.0;140.0;200.0;140.0;200.0;200.0;880.0;F;E;D;D;2.0;A;A;B;C;B;A;B;B;B;B;B;A;A;B;A;A;C;A;B;B
29;4836;210053989470;F;2;2;0;2;1.0;0;2109908.0;Santa InÃªs;MA;2.0;1.0;1.0;Santa InÃªs;21;1;1;1;1;410.0;467.3;489.8;467.7;1;1.0;120.0;120.0;120.0;160.0;140.0;660.0;E;E;C;B;7.0;B;A;B;D;A;B;B;B;B;A;A;A;A;B;A;B;C;A;A;B
30;5004;210051216982;M;1;2;0;2;1.0;0;2105302.0;Imperatriz;MA;2.0;1.0;1.0;Imperatriz;21;1;1;1;1;404.0;395.0;456.0;495.2;0;1.0;140.0;200.0;160.0;180.0;180.0;860.0;B;E;F;B;5.0;D;A;B;D;B;B;B;A;B;A;B;A;A;C;A;A;E;A;A;B
31;5035;210054217122;F;3;2;0;2;1.0;0;2105401.0;Itapecuru Mirim;MA;2.0;1.0;1.0;Itapecuru Mirim;21;1;1;1;1;457.3;474.7;506.5;385.7;1;4.0;0.0;0.0;0.0;0.0;0.0;0.0;D;B;B;B;5.0;A;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A
32;5046;210051837416;F;1;2;0;2;1.0;0;2100055.0;AÃ§ailÃ¢ndia;MA;2.0;1.0;1.0;AÃ§ailÃ¢ndia;21;1;1;1;1;356.4;463.9;417.0;534.8;1;1.0;80.0;120.0;100.0;140.0;120.0;560.0;H;D;F;B;3.0;A;A;B;C;A;B;B;B;A;A;B;A;A;B;A;A;D;A;A;B
33;5172;210053648739;M;3;2;0;2;1.0;0;2111508.0;SÃ£o Mateus do MaranhÃ£o;MA;4.0;1.0;1.0;SÃ£o Mateus do MaranhÃ£o;21;1;1;1;1;478.5;636.0;568.5;425.0;1;1.0;120.0;180.0;120.0;160.0;160.0;740.0;E;D;F;B;6.0;D;A;D;E;B;B;B;B;B;A;A;A;A;C;B;A;E;A;A;B
34;5361;210052317463;M;1;2;0;2;1.0;0;2112506.0;TutÃ³ia;MA;2.0;1.0;1.0;TutÃ³ia;21;1;1;1;1;581.9;635.7;545.7;676.9;0;1.0;100.0;180.0;120.0;160.0;140.0;700.0;D;F;D;F;4.0;E;A;C;D;B;B;B;B;A;A;A;A;A;B;B;B;E;A;B;B
35;5464;210051902197;F;1;2;0;2;1.0;0;2105302.0;Imperatriz;MA;1.0;1.0;1.0;Imperatriz;21;1;1;1;1;607.8;643.4;597.7;685.1;0;1.0;160.0;200.0;180.0;200.0;200.0;940.0;E;E;C;B;2.0;B;A;C;C;A;B;B;A;B;B;A;A;A;B;A;A;C;A;B;B
36;6294;210054419123;F;3;2;0;2;1.0;0;2107001.0;Montes Altos;MA;2.0;1.0;1.0;Montes Altos;21;1;1;1;1;520.9;529.7;566.5;514.4;0;1.0;140.0;120.0;140.0;120.0;60.0;580.0;B;D;A;A;4.0;B;A;B;D;A;C;B;B;A;A;B;A;A;C;B;A;E;A;A;B
37;6492;210051340207;M;3;2;0;2;1.0;0;2100055.0;AÃ§ailÃ¢ndia;MA;1.0;1.0;1.0;AÃ§ailÃ¢ndia;21;1;1;1;1;618.0;603.8;598.6;581.2;0;1.0;160.0;200.0;200.0;180.0;200.0;940.0;B;B;B;A;7.0;B;A;B;B;A;A;B;A;A;A;A;A;A;B;B;A;B;A;A;A
38;6515;210051588601;M;1;2;0;2;1.0;0;2108207.0;Pedreiras;MA;1.0;1.0;1.0;Pedreiras;21;1;1;1;1;585.5;608.2;531.1;598.4;0;1.0;160.0;180.0;120.0;140.0;160.0;760.0;B;E;D;D;4.0;C;A;D;D;B;C;B;B;B;A;A;A;A;B;A;B;E;A;B;B
39;6603;210054177855;M;3;2;0;2;1.0;0;2103307.0;CodÃ³;MA;1.0;2.0;1.0;CodÃ³;21;1;1;1;1;567.8;643.2;596.9;693.1;0;1.0;160.0;200.0;140.0;160.0;180.0;840.0;B;D;A;B;4.0;B;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;B
40;6608;210051759896;F;3;2;0;2;1.0;0;2100055.0;AÃ§ailÃ¢ndia;MA;2.0;1.0;1.0;AÃ§ailÃ¢ndia;21;1;1;1;1;509.0;576.3;551.9;431.5;1;1.0;160.0;120.0;140.0;140.0;120.0;680.0;E;E;B;B;3.0;C;A;B;C;A;A;B;B;B;A;A;A;A;B;A;A;D;A;A;B
41;6623;210053347944;M;3;2;0;2;1.0;0;2112902.0;VitÃ³ria do Mearim;MA;2.0;1.0;1.0;Arari;21;1;1;1;1;544.6;545.9;531.6;642.5;0;1.0;120.0;200.0;160.0;160.0;180.0;820.0;H;B;A;B;3.0;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A
42;6845;210052768539;F;3;2;0;2;1.0;0;2102408.0;CajapiÃ³;MA;2.0;1.0;1.0;SÃ£o Vicente Ferrer;21;1;1;1;1;495.5;412.0;436.5;514.1;1;1.0;100.0;120.0;100.0;120.0;80.0;520.0;E;E;D;A;4.0;B;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;E;A;A;B
43;6851;210053037437;F;3;2;0;2;1.0;0;2109908.0;Santa InÃªs;MA;1.0;1.0;1.0;Santa InÃªs;21;1;1;1;1;407.3;555.6;430.2;548.9;0;1.0;160.0;180.0;160.0;180.0;200.0;880.0;G;E;D;B;4.0;E;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;B;A;B
44;7384;210054421286;M;4;2;0;2;1.0;0;2103000.0;Caxias;MA;2.0;1.0;1.0;Caxias;21;1;1;1;1;539.6;499.5;455.7;620.6;0;1.0;100.0;120.0;100.0;120.0;160.0;600.0;E;E;B;B;5.0;C;A;B;C;A;B;B;B;A;A;A;A;A;B;B;A;D;A;A;B
45;7440;210052692252;F;3;2;0;2;1.0;0;2101400.0;Balsas;MA;2.0;1.0;1.0;Balsas;21;1;1;1;1;443.3;455.5;392.4;478.2;1;1.0;80.0;120.0;120.0;120.0;160.0;600.0;B;F;C;D;4.0;D;A;C;D;A;A;B;A;A;A;A;A;A;B;A;A;B;A;B;B
46;7455;210051659649;F;1;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;1.0;2.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;463.2;410.6;337.7;403.1;0;1.0;100.0;100.0;80.0;120.0;0.0;400.0;C;F;A;A;4.0;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
47;7511;210054148543;F;2;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;486.5;626.8;586.8;455.1;0;1.0;120.0;160.0;120.0;120.0;120.0;640.0;G;E;E;D;2.0;B;A;B;C;A;A;B;A;B;A;B;A;A;C;A;A;C;A;B;B
48;7661;210053978435;F;3;2;0;2;1.0;0;2104701.0;GraÃ§a Aranha;MA;2.0;1.0;1.0;Presidente Dutra;21;1;1;1;1;384.8;546.4;529.2;512.9;0;1.0;120.0;200.0;120.0;120.0;120.0;680.0;C;C;A;A;4.0;B;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;B;A;A;B
49;7758;210051866385;F;1;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;466.3;530.8;478.2;562.9;1;1.0;120.0;160.0;120.0;160.0;200.0;760.0;D;C;C;B;4.0;D;A;C;C;B;A;B;A;B;A;A;A;A;B;A;B;C;A;B;B
50;7802;210054192317;F;3;2;0;2;1.0;0;2103208.0;Chapadinha;MA;2.0;1.0;1.0;Chapadinha;21;1;1;1;1;578.0;649.7;593.6;694.3;0;1.0;180.0;200.0;180.0;200.0;180.0;940.0;E;E;F;D;3.0;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
51;7879;210051063410;M;3;2;0;2;1.0;0;2103000.0;Caxias;MA;2.0;1.0;1.0;Caxias;21;1;1;1;1;530.1;611.5;601.8;542.8;0;1.0;140.0;180.0;140.0;140.0;140.0;740.0;E;E;F;B;2.0;C;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;B
52;7959;210051505140;F;2;2;0;2;1.0;0;2107506.0;PaÃ§o do Lumiar;MA;2.0;1.0;1.0;PaÃ§o do Lumiar;21;1;1;1;1;499.6;430.6;471.3;413.8;1;1.0;120.0;120.0;120.0;120.0;40.0;520.0;D;B;D;D;3.0;D;A;B;D;A;A;B;B;A;A;A;A;A;B;B;A;B;A;A;B
53;7968;210053650195;F;3;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;1.0;2.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;409.1;506.4;456.9;362.9;1;1.0;100.0;120.0;100.0;120.0;60.0;500.0;E;F;B;B;2.0;B;A;B;C;A;A;B;B;A;A;A;A;A;B;A;A;B;A;A;A
54;8089;210053093208;F;2;2;0;2;1.0;0;2108504.0;PindarÃ©-Mirim;MA;2.0;1.0;1.0;Santa InÃªs;21;1;1;1;1;446.1;543.3;527.3;685.3;1;1.0;140.0;160.0;120.0;140.0;160.0;720.0;D;D;B;F;2.0;B;A;B;B;A;A;B;B;A;A;A;A;A;B;A;A;C;A;A;B
55;8333;210051592159;M;2;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;463.1;483.6;449.7;534.4;0;1.0;100.0;120.0;120.0;120.0;120.0;580.0;E;E;B;B;4.0;C;A;B;C;B;A;B;A;A;A;A;A;A;B;B;A;D;A;A;A
56;8701;210053985762;M;1;2;0;3;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;4.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;691.2;726.1;642.1;766.7;1;1.0;140.0;200.0;180.0;160.0;200.0;880.0;G;G;D;D;6.0;O;D;E;E;B;A;B;A;B;A;B;A;B;D;B;B;E;B;E;B
57;8975;210053549132;F;3;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o JosÃ© de Ribamar;21;1;1;1;1;426.8;613.2;529.5;558.7;0;1.0;160.0;140.0;140.0;160.0;140.0;740.0;D;D;C;B;4.0;C;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B
58;9288;210053073592;F;3;2;0;2;1.0;0;2108207.0;Pedreiras;MA;2.0;1.0;1.0;Pedreiras;21;1;1;1;1;381.6;587.6;549.5;619.3;1;1.0;140.0;200.0;140.0;200.0;180.0;860.0;D;E;B;D;3.0;C;A;B;C;A;A;B;A;A;A;A;A;A;B;B;B;D;A;A;B
59;9354;210051186904;M;1;2;0;2;1.0;0;2104800.0;GrajaÃº;MA;1.0;1.0;1.0;GrajaÃº;21;1;1;1;1;596.1;564.1;516.6;623.3;0;1.0;160.0;200.0;160.0;180.0;180.0;880.0;D;D;C;A;4.0;B;A;B;B;A;B;B;A;A;A;A;A;A;B;A;A;B;A;A;B
61;9588;210051435813;M;1;2;0;2;1.0;0;2104107.0;Fortaleza dos Nogueiras;MA;2.0;1.0;1.0;Balsas;21;1;1;1;1;409.4;475.7;493.4;560.0;1;1.0;120.0;140.0;120.0;120.0;140.0;640.0;E;G;D;D;3.0;K;A;D;D;B;B;B;B;B;A;B;A;B;C;A;A;D;A;A;B
62;9967;210051363482;M;3;2;0;2;1.0;0;2103604.0;CoroatÃ¡;MA;2.0;1.0;1.0;CoroatÃ¡;21;1;1;1;1;538.0;439.4;475.8;516.4;1;8.0;0.0;0.0;0.0;0.0;0.0;0.0;F;F;D;D;4.0;D;A;C;D;B;A;B;A;A;A;A;A;A;B;B;A;B;A;A;B
63;10302;210053543439;F;3;2;0;2;1.0;0;2103307.0;CodÃ³;MA;1.0;2.0;1.0;CodÃ³;21;1;1;1;1;520.7;591.9;504.4;578.1;1;1.0;160.0;180.0;160.0;180.0;200.0;880.0;E;E;C;A;2.0;A;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
64;10665;210053136649;F;3;2;0;2;1.0;0;2104503.0;Governador Archer;MA;2.0;1.0;1.0;Dom Pedro;21;1;1;1;1;499.8;532.9;504.9;420.0;1;1.0;100.0;200.0;120.0;120.0;80.0;620.0;H;E;A;B;5.0;B;A;B;D;A;A;B;A;A;A;A;A;A;B;B;A;C;A;A;B
65;10675;210051608870;F;3;2;0;2;1.0;0;2101608.0;Barra do Corda;MA;1.0;1.0;1.0;Barra do Corda;21;1;1;1;1;414.4;438.5;463.9;644.5;0;1.0;140.0;200.0;160.0;200.0;200.0;900.0;E;E;D;D;2.0;E;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;C;A;B;B
66;11209;210051172831;F;3;2;0;2;1.0;0;2101400.0;Balsas;MA;2.0;1.0;1.0;Balsas;21;1;1;1;1;473.8;544.6;541.0;408.5;1;1.0;120.0;120.0;120.0;140.0;140.0;640.0;H;H;B;B;4.0;E;A;B;C;B;B;B;A;A;A;A;A;A;B;A;A;D;A;B;B
67;11440;210051505002;F;3;2;0;2;1.0;0;2100055.0;AÃ§ailÃ¢ndia;MA;1.0;1.0;1.0;Itinga do MaranhÃ£o;21;1;1;1;1;409.2;579.7;501.8;587.8;1;1.0;140.0;200.0;160.0;180.0;200.0;880.0;D;F;F;F;3.0;B;A;C;C;A;B;B;A;B;A;A;A;A;B;A;A;C;A;A;B
69;11481;210051465190;F;1;2;0;2;1.0;0;2104404.0;GonÃ§alves Dias;MA;2.0;1.0;1.0;Dom Pedro;21;1;1;1;1;425.8;457.6;463.3;530.5;0;1.0;120.0;200.0;120.0;120.0;120.0;680.0;D;D;D;D;6.0;C;A;B;D;A;B;B;A;A;A;A;A;A;B;A;A;E;A;B;B
70;11694;210052944297;M;3;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;506.6;512.9;352.4;460.3;0;1.0;160.0;200.0;180.0;160.0;200.0;900.0;H;E;B;B;5.0;A;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A
71;11746;210052871694;F;2;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;506.4;485.1;466.4;492.9;1;1.0;120.0;120.0;120.0;140.0;100.0;600.0;H;E;F;E;7.0;E;B;B;D;A;A;B;B;B;A;A;A;A;B;A;A;D;A;A;B
72;11797;210053550780;F;3;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;1.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;536.1;648.9;561.7;576.1;0;1.0;140.0;120.0;100.0;120.0;40.0;520.0;A;F;A;F;6.0;B;A;B;D;A;A;B;A;A;A;A;A;A;B;A;A;C;A;C;B
74;12203;210054064983;F;3;2;0;3;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;4.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;681.9;712.5;704.6;764.8;0;1.0;160.0;200.0;160.0;180.0;200.0;900.0;G;E;E;D;3.0;P;D;E;D;D;A;B;B;B;A;B;A;B;E;A;B;D;A;C;B
75;12391;210051040362;M;3;2;0;2;1.0;0;2111102.0;SÃ£o JoÃ£o dos Patos;MA;2.0;1.0;1.0;SÃ£o JoÃ£o dos Patos;21;1;1;1;1;500.8;383.3;519.3;427.9;0;1.0;120.0;140.0;120.0;120.0;160.0;660.0;B;E;A;A;5.0;B;A;B;D;A;B;B;A;A;A;A;A;A;B;A;A;B;A;B;B
77;12737;210054420720;M;3;2;0;2;1.0;0;2108504.0;PindarÃ©-Mirim;MA;2.0;1.0;1.0;PindarÃ©-Mirim;21;1;1;1;1;456.2;561.4;400.4;533.1;1;1.0;140.0;160.0;120.0;160.0;80.0;660.0;C;E;A;B;3.0;B;A;B;B;A;B;B;A;A;A;A;A;A;B;A;A;D;A;A;A
79;13086;210053332369;F;4;2;0;2;1.0;0;2112209.0;Timon;MA;2.0;1.0;1.0;Timon;21;1;1;1;1;441.6;394.9;446.4;524.6;1;1.0;120.0;120.0;140.0;140.0;140.0;660.0;B;B;B;B;3.0;B;A;B;D;A;A;B;B;A;A;A;A;A;B;A;A;D;A;A;B
80;13323;210053685043;M;1;2;0;2;1.0;0;2106003.0;Lima Campos;MA;2.0;1.0;1.0;Pedreiras;21;1;1;1;1;481.7;562.9;564.3;474.2;0;1.0;140.0;120.0;120.0;120.0;160.0;660.0;C;C;B;C;3.0;B;A;B;C;B;B;B;A;B;A;B;A;A;B;A;A;C;A;A;B
81;13379;210053560523;F;3;2;0;2;1.0;0;2104008.0;EsperantinÃ³polis;MA;2.0;1.0;1.0;EsperantinÃ³polis;21;1;1;1;1;404.3;563.7;487.9;488.0;0;1.0;120.0;160.0;140.0;160.0;160.0;740.0;D;E;C;B;4.0;B;A;B;D;A;B;B;B;B;A;B;A;A;B;B;B;D;A;B;B
82;13447;210051020660;F;3;2;0;2;1.0;0;2101509.0;BarÃ£o de GrajaÃº;MA;2.0;1.0;1.0;BarÃ£o de GrajaÃº;21;1;1;1;1;370.1;399.0;424.3;402.2;1;1.0;120.0;120.0;80.0;120.0;80.0;520.0;B;C;A;A;4.0;A;A;B;E;A;B;B;B;A;A;A;A;A;B;A;A;A;A;D;A
84;13662;210051501506;F;1;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;475.5;476.9;535.4;605.5;0;1.0;140.0;120.0;120.0;120.0;160.0;660.0;H;E;F;B;5.0;B;A;B;C;A;A;B;B;A;A;A;A;A;B;A;A;C;A;A;B
85;13794;210051116705;M;3;2;0;2;1.0;0;2101004.0;Arari;MA;3.0;1.0;1.0;Arari;21;1;1;1;1;605.4;633.6;607.4;744.5;1;1.0;180.0;200.0;140.0;200.0;140.0;860.0;F;D;D;B;6.0;F;A;C;E;A;B;B;B;B;A;A;A;A;B;A;A;E;A;B;B
