;Cluster_menor;TP_COR_RACA;Escolaridae_mae;PC;ClasseSocial
97;C1;Nao_branca;Fundamental;Um;E1
99;C3;Branca;Fundamental;Um;E1
100;C3;Branca;Superior;Um;D1
101;C1;Nao_branca;NuncaEstudou;Um;E1
103;C3;Branca;Fundamental;Um;D1
104;C4;Nao_branca;Fundamental;Zero;E1
105;C2;Nao_branca;Medio;Zero;E1
106;C4;Nao_branca;Fundamental;Zero;E1
107;C2;Branca;Medio;Dois;C1
108;C2;Nao_branca;Medio;Zero;E1
110;C5;Nao_branca;Medio;Um;E1
111;C4;Nao_branca;Fundamental;Zero;E1
112;C4;Nao_branca;Fundamental;Zero;E1
113;C5;Nao_branca;Medio;Um;E1
114;C2;Nao_branca;Medio;Zero;E1
115;C1;Nao_branca;Fundamental;Um;E1
116;C2;Nao_branca;Medio;Zero;D1
117;C3;Branca;Fundamental;Um;E1
118;C1;Nao_branca;Fundamental;Um;E1
121;C1;Branca;Superior;Dois;C1
122;C2;Nao_branca;Medio;Zero;E1
123;C3;Branca;Medio;Um;C1
126;C3;Branca;Medio;Dois;D1
128;C3;Branca;Superior;Dois;D1
130;C1;Nao_branca;Fundamental;Um;E1
131;C3;Branca;Fundamental;Um;D1
134;C3;Branca;Medio;Um;D1
139;C2;Branca;Medio;Zero;D1
140;C1;Nao_branca;Fundamental;Um;E1
141;C4;Nao_branca;Fundamental;Zero;E1
142;C1;Branca;Superior;Zero;E1
143;C4;Branca;Fundamental;Zero;E1
144;C2;Nao_branca;Medio;Zero;C1
145;C5;Nao_branca;Medio;Um;E1
146;C5;Nao_branca;Medio;Um;C1
147;C1;Branca;Superior;Um;C1
148;C4;Nao_branca;Fundamental;Zero;E1
149;C4;Branca;Fundamental;Zero;E1
150;C3;Branca;Medio;Um;C1
151;C2;Nao_branca;Medio;Dois;C1
153;C2;Nao_branca;Medio;Zero;E1
154;C3;Branca;Fundamental;Um;D1
155;C1;Nao_branca;Fundamental;Um;E1
156;C1;Nao_branca;Fundamental;Um;E1
157;C3;Branca;Medio;Um;D1
158;C2;Branca;Medio;Zero;D1
160;C5;Branca;Medio;Um;E1
163;C3;Nao_branca;Fundamental;Um;D1
164;C3;Branca;Fundamental;Um;E1
165;C2;Nao_branca;Medio;Zero;E1
167;C5;Nao_branca;Medio;Um;E1
168;C1;Branca;Superior;Um;E1
169;C1;Branca;Superior;Zero;E1
170;C5;Nao_branca;Medio;Um;D1
171;C3;Branca;Fundamental;Um;E1
172;C3;Branca;Fundamental;Um;E1
173;C3;Branca;Fundamental;Um;E1
175;C1;Branca;Superior;Um;E1
177;C3;Branca;Superior;Um;D1
178;C4;Nao_branca;Fundamental;Zero;E1
180;C1;Nao_branca;Fundamental;Um;E1
181;C5;Nao_branca;Medio;Um;E1
182;C3;Branca;Fundamental;Um;D1
185;C1;Nao_branca;Superior;Zero;E1
186;C1;Branca;Superior;Zero;E1
187;C1;Nao_branca;Superior;Zero;D1
188;C5;Nao_branca;Medio;Um;C1
190;C1;Branca;Superior;Zero;E1
191;C3;Branca;Fundamental;Dois;D1
192;C1;Nao_branca;Superior;Um;E1
195;C1;Nao_branca;Fundamental;Um;E1
196;C1;Nao_branca;Fundamental;Um;E1
197;C2;Nao_branca;Medio;Zero;E1
198;C3;Branca;Medio;Um;D1
199;C4;Nao_branca;Fundamental;Zero;E1
200;C2;Nao declarado;Medio;Zero;E1
203;C4;Nao_branca;Fundamental;Zero;E1
204;C1;Branca;Superior;Um;E1
205;C1;Nao_branca;Fundamental;Um;E1
206;C2;Branca;Medio;Zero;E1
207;C5;Nao_branca;Medio;Um;E1
208;C1;Nao_branca;Fundamental;Um;E1
210;C4;Nao_branca;Fundamental;Zero;D1
212;C1;Nao_branca;Fundamental;Um;E1
213;C3;Branca;Fundamental;Um;D1
215;C3;Nao_branca;Fundamental;Dois;D1
216;C4;Nao_branca;Fundamental;Zero;E1
217;C5;Nao declarado;Medio;Um;E1
218;C4;Nao_branca;Fundamental;Zero;E1
219;C4;Nao_branca;Fundamental;Zero;E1
220;C5;Nao_branca;Medio;Um;D1
221;C3;Branca;Fundamental;Um;E1
223;C3;Branca;Fundamental;Zero;D1
224;C5;Nao_branca;Medio;Um;B1
226;C5;Branca;Medio;Um;E1
227;C4;Branca;Fundamental;Zero;E1
228;C5;Nao declarado;Medio;Um;E1
229;C5;Nao_branca;Medio;Um;E1
230;C3;Branca;Superior;Um;D1
232;C1;Nao_branca;Superior;Zero;D1
233;C3;Nao_branca;Fundamental;Dois;D1
234;C4;Branca;Fundamental;Zero;E1
236;C1;Nao_branca;Fundamental;Um;E1
238;C2;Branca;Medio;Zero;E1
241;C1;Branca;Superior;Zero;C1
243;C2;Branca;Medio;Zero;E1
244;C5;Nao_branca;Medio;Um;E1
245;C2;Nao_branca;Medio;Zero;E1
251;C1;Nao_branca;Fundamental;Um;E1
252;C2;Nao_branca;Medio;Zero;E1
253;C3;Nao_branca;Fundamental;Dois;D1
254;C4;Nao_branca;Fundamental;Zero;E1
255;C1;Nao_branca;Superior;Um;C1
256;C1;Nao_branca;Superior;Zero;E1
257;C4;Nao_branca;Fundamental;Zero;D1
259;C1;Nao_branca;Superior;Zero;E1
260;C1;Nao_branca;Fundamental;Um;E1
261;C5;Nao_branca;Medio;Um;E1
262;C2;Nao_branca;Medio;Zero;E1
263;C5;Nao_branca;Medio;Um;E1
264;C4;Branca;Fundamental;Zero;E1
265;C1;Nao_branca;Superior;Um;E1
267;C2;Branca;Medio;Zero;D1
268;C1;Nao_branca;Fundamental;Um;E1
270;C4;Branca;Fundamental;Zero;E1
271;C3;Branca;Fundamental;Quatro_ou_mais;C1
274;C4;Nao_branca;Fundamental;Zero;E1
275;C3;Branca;Fundamental;Um;C1
276;C5;Nao_branca;Medio;Um;C1
277;C3;Nao_branca;Fundamental;Um;D1
279;C2;Nao_branca;Medio;Zero;E1
280;C3;Branca;Fundamental;Zero;D1
282;C3;Branca;Fundamental;Um;C1
283;C4;Nao_branca;Fundamental;Zero;E1
286;C3;Branca;Fundamental;Um;E1
287;C4;Branca;Fundamental;Zero;E1
288;C1;Branca;Superior;Um;E1
289;C4;Branca;Fundamental;Zero;E1
290;C3;Branca;Medio;Um;D1
291;C3;Branca;Fundamental;Um;E1
293;C5;Branca;Medio;Um;E1
294;C5;Nao_branca;Medio;Um;E1
296;C2;Nao_branca;Medio;Zero;E1
298;C1;Branca;Superior;Dois;C1
299;C3;Branca;Medio;Dois;D1
301;C3;Nao_branca;Fundamental;Um;D1
303;C2;Branca;Medio;Zero;E1
304;C3;Branca;Fundamental;Um;D1
305;C3;Branca;Fundamental;Um;C1
306;C4;Branca;Fundamental;Zero;E1
307;C4;Branca;Fundamental;Zero;E1
308;C1;Branca;Superior;Tres;C1
310;C1;Nao_branca;Superior;Zero;D1
311;C2;Nao_branca;Medio;Zero;E1
312;C4;Nao_branca;Fundamental;Zero;E1
313;C2;Branca;Medio;Quatro_ou_mais;C1
314;C1;Nao_branca;Superior;Um;D1
315;C5;Nao_branca;Medio;Um;C1
317;C2;Nao_branca;Medio;Dois;C1
319;C2;Nao_branca;Medio;Dois;D1
322;C4;Nao_branca;Fundamental;Zero;E1
325;C3;Branca;Fundamental;Um;E1
328;C1;Nao_branca;Superior;Zero;E1
329;C3;Branca;Fundamental;Um;E1
330;C4;Branca;Fundamental;Zero;E1
333;C1;Branca;Superior;Um;E1
334;C1;Nao_branca;Fundamental;Um;E1
337;C1;Nao_branca;Fundamental;Um;E1
338;C3;Branca;Fundamental;Um;D1
339;C2;Nao_branca;Medio;Zero;E1
340;C5;Nao_branca;Medio;Um;E1
341;C2;Nao_branca;Medio;Zero;E1
342;C4;Nao_branca;Fundamental;Zero;E1
343;C2;Branca;Medio;Dois;C1
344;C4;Branca;Fundamental;Zero;E1
345;C1;Nao_branca;Superior;Zero;E1
346;C4;Nao_branca;Fundamental;Zero;E1
348;C1;Nao_branca;Fundamental;Um;E1
349;C5;Nao_branca;Medio;Um;E1
350;C1;Branca;Superior;Dois;E1
351;C1;Nao_branca;Superior;Dois;C1
353;C1;Branca;Superior;Zero;E1
354;C5;Branca;Medio;Um;E1
355;C5;Nao_branca;Medio;Um;E1
356;C1;Nao_branca;Fundamental;Um;E1
357;C2;Nao_branca;Medio;Tres;E1
361;C1;Nao_branca;Superior;Um;E1
362;C1;Branca;Superior;Zero;E1
363;C1;Nao_branca;Superior;Zero;D1
364;C4;Branca;Fundamental;Zero;E1
366;C5;Nao_branca;Medio;Um;E1
367;C2;Nao_branca;Medio;Zero;E1
368;C3;Branca;Fundamental;Um;D1
370;C3;Branca;Fundamental;Um;E1
373;C2;Nao_branca;Medio;Zero;E1
374;C1;Branca;NuncaEstudou;Dois;E1
375;C3;Branca;Fundamental;Um;E1
376;C2;Nao_branca;Medio;Zero;D1
377;C3;Branca;Superior;Um;D1
378;C2;Nao_branca;Medio;Zero;E1
379;C3;Branca;Fundamental;Zero;D1
380;C1;Branca;Superior;Dois;C1
381;C5;Nao_branca;Medio;Um;E1
382;C4;Nao_branca;Fundamental;Zero;E1
383;C1;Branca;Superior;Um;E1
384;C4;Nao_branca;Fundamental;Zero;D1
389;C2;Branca;Medio;Dois;C1
391;C4;Nao_branca;Fundamental;Zero;E1
392;C3;Nao_branca;Fundamental;Um;D1
393;C3;Branca;Fundamental;Um;D1
395;C3;Nao_branca;Fundamental;Um;D1
396;C2;Nao_branca;Medio;Zero;E1
397;C2;Nao_branca;NuncaEstudou;Zero;E1
399;C3;Branca;Superior;Um;D1
400;C4;Nao_branca;Fundamental;Zero;E1
401;C4;Nao_branca;Fundamental;Zero;E1
402;C5;Nao_branca;Medio;Um;B1
405;C1;Nao_branca;Fundamental;Um;E1
407;C2;Nao_branca;Medio;Zero;E1
409;C4;Nao_branca;Fundamental;Zero;E1
412;C2;Nao_branca;Medio;Zero;E1
413;C2;Nao_branca;Medio;Zero;E1
415;C3;Branca;Medio;Um;D1
417;C4;Nao_branca;Fundamental;Zero;D1
418;C3;Branca;Fundamental;Um;E1
419;C5;Branca;Medio;Um;E1
420;C4;Nao_branca;Fundamental;Zero;E1
421;C4;Nao_branca;Fundamental;Zero;E1
422;C3;Branca;Fundamental;Dois;C1
423;C4;Nao_branca;Fundamental;Zero;D1
424;C4;Nao_branca;Fundamental;Zero;E1
426;C5;Nao_branca;Medio;Um;E1
427;C2;Nao_branca;Medio;Zero;E1
429;C1;Nao_branca;Superior;Um;E1
430;C2;Nao_branca;Medio;Zero;E1
431;C3;Branca;Fundamental;Dois;D1
432;C3;Branca;Fundamental;Um;E1
433;C1;Branca;Superior;Um;E1
434;C3;Branca;Fundamental;Tres;C1
436;C3;Branca;Fundamental;Um;D1
437;C1;Nao_branca;Superior;Um;E1
439;C3;Branca;Superior;Dois;D1
440;C2;Nao_branca;Medio;Zero;E1
442;C4;Branca;Fundamental;Zero;E1
444;C1;Nao_branca;Fundamental;Um;E1
445;C1;Nao_branca;Fundamental;Um;E1
448;C4;Nao_branca;Fundamental;Zero;E1
449;C3;Nao_branca;Fundamental;Um;D1
450;C3;Branca;Fundamental;Um;E1
451;C4;Nao_branca;Fundamental;Zero;E1
452;C3;Branca;Fundamental;Um;D1
453;C1;Nao_branca;Fundamental;Um;E1
454;C4;Nao_branca;Fundamental;Zero;E1
456;C4;Nao_branca;Fundamental;Zero;E1
458;C5;Branca;Medio;Um;E1
459;C1;Nao_branca;Superior;Um;E1
460;C5;Nao_branca;Medio;Um;D1
461;C2;Nao_branca;Medio;Zero;E1
462;C4;Nao_branca;Fundamental;Zero;E1
464;C4;Nao_branca;Fundamental;Zero;E1
465;C3;Branca;Fundamental;Um;E1
467;C4;Branca;Fundamental;Zero;E1
469;C3;Branca;Fundamental;Zero;D1
470;C3;Branca;Fundamental;Zero;D1
471;C1;Nao_branca;Superior;Zero;D1
473;C5;Nao_branca;Medio;Um;E1
474;C5;Nao_branca;Medio;Um;D1
475;C4;Branca;Fundamental;Zero;E1
476;C2;Nao_branca;Medio;Zero;E1
480;C4;Nao_branca;Fundamental;Zero;E1
481;C4;Nao_branca;Fundamental;Zero;E1
482;C1;Nao_branca;Superior;Zero;E1
483;C4;Nao_branca;Fundamental;Zero;E1
484;C2;Nao_branca;Medio;Zero;E1
485;C5;Nao_branca;Medio;Um;D1
486;C2;Branca;Medio;Zero;E1
487;C3;Nao_branca;Fundamental;Um;D1
488;C1;Nao_branca;Fundamental;Um;E1
489;C3;Branca;Fundamental;Um;E1
492;C5;Nao_branca;Medio;Um;C1
493;C3;Branca;Medio;Um;D1
494;C1;Nao_branca;Fundamental;Um;E1
495;C4;Nao_branca;Fundamental;Zero;E1
497;C1;Nao_branca;Superior;Um;E1
499;C4;Branca;Fundamental;Zero;E1
500;C4;Nao_branca;Fundamental;Zero;E1
502;C2;Nao_branca;Medio;Zero;E1
503;C5;Nao_branca;Medio;Um;E1
505;C5;Nao_branca;Medio;Um;E1
506;C5;Nao_branca;Medio;Um;E1
507;C5;Nao_branca;Medio;Um;C1
508;C2;Nao_branca;Medio;Zero;D1
509;C1;Nao_branca;Superior;Zero;C1
511;C5;Nao_branca;Medio;Um;E1
512;C1;Nao_branca;Superior;Zero;C1
513;C3;Branca;Fundamental;Zero;D1
514;C2;Nao_branca;Medio;Zero;E1
515;C2;Nao_branca;NuncaEstudou;Zero;E1
516;C1;Nao_branca;Superior;Zero;D1
517;C2;Branca;Medio;Zero;D1
518;C2;Nao_branca;Medio;Zero;E1
519;C3;Nao_branca;Fundamental;Um;D1
520;C2;Nao_branca;Medio;Zero;E1
522;C5;Nao_branca;Medio;Um;D1
523;C4;Nao_branca;Fundamental;Zero;E1
524;C5;Nao_branca;Medio;Um;D1
525;C1;Nao_branca;Fundamental;Um;E1
526;C3;Branca;Fundamental;Um;E1
527;C4;Branca;Fundamental;Zero;E1
528;C3;Branca;Superior;Um;D1
529;C2;Nao_branca;Medio;Zero;E1
530;C5;Nao_branca;Medio;Um;C1
531;C1;Nao_branca;Superior;Um;C1
532;C4;Nao_branca;Fundamental;Zero;E1
534;C3;Branca;Fundamental;Um;E1
535;C3;Branca;Fundamental;Zero;D1
536;C1;Nao_branca;Fundamental;Um;E1
537;C1;Nao_branca;Fundamental;Um;E1
538;C4;Nao_branca;Fundamental;Zero;E1
539;C2;Nao_branca;Medio;Zero;E1
540;C3;Branca;Fundamental;Um;E1
541;C2;Nao_branca;Medio;Zero;D1
543;C2;Nao_branca;Medio;Zero;D1
545;C5;Branca;Medio;Um;E1
546;C1;Branca;Superior;Um;C1
547;C1;Nao_branca;Fundamental;Um;E1
548;C1;Nao_branca;Fundamental;Um;E1
549;C2;Nao_branca;Medio;Zero;E1
550;C1;Branca;Superior;Um;E1
551;C5;Nao_branca;Medio;Um;E1
553;C4;Nao_branca;Fundamental;Zero;E1
556;C3;Branca;Fundamental;Um;E1
557;C5;Nao_branca;Medio;Um;E1
558;C1;Nao_branca;Superior;Um;E1
559;C2;Branca;Medio;Tres;E1
564;C4;Nao_branca;Fundamental;Zero;D1
565;C1;Branca;Superior;Um;C1
566;C4;Branca;Fundamental;Zero;E1
569;C4;Branca;Fundamental;Zero;E1
570;C4;Nao_branca;Fundamental;Zero;D1
571;C2;Nao_branca;Medio;Zero;E1
572;C1;Nao_branca;Superior;Zero;E1
574;C1;Branca;Superior;Um;E1
575;C2;Nao_branca;Medio;Dois;E1
576;C1;Nao_branca;Fundamental;Um;E1
577;C5;Nao_branca;Medio;Um;D1
578;C5;Nao_branca;Medio;Um;D1
579;C5;Nao_branca;Medio;Um;E1
580;C1;Nao_branca;Fundamental;Um;E1
581;C4;Nao_branca;Fundamental;Zero;E1
583;C2;Nao_branca;Medio;Zero;E1
585;C5;Branca;Medio;Um;E1
586;C1;Nao_branca;Superior;Zero;E1
587;C1;Branca;Superior;Tres;C1
588;C1;Nao_branca;Superior;Zero;E1
590;C3;Nao_branca;Fundamental;Um;D1
592;C4;Nao_branca;Fundamental;Zero;E1
594;C5;Nao_branca;Medio;Um;E1
596;C1;Nao_branca;Superior;Zero;E1
597;C5;Branca;Medio;Um;E1
599;C5;Nao_branca;Medio;Um;D1
600;C3;Branca;Fundamental;Um;D1
602;C1;Branca;Superior;Um;E1
604;C1;Nao_branca;Superior;Um;E1
606;C2;Nao_branca;Medio;Zero;E1
607;C1;Nao_branca;Fundamental;Um;C1
608;C3;Branca;Fundamental;Um;E1
610;C3;Branca;Fundamental;Um;D1
611;C1;Nao_branca;Superior;Um;C1
612;C5;Nao_branca;Medio;Um;E1
613;C4;Nao_branca;Fundamental;Zero;E1
614;C3;Branca;Fundamental;Um;E1
615;C3;Branca;Fundamental;Um;E1
617;C4;Branca;Fundamental;Zero;E1
618;C3;Branca;Fundamental;Um;E1
620;C3;Nao_branca;Fundamental;Um;D1
621;C3;Branca;Medio;Um;D1
622;C3;Branca;Fundamental;Um;D1
624;C1;Nao_branca;Superior;Um;D1
626;C1;Nao_branca;Fundamental;Um;E1
627;C5;Branca;Medio;Um;E1
628;C5;Nao_branca;Medio;Um;D1
629;C3;Branca;Medio;Um;D1
630;C2;Branca;Medio;Zero;E1
631;C5;Nao_branca;Medio;Um;D1
632;C5;Nao_branca;Medio;Um;E1
634;C5;Nao_branca;Medio;Um;D1
635;C3;Branca;Medio;Dois;D1
637;C3;Branca;Fundamental;Tres;E1
638;C4;Nao_branca;Fundamental;Zero;D1
641;C5;Nao_branca;Medio;Um;E1
642;C3;Branca;Superior;Um;D1
644;C1;Nao_branca;Superior;Um;C1
645;C4;Branca;Fundamental;Zero;E1
646;C3;Branca;Fundamental;Um;E1
648;C4;Nao_branca;Fundamental;Zero;E1
649;C3;Branca;Fundamental;Um;E1
650;C4;Nao_branca;Fundamental;Zero;E1
651;C5;Nao_branca;Medio;Um;E1
652;C4;Branca;Fundamental;Zero;E1
653;C4;Nao_branca;Fundamental;Zero;E1
654;C3;Nao_branca;Fundamental;Um;D1
655;C5;Nao_branca;Medio;Um;D1
656;C4;Nao_branca;Fundamental;Zero;E1
657;C4;Nao_branca;Fundamental;Zero;E1
658;C3;Branca;Fundamental;Um;D1
659;C1;Nao_branca;Fundamental;Um;E1
662;C5;Nao_branca;Medio;Um;D1
663;C3;Branca;Superior;Um;D1
664;C4;Nao_branca;Fundamental;Zero;E1
665;C3;Branca;Fundamental;Um;D1
666;C2;Nao_branca;Medio;Dois;C1
667;C2;Nao_branca;NuncaEstudou;Zero;E1
668;C2;Nao_branca;Medio;Zero;E1
669;C4;Nao_branca;Fundamental;Zero;E1
670;C2;Nao_branca;Medio;Zero;E1
671;C1;Nao_branca;Fundamental;Um;E1
672;C3;Branca;Fundamental;Um;C1
673;C1;Branca;Superior;Um;E1
674;C5;Nao_branca;Medio;Um;E1
678;C1;Nao_branca;Superior;Zero;E1
680;C1;Nao_branca;Fundamental;Um;E1
681;C2;Branca;Medio;Zero;E1
682;C4;Nao_branca;Fundamental;Dois;E1
683;C4;Nao_branca;Fundamental;Zero;C1
684;C1;Nao_branca;Superior;Um;D1
685;C3;Branca;Fundamental;Um;D1
689;C4;Branca;Fundamental;Zero;E1
691;C3;Branca;Medio;Um;C1
692;C1;Nao_branca;Fundamental;Um;E1
693;C4;Branca;Fundamental;Zero;E1
694;C4;Nao_branca;Fundamental;Zero;C1
695;C1;Nao declarado;Superior;Dois;D1
697;C3;Branca;Fundamental;Um;D1
701;C1;Nao_branca;Superior;Um;D1
702;C4;Nao_branca;Fundamental;Zero;E1
703;C3;Branca;Superior;Um;D1
704;C4;Nao_branca;Fundamental;Zero;E1
705;C4;Branca;Fundamental;Zero;E1
707;C1;Branca;Superior;Um;C1
708;C4;Nao_branca;Fundamental;Zero;E1
709;C2;Nao_branca;Medio;Zero;D1
710;C1;Nao_branca;Fundamental;Um;E1
711;C4;Nao_branca;Fundamental;Zero;E1
713;C4;Nao_branca;Fundamental;Zero;E1
714;C4;Branca;Fundamental;Zero;E1
715;C4;Nao_branca;Fundamental;Dois;E1
716;C4;Nao_branca;Fundamental;Zero;E1
717;C5;Nao_branca;Medio;Um;E1
718;C2;Nao declarado;Medio;Zero;E1
720;C3;Branca;Fundamental;Um;D1
721;C2;Nao_branca;Medio;Dois;E1
722;C5;Nao_branca;Medio;Um;E1
723;C1;Nao_branca;Superior;Um;C1
724;C5;Nao_branca;Medio;Um;E1
725;C2;Branca;NuncaEstudou;Zero;E1
728;C3;Nao_branca;Fundamental;Um;D1
729;C5;Branca;Medio;Um;E1
730;C5;Branca;Medio;Um;E1
731;C3;Branca;Fundamental;Um;D1
732;C1;Branca;Superior;Um;E1
733;C5;Nao_branca;Medio;Um;E1
734;C3;Branca;Medio;Um;D1
736;C3;Branca;Medio;Um;D1
738;C1;Nao_branca;Fundamental;Um;E1
739;C1;Branca;Superior;Um;C1
740;C4;Nao_branca;Fundamental;Zero;E1
742;C5;Nao_branca;Medio;Um;C1
743;C3;Nao_branca;Fundamental;Um;D1
744;C5;Branca;Medio;Um;E1
746;C1;Nao_branca;Fundamental;Um;E1
747;C2;Nao_branca;Medio;Zero;E1
748;C1;Nao_branca;Fundamental;Um;E1
749;C5;Nao_branca;Medio;Um;D1
750;C1;Branca;Superior;Dois;C1
751;C2;Nao_branca;Medio;Zero;E1
755;C3;Branca;Medio;Um;D1
756;C5;Branca;Medio;Um;E1
757;C1;Nao_branca;Superior;Um;D1
758;C1;Nao_branca;Superior;Um;C1
759;C5;Nao_branca;Medio;Um;D1
760;C3;Branca;Fundamental;Um;E1
762;C4;Nao_branca;Fundamental;Zero;E1
763;C1;Nao_branca;Superior;Um;E1
764;C3;Nao_branca;Fundamental;Um;D1
765;C4;Nao_branca;Fundamental;Zero;E1
766;C3;Branca;Fundamental;Um;E1
767;C1;Nao_branca;Fundamental;Um;E1
768;C1;Nao_branca;Fundamental;Um;E1
769;C5;Nao_branca;Medio;Um;C1
770;C3;Branca;Superior;Zero;D1
773;C2;Nao_branca;Medio;Zero;E1
775;C4;Branca;Fundamental;Zero;E1
776;C5;Branca;Medio;Um;E1
777;C1;Branca;Superior;Dois;C1
778;C1;Nao_branca;Superior;Um;D1
779;C3;Branca;Medio;Um;D1
782;C1;Branca;Superior;Um;E1
784;C3;Branca;Superior;Um;D1
785;C4;Nao_branca;Fundamental;Zero;E1
786;C1;Nao_branca;Fundamental;Um;E1
787;C4;Nao_branca;Fundamental;Zero;E1
788;C2;Branca;Medio;Zero;E1
790;C4;Nao_branca;Fundamental;Zero;D1
791;C2;Nao_branca;Medio;Zero;D1
793;C3;Branca;Medio;Dois;D1
794;C5;Branca;Medio;Um;E1
796;C4;Nao_branca;Fundamental;Zero;D1
797;C1;Nao_branca;Superior;Um;D1
798;C2;Branca;Medio;Zero;E1
800;C2;Branca;Medio;Zero;D1
801;C1;Nao_branca;Fundamental;Um;E1
802;C4;Branca;Fundamental;Zero;E1
804;C4;Branca;Fundamental;Zero;E1
805;C5;Nao_branca;Medio;Um;E1
806;C1;Nao_branca;Superior;Zero;E1
808;C4;Nao_branca;Fundamental;Zero;E1
809;C5;Nao_branca;Medio;Um;D1
811;C4;Branca;Fundamental;Zero;E1
814;C1;Nao declarado;Superior;Um;E1
815;C3;Branca;Fundamental;Um;C1
816;C2;Nao_branca;NuncaEstudou;Zero;E1
817;C2;Branca;Medio;Zero;E1
819;C5;Branca;Medio;Um;E1
820;C3;Branca;Fundamental;Um;C1
821;C2;Branca;Medio;Quatro_ou_mais;E1
822;C1;Nao_branca;Superior;Um;D1
823;C1;Nao_branca;Superior;Um;D1
824;C5;Nao_branca;Medio;Um;E1
825;C4;Nao_branca;Fundamental;Zero;E1
828;C1;Nao_branca;Fundamental;Um;E1
829;C3;Branca;Fundamental;Dois;D1
830;C5;Branca;Medio;Um;E1
831;C3;Branca;Medio;Um;D1
832;C5;Nao_branca;Medio;Um;E1
833;C5;Nao_branca;Medio;Um;E1
834;C1;Nao_branca;Fundamental;Um;E1
835;C3;Branca;Fundamental;Um;E1
836;C1;Nao_branca;Superior;Um;E1
838;C1;Nao_branca;Fundamental;Um;E1
839;C2;Nao_branca;Medio;Zero;E1
841;C2;Branca;Medio;Zero;E1
842;C2;Branca;Medio;Zero;D1
843;C3;Branca;Fundamental;Um;E1
844;C5;Branca;Medio;Um;E1
845;C2;Branca;Medio;Tres;E1
848;C1;Nao_branca;Superior;Um;D1
849;C3;Branca;Superior;Um;D1
850;C1;Nao declarado;Superior;Um;E1
851;C1;Nao_branca;Superior;Um;D1
853;C1;Nao_branca;Fundamental;Um;E1
854;C4;Nao_branca;Fundamental;Zero;E1
