;Cluster_menor;TP_COR_RACA;Escolaridae_mae;PC;ClasseSocial
10265;C1;Nao_branca;Fundamental;Um;E1
10266;C4;Nao_branca;Fundamental;Zero;E1
10267;C1;Nao_branca;Superior;Um;D1
10268;C4;Nao_branca;Fundamental;Zero;D1
10269;C5;Nao_branca;Medio;Um;E1
10270;C2;Nao_branca;Medio;Zero;E1
10271;C3;Branca;Superior;Tres;D1
10275;C5;Nao_branca;Medio;Um;E1
10276;C1;Nao_branca;Superior;Dois;C1
10277;C4;Branca;Fundamental;Zero;E1
10278;C5;Nao_branca;Medio;Um;E1
10280;C4;Branca;Fundamental;Zero;E1
10281;C5;Nao_branca;Medio;Um;E1
10282;C4;Branca;Fundamental;Zero;E1
10283;C5;Nao_branca;Medio;Um;D1
10284;C4;Nao_branca;Fundamental;Zero;E1
10285;C2;Nao_branca;Medio;Tres;E1
10286;C1;Nao_branca;Superior;Um;C1
10287;C2;Nao_branca;Medio;Zero;E1
10288;C3;Branca;Superior;Tres;D1
10289;C1;Nao_branca;Superior;Um;E1
10290;C4;Branca;Fundamental;Zero;E1
10291;C2;Nao_branca;Medio;Zero;E1
10292;C5;Nao_branca;Medio;Um;E1
10293;C4;Branca;Fundamental;Zero;E1
10294;C3;Branca;Superior;Zero;D1
10295;C4;Nao_branca;Fundamental;Zero;E1
10296;C2;Branca;Medio;Zero;E1
10297;C4;Nao_branca;Fundamental;Zero;E1
10298;C5;Nao_branca;Medio;Um;E1
10299;C4;Nao_branca;Fundamental;Zero;E1
10300;C1;Nao_branca;Superior;Um;E1
10302;C5;Nao_branca;Medio;Um;E1
10303;C4;Nao_branca;Fundamental;Zero;E1
10304;C3;Branca;Medio;Um;C1
10305;C2;Nao_branca;Medio;Dois;E1
10306;C2;Nao_branca;Medio;Zero;E1
10308;C2;Nao_branca;Medio;Zero;E1
10309;C5;Nao_branca;Medio;Um;D1
10310;C5;Nao_branca;Medio;Um;E1
10311;C5;Nao_branca;Medio;Um;E1
10312;C4;Nao_branca;Fundamental;Zero;D1
10313;C1;Nao_branca;Fundamental;Um;E1
10315;C4;Nao_branca;Fundamental;Zero;E1
10317;C1;Nao_branca;Fundamental;Um;E1
10319;C4;Nao_branca;Fundamental;Dois;E1
10320;C3;Nao_branca;Fundamental;Dois;D1
10321;C2;Branca;Medio;Zero;E1
10322;C5;Nao_branca;Medio;Um;D1
10323;C1;Nao_branca;Fundamental;Um;E1
10324;C4;Nao_branca;Fundamental;Zero;E1
10325;C1;Nao_branca;Superior;Um;D1
10326;C1;Nao_branca;Superior;Um;E1
10327;C3;Branca;Fundamental;Um;E1
10328;C4;Branca;Fundamental;Zero;E1
10329;C2;Nao_branca;Medio;Zero;D1
10330;C5;Nao_branca;Medio;Um;D1
10331;C1;Branca;Superior;Zero;E1
10332;C3;Nao_branca;Fundamental;Dois;D1
10334;C4;Nao_branca;Fundamental;Zero;E1
10336;C1;Nao_branca;Fundamental;Um;E1
10337;C2;Nao_branca;Medio;Zero;D1
10338;C2;Nao_branca;Medio;Zero;E1
10339;C5;Branca;Medio;Um;E1
10340;C2;Nao_branca;Medio;Dois;C1
10341;C3;Branca;Fundamental;Um;E1
10342;C3;Branca;Fundamental;Um;E1
10343;C1;Nao_branca;Superior;Um;D1
10344;C1;Branca;NuncaEstudou;Um;E1
10345;C3;Branca;Fundamental;Um;C1
10346;C2;Branca;Medio;Zero;E1
10347;C2;Branca;Medio;Dois;C1
10348;C1;Nao_branca;Superior;Um;E1
10349;C4;Nao_branca;Fundamental;Zero;E1
10350;C1;Nao_branca;Superior;Um;C1
10351;C1;Nao_branca;Superior;Um;E1
10353;C2;Branca;Medio;Zero;E1
10354;C3;Branca;Fundamental;Dois;E1
10355;C5;Branca;Medio;Um;E1
10356;C1;Nao_branca;Fundamental;Um;E1
10357;C5;Branca;Medio;Um;E1
10358;C3;Nao_branca;Fundamental;Um;D1
10359;C1;Branca;Superior;Um;E1
10360;C5;Nao_branca;Medio;Um;E1
10361;C3;Branca;Medio;Um;D1
10362;C5;Nao_branca;Medio;Um;E1
10363;C4;Nao_branca;Fundamental;Zero;E1
10364;C5;Nao_branca;Medio;Um;E1
10365;C5;Branca;Medio;Um;E1
10366;C1;Nao_branca;Fundamental;Um;E1
10367;C2;Branca;Medio;Zero;E1
10368;C4;Branca;Fundamental;Zero;E1
10369;C1;Branca;Superior;Um;C1
10370;C2;Nao_branca;Medio;Zero;E1
10371;C2;Branca;Medio;Zero;E1
10372;C3;Branca;Superior;Um;D1
10373;C5;Nao_branca;Medio;Um;D1
10374;C5;Nao_branca;Medio;Um;D1
10375;C1;Branca;Superior;Zero;B1
10378;C3;Branca;Fundamental;Um;E1
10380;C4;Nao_branca;Fundamental;Zero;E1
10382;C5;Branca;Medio;Um;E1
10384;C5;Nao_branca;Medio;Um;E1
10387;C3;Branca;Medio;Dois;D1
10388;C3;Branca;Medio;Um;D1
10389;C1;Branca;Superior;Um;E1
10391;C2;Nao_branca;Medio;Zero;D1
10392;C5;Nao_branca;Medio;Um;C1
10393;C5;Branca;Medio;Um;E1
10394;C1;Nao_branca;Fundamental;Um;E1
10395;C3;Branca;Fundamental;Um;E1
10398;C1;Nao_branca;Fundamental;Um;E1
10399;C1;Nao_branca;Fundamental;Um;E1
10400;C2;Nao_branca;Medio;Zero;E1
10401;C2;Branca;Medio;Zero;E1
10402;C1;Nao_branca;Fundamental;Um;E1
10404;C4;Branca;Fundamental;Zero;E1
10405;C2;Nao_branca;Medio;Dois;D1
10406;C5;Nao_branca;Medio;Um;D1
10407;C2;Nao_branca;Medio;Zero;E1
10408;C1;Branca;Superior;Um;C1
10410;C3;Branca;Superior;Um;D1
10411;C5;Nao_branca;Medio;Um;E1
10412;C2;Branca;Medio;Zero;E1
10413;C4;Nao_branca;Fundamental;Zero;D1
10414;C4;Nao_branca;Fundamental;Zero;E1
10416;C5;Nao_branca;Medio;Um;E1
10417;C3;Branca;Fundamental;Zero;D1
10418;C2;Nao_branca;Medio;Zero;E1
10419;C5;Branca;Medio;Um;E1
10420;C4;Nao_branca;Fundamental;Zero;E1
10421;C1;Nao_branca;Fundamental;Um;E1
10422;C4;Nao_branca;Fundamental;Zero;E1
10423;C3;Branca;Medio;Um;D1
10424;C1;Nao_branca;Superior;Um;D1
10427;C1;Nao_branca;Superior;Dois;C1
10428;C5;Nao_branca;Medio;Um;E1
10429;C3;Branca;Fundamental;Zero;C1
10430;C3;Branca;Fundamental;Um;D1
10431;C3;Branca;Medio;Um;D1
10432;C3;Branca;Fundamental;Um;D1
10434;C4;Branca;Fundamental;Zero;E1
10436;C1;Nao_branca;Fundamental;Um;E1
10437;C3;Branca;Fundamental;Um;D1
10438;C3;Branca;Medio;Um;D1
10440;C4;Nao_branca;Fundamental;Zero;E1
10441;C3;Branca;Fundamental;Um;E1
10443;C3;Branca;Fundamental;Um;E1
10445;C4;Branca;Fundamental;Zero;E1
10446;C2;Nao_branca;Medio;Zero;E1
10447;C1;Nao_branca;Fundamental;Um;E1
10448;C5;Nao_branca;Medio;Um;E1
10449;C1;Nao_branca;Superior;Um;E1
10450;C3;Branca;Fundamental;Um;D1
10451;C3;Branca;Fundamental;Um;E1
10453;C1;Nao_branca;Fundamental;Um;E1
10454;C1;Branca;Superior;Um;C1
10455;C1;Nao_branca;Superior;Zero;E1
10456;C2;Nao declarado;NuncaEstudou;Zero;E1
10457;C5;Nao_branca;Medio;Um;E1
10459;C5;Nao_branca;Medio;Um;D1
10460;C3;Nao_branca;Fundamental;Um;D1
10462;C4;Nao_branca;Fundamental;Zero;E1
10463;C3;Branca;Superior;Zero;D1
10464;C1;Nao_branca;Superior;Um;E1
10466;C4;Nao_branca;Fundamental;Zero;E1
10468;C3;Nao_branca;Fundamental;Um;D1
10469;C5;Nao_branca;Medio;Um;E1
10470;C4;Branca;Fundamental;Zero;E1
10471;C5;Branca;Medio;Um;E1
10472;C3;Nao_branca;Fundamental;Um;D1
10473;C5;Nao_branca;Medio;Um;E1
10475;C2;Branca;Medio;Zero;E1
10476;C3;Branca;Medio;Um;D1
10477;C1;Nao_branca;Superior;Zero;D1
10478;C5;Nao_branca;Medio;Um;D1
10479;C4;Nao_branca;Fundamental;Zero;E1
10480;C1;Nao_branca;Fundamental;Um;E1
10481;C1;Nao_branca;Fundamental;Um;E1
10482;C2;Nao_branca;Medio;Zero;E1
10484;C1;Branca;Superior;Um;C1
10485;C3;Branca;Fundamental;Dois;D1
10486;C4;Nao_branca;Fundamental;Zero;E1
10488;C2;Nao_branca;Medio;Zero;E1
10489;C1;Branca;Superior;Um;C1
10490;C3;Branca;Medio;Um;D1
10491;C4;Nao_branca;Fundamental;Zero;E1
10493;C4;Nao_branca;Fundamental;Zero;E1
10494;C3;Nao_branca;Fundamental;Dois;D1
10495;C1;Nao_branca;Fundamental;Um;E1
10496;C5;Nao_branca;Medio;Um;E1
10497;C4;Nao_branca;Fundamental;Zero;D1
10498;C1;Nao declarado;Superior;Dois;D1
10499;C5;Nao_branca;Medio;Um;E1
10501;C1;Nao_branca;Fundamental;Um;E1
10502;C1;Nao_branca;Superior;Dois;D1
10503;C5;Branca;Medio;Um;E1
10504;C2;Branca;Medio;Zero;E1
10505;C1;Nao_branca;Fundamental;Um;E1
10506;C5;Nao_branca;Medio;Um;E1
10507;C5;Nao_branca;Medio;Um;E1
10508;C1;Nao_branca;Superior;Um;D1
10509;C4;Branca;Fundamental;Zero;E1
10510;C5;Branca;Medio;Um;E1
10511;C2;Nao_branca;Medio;Zero;E1
10513;C3;Nao_branca;Fundamental;Um;D1
10514;C1;Nao_branca;Superior;Um;E1
10515;C3;Branca;Fundamental;Um;E1
10516;C4;Nao_branca;Fundamental;Zero;E1
10517;C3;Branca;Superior;Um;D1
10518;C4;Nao_branca;Fundamental;Zero;E1
10519;C5;Nao_branca;Medio;Um;E1
10521;C5;Nao_branca;Medio;Um;E1
10522;C3;Branca;Fundamental;Zero;D1
10523;C1;Nao_branca;Fundamental;Um;E1
10524;C1;Nao_branca;Superior;Dois;C1
10525;C5;Nao_branca;Medio;Um;D1
10526;C4;Branca;Fundamental;Zero;E1
10527;C4;Nao_branca;Fundamental;Zero;E1
10529;C5;Nao_branca;Medio;Um;E1
10530;C5;Nao_branca;Medio;Um;E1
10531;C1;Branca;Superior;Zero;E1
10532;C1;Nao_branca;Superior;Um;D1
10533;C3;Branca;Fundamental;Dois;D1
10535;C2;Nao_branca;Medio;Zero;E1
10536;C2;Branca;Medio;Zero;E1
10537;C5;Nao_branca;Medio;Um;E1
10538;C5;Nao_branca;Medio;Um;E1
10539;C2;Branca;Medio;Zero;E1
10540;C5;Nao_branca;Medio;Um;C1
10541;C5;Nao_branca;Medio;Um;D1
10542;C2;Branca;Medio;Tres;E1
10543;C1;Branca;Superior;Um;C1
10544;C2;Nao_branca;Medio;Dois;D1
10545;C5;Nao_branca;Medio;Um;E1
10546;C1;Nao_branca;Superior;Zero;E1
10547;C2;Nao_branca;Medio;Zero;E1
10548;C3;Branca;Fundamental;Um;C1
10550;C2;Nao_branca;Medio;Zero;E1
10551;C5;Nao_branca;Medio;Um;E1
10554;C2;Branca;Medio;Dois;E1
10555;C3;Branca;Fundamental;Um;E1
10556;C2;Branca;Medio;Dois;E1
10557;C3;Branca;Fundamental;Um;E1
10558;C3;Branca;Fundamental;Um;D1
10559;C1;Branca;Superior;Zero;E1
10560;C4;Branca;Fundamental;Zero;E1
10561;C3;Branca;Medio;Um;D1
10562;C2;Nao_branca;Medio;Zero;E1
10563;C5;Nao_branca;Medio;Um;C1
10564;C4;Nao_branca;Fundamental;Zero;E1
10565;C4;Branca;Fundamental;Zero;E1
10566;C5;Nao_branca;Medio;Um;C1
10567;C4;Nao_branca;Fundamental;Zero;E1
10569;C1;Branca;Superior;Um;E1
10570;C1;Nao_branca;Fundamental;Um;E1
10571;C5;Nao_branca;Medio;Um;D1
10572;C4;Nao_branca;Fundamental;Zero;E1
10573;C5;Nao_branca;Medio;Um;D1
10574;C2;Nao_branca;Medio;Zero;E1
10575;C4;Branca;Fundamental;Zero;E1
10576;C3;Branca;Fundamental;Um;D1
10577;C2;Branca;Medio;Zero;E1
10578;C3;Branca;Fundamental;Um;E1
10579;C2;Nao_branca;Medio;Tres;D1
10580;C4;Nao_branca;Fundamental;Zero;E1
10583;C3;Branca;Medio;Um;D1
10584;C1;Branca;Superior;Dois;C1
10585;C4;Nao_branca;Fundamental;Zero;E1
10586;C4;Nao_branca;Fundamental;Zero;E1
10587;C1;Branca;Superior;Zero;E1
10588;C3;Nao_branca;Fundamental;Dois;D1
10589;C5;Nao_branca;Medio;Um;E1
10590;C2;Branca;Medio;Zero;E1
10592;C3;Branca;Fundamental;Um;E1
10593;C1;Nao_branca;Fundamental;Um;E1
10594;C1;Branca;Superior;Um;E1
10596;C1;Nao_branca;Fundamental;Um;E1
10598;C3;Nao_branca;Fundamental;Um;D1
10599;C3;Branca;Medio;Um;D1
10600;C2;Nao_branca;Medio;Zero;E1
10602;C5;Branca;Medio;Um;E1
10604;C1;Branca;Superior;Um;E1
10605;C2;Nao_branca;Medio;Zero;E1
10606;C4;Branca;Fundamental;Zero;E1
10607;C1;Nao_branca;Fundamental;Um;E1
10608;C3;Branca;Fundamental;Um;E1
10609;C3;Branca;Fundamental;Um;D1
10610;C5;Nao_branca;Medio;Um;D1
10611;C4;Branca;Fundamental;Zero;E1
10612;C1;Branca;Superior;Dois;C1
10613;C5;Nao_branca;Medio;Um;C1
10614;C4;Branca;Fundamental;Zero;E1
10615;C5;Nao_branca;Medio;Um;E1
10616;C3;Branca;Superior;Um;D1
10617;C2;Nao_branca;Medio;Zero;D1
10618;C4;Nao_branca;Fundamental;Zero;E1
10619;C2;Nao_branca;Medio;Zero;E1
10620;C5;Branca;Medio;Um;E1
10621;C3;Branca;Fundamental;Um;E1
10622;C4;Nao_branca;Fundamental;Zero;E1
10623;C2;Nao_branca;Medio;Zero;E1
10624;C5;Nao_branca;Medio;Um;E1
10625;C4;Nao_branca;Fundamental;Zero;E1
10626;C2;Nao_branca;Medio;Zero;E1
10627;C5;Branca;Medio;Um;E1
10629;C5;Nao_branca;Medio;Um;E1
10631;C5;Branca;Medio;Um;E1
10633;C5;Nao_branca;Medio;Um;E1
10635;C4;Nao_branca;Fundamental;Zero;E1
10636;C3;Branca;Fundamental;Zero;C1
10637;C5;Nao_branca;Medio;Um;E1
10638;C2;Nao_branca;Medio;Dois;C1
10639;C4;Nao_branca;Fundamental;Zero;E1
10640;C4;Nao_branca;Fundamental;Zero;E1
10641;C3;Branca;Medio;Dois;D1
10642;C4;Nao_branca;Fundamental;Zero;E1
10643;C3;Branca;Fundamental;Um;E1
10644;C2;Nao_branca;Medio;Zero;E1
10646;C5;Nao_branca;Medio;Um;E1
10647;C3;Branca;Fundamental;Um;E1
10648;C1;Nao_branca;Fundamental;Um;E1
10649;C3;Nao_branca;Fundamental;Um;D1
10650;C2;Nao_branca;Medio;Zero;E1
10651;C1;Nao_branca;Fundamental;Um;E1
10652;C4;Branca;Fundamental;Zero;E1
10654;C5;Branca;Medio;Um;E1
10655;C4;Branca;Fundamental;Zero;E1
10656;C1;Nao_branca;Superior;Um;D1
10657;C4;Nao_branca;Fundamental;Zero;E1
10658;C3;Branca;Medio;Um;D1
10659;C2;Nao_branca;Medio;Zero;E1
10660;C2;Nao_branca;Medio;Zero;E1
10661;C2;Nao_branca;Medio;Zero;E1
10662;C3;Branca;Fundamental;Um;D1
10663;C1;Nao_branca;Fundamental;Um;E1
10666;C1;Branca;Superior;Um;E1
10667;C4;Branca;Fundamental;Zero;E1
10669;C5;Branca;Medio;Um;E1
10670;C5;Branca;Medio;Um;E1
10671;C3;Branca;Superior;Um;D1
10672;C3;Branca;Fundamental;Um;D1
10673;C4;Branca;Fundamental;Zero;E1
10675;C4;Nao_branca;Fundamental;Zero;D1
10676;C2;Nao_branca;Medio;Zero;E1
10677;C1;Nao_branca;Fundamental;Um;E1
10679;C4;Nao_branca;Fundamental;Dois;C1
10680;C4;Branca;Fundamental;Zero;E1
10681;C5;Nao_branca;Medio;Um;E1
10682;C3;Nao_branca;Fundamental;Um;D1
10684;C4;Nao_branca;Fundamental;Zero;E1
10686;C4;Nao_branca;Fundamental;Zero;E1
10687;C4;Nao_branca;Fundamental;Zero;E1
10688;C1;Nao_branca;Fundamental;Um;E1
10689;C1;Nao_branca;Superior;Um;D1
10690;C1;Branca;Superior;Zero;E1
10692;C2;Nao_branca;Medio;Dois;E1
10693;C4;Nao_branca;Fundamental;Zero;E1
10694;C1;Branca;Superior;Um;E1
10695;C3;Branca;Fundamental;Um;E1
10696;C1;Nao_branca;Superior;Dois;D1
10697;C5;Nao_branca;Medio;Um;E1
10698;C3;Nao_branca;Fundamental;Um;D1
10699;C1;Branca;Superior;Um;E1
10700;C5;Nao_branca;Medio;Um;D1
10701;C1;Nao_branca;Fundamental;Um;E1
10702;C3;Branca;Fundamental;Um;E1
10704;C3;Nao declarado;Fundamental;Zero;D1
10705;C4;Branca;Fundamental;Zero;E1
10706;C5;Branca;Medio;Um;E1
10707;C4;Nao_branca;Fundamental;Zero;E1
10710;C2;Nao_branca;Medio;Zero;E1
10711;C3;Branca;Superior;Um;D1
10712;C4;Nao_branca;Fundamental;Zero;C1
10713;C1;Branca;Superior;Zero;E1
10714;C4;Nao_branca;Fundamental;Zero;E1
10717;C4;Nao_branca;Fundamental;Zero;E1
10718;C5;Nao_branca;Medio;Um;D1
10719;C2;Nao_branca;Medio;Zero;D1
10720;C4;Nao_branca;Fundamental;Zero;E1
10723;C5;Nao_branca;Medio;Um;E1
10725;C2;Branca;Medio;Zero;D1
10727;C3;Branca;Fundamental;Um;E1
10728;C1;Nao_branca;Fundamental;Um;E1
10729;C2;Nao_branca;Medio;Zero;E1
10730;C5;Nao_branca;Medio;Um;E1
10732;C2;Nao_branca;Medio;Zero;E1
10734;C2;Nao_branca;Medio;Zero;E1
10735;C2;Nao_branca;Medio;Zero;E1
10736;C1;Nao_branca;Superior;Um;D1
10737;C3;Branca;Superior;Um;D1
10738;C4;Nao_branca;Fundamental;Zero;E1
10739;C4;Nao_branca;Fundamental;Dois;E1
10740;C2;Branca;Medio;Zero;E1
10741;C1;Nao_branca;Superior;Um;E1
10744;C3;Branca;Medio;Um;D1
10745;C3;Branca;Superior;Um;D1
10746;C1;Nao_branca;Fundamental;Um;E1
10747;C3;Nao_branca;Fundamental;Um;D1
10748;C3;Branca;Medio;Quatro_ou_mais;D1
10749;C5;Nao_branca;Medio;Um;D1
10751;C4;Nao_branca;Fundamental;Zero;E1
10752;C4;Nao_branca;Fundamental;Zero;E1
10753;C3;Branca;Medio;Um;D1
10754;C3;Branca;Fundamental;Um;E1
10755;C3;Nao_branca;Fundamental;Um;D1
10756;C3;Branca;Medio;Um;D1
10757;C4;Branca;Fundamental;Zero;E1
10759;C5;Branca;Medio;Um;E1
10760;C3;Branca;Fundamental;Um;E1
10761;C3;Branca;Medio;Um;D1
10764;C1;Nao_branca;Fundamental;Um;E1
10765;C3;Branca;Fundamental;Um;E1
10766;C4;Nao_branca;Fundamental;Zero;E1
10767;C5;Nao_branca;Medio;Um;E1
10768;C5;Branca;Medio;Um;E1
10769;C2;Nao_branca;Medio;Zero;E1
10770;C1;Branca;Superior;Um;E1
10772;C3;Branca;Fundamental;Um;E1
10773;C1;Nao declarado;Fundamental;Um;E1
10774;C4;Branca;Fundamental;Zero;E1
10775;C3;Branca;Fundamental;Um;E1
10776;C4;Nao_branca;Fundamental;Zero;E1
10778;C2;Nao_branca;Medio;Zero;E1
10779;C5;Nao_branca;Medio;Um;D1
10780;C2;Branca;Medio;Zero;D1
10782;C4;Nao_branca;Fundamental;Zero;E1
10783;C4;Nao_branca;Fundamental;Zero;E1
10784;C3;Branca;Medio;Um;D1
10785;C4;Branca;Fundamental;Zero;E1
10786;C5;Nao_branca;Medio;Um;E1
10787;C1;Nao_branca;Fundamental;Um;E1
10788;C4;Nao_branca;Fundamental;Zero;E1
10789;C1;Nao_branca;Superior;Um;C1
10791;C4;Nao_branca;Fundamental;Zero;E1
10792;C3;Branca;Superior;Um;D1
10793;C5;Nao_branca;Medio;Um;D1
10794;C4;Nao_branca;Fundamental;Zero;E1
10795;C1;Nao_branca;Fundamental;Um;E1
10797;C3;Branca;Medio;Um;D1
10798;C1;Nao_branca;Fundamental;Um;E1
10800;C1;Branca;Superior;Um;E1
10803;C5;Nao_branca;Medio;Um;D1
10804;C4;Branca;Fundamental;Zero;E1
10805;C5;Branca;Medio;Um;E1
10806;C4;Branca;Fundamental;Zero;E1
10807;C1;Branca;Superior;Dois;E1
10808;C1;Nao_branca;Fundamental;Um;E1
10809;C5;Branca;Medio;Um;E1
10810;C4;Nao_branca;Fundamental;Zero;D1
10811;C1;Nao_branca;Superior;Dois;E1
10812;C1;Nao_branca;Fundamental;Um;E1
10813;C3;Nao_branca;Fundamental;Um;D1
10815;C1;Nao_branca;Superior;Um;E1
10818;C4;Nao_branca;Fundamental;Zero;E1
10820;C5;Branca;Medio;Um;E1
10823;C3;Branca;Medio;Um;D1
10824;C1;Nao_branca;Superior;Um;D1
10825;C4;Nao_branca;Fundamental;Zero;E1
10826;C3;Branca;Fundamental;Um;E1
10827;C5;Branca;Medio;Um;E1
10830;C4;Nao_branca;Fundamental;Zero;E1
10831;C2;Nao_branca;Medio;Zero;E1
10833;C3;Nao_branca;Fundamental;Um;D1
10834;C3;Branca;Medio;Um;D1
10835;C1;Branca;Superior;Zero;E1
10836;C5;Nao_branca;Medio;Um;C1
10837;C2;Branca;NuncaEstudou;Zero;E1
10838;C2;Nao_branca;Medio;Zero;E1
10839;C5;Nao_branca;Medio;Um;E1
10841;C2;Branca;Medio;Zero;E1
10842;C2;Nao_branca;Medio;Zero;E1
10843;C1;Nao_branca;Fundamental;Um;E1
10845;C3;Branca;Fundamental;Um;E1
10847;C5;Nao_branca;Medio;Um;E1
10848;C3;Branca;Fundamental;Dois;E1
10849;C3;Branca;Fundamental;Um;E1
10850;C3;Branca;Fundamental;Dois;C1
10851;C5;Branca;Medio;Um;E1
10852;C3;Branca;Medio;Um;D1
10853;C4;Nao_branca;Fundamental;Zero;E1
10855;C1;Nao_branca;Superior;Zero;D1
10856;C3;Branca;Fundamental;Um;E1
10858;C5;Nao_branca;Medio;Um;D1
10859;C2;Branca;Medio;Dois;C1
10860;C2;Branca;Medio;Zero;E1
10861;C1;Branca;Superior;Zero;E1
10865;C3;Nao_branca;Fundamental;Um;D1
10866;C4;Nao_branca;Fundamental;Zero;E1
10867;C5;Branca;Medio;Um;E1
10868;C4;Nao_branca;Fundamental;Zero;D1
10869;C5;Nao_branca;Medio;Um;E1
10870;C1;Nao_branca;Fundamental;Um;E1
10871;C5;Nao_branca;Medio;Um;E1
10872;C5;Nao_branca;Medio;Um;E1
10873;C2;Branca;Medio;Quatro_ou_mais;C1
10875;C4;Branca;Fundamental;Zero;E1
10877;C4;Nao_branca;Fundamental;Zero;E1
10878;C3;Branca;Fundamental;Um;E1
10879;C5;Nao_branca;Medio;Um;E1
10880;C2;Nao_branca;Medio;Zero;E1
10881;C3;Branca;Fundamental;Um;E1
10882;C4;Nao_branca;Fundamental;Zero;E1
10883;C3;Branca;Fundamental;Zero;D1
10884;C3;Branca;Fundamental;Um;E1
10886;C5;Nao_branca;Medio;Um;D1
10887;C3;Branca;Fundamental;Um;E1
10888;C1;Branca;Superior;Um;B1
10889;C5;Nao_branca;Medio;Um;E1
10890;C5;Nao_branca;Medio;Um;E1
10891;C5;Nao_branca;Medio;Um;E1
10893;C2;Nao_branca;Medio;Zero;E1
10894;C2;Nao_branca;Medio;Zero;E1
10895;C5;Nao_branca;Medio;Um;E1
10896;C4;Branca;Fundamental;Zero;E1
10898;C1;Branca;NuncaEstudou;Um;E1
10899;C1;Nao_branca;Fundamental;Um;E1
10900;C3;Branca;Superior;Um;D1
10901;C3;Branca;Fundamental;Um;E1
10902;C1;Branca;Superior;Zero;E1
10903;C3;Branca;Superior;Zero;D1
10904;C3;Branca;Medio;Um;D1
10905;C1;Nao_branca;Fundamental;Um;E1
10906;C3;Nao_branca;Fundamental;Um;D1
10908;C4;Branca;Fundamental;Zero;E1
10909;C1;Nao_branca;Superior;Zero;D1
10910;C3;Branca;Fundamental;Um;E1
10911;C3;Branca;Fundamental;Um;E1
10912;C2;Branca;Medio;Zero;E1
10913;C4;Nao_branca;Fundamental;Zero;E1
10914;C5;Nao_branca;Medio;Um;E1
10915;C2;Branca;Medio;Zero;D1
10916;C1;Branca;Superior;Um;E1
10917;C3;Branca;Fundamental;Um;C1
10918;C2;Nao_branca;Medio;Zero;E1
10919;C5;Nao_branca;Medio;Um;E1
10920;C2;Nao_branca;Medio;Zero;D1
10921;C3;Branca;Superior;Um;D1
10922;C5;Nao_branca;Medio;Um;C1
10924;C1;Nao_branca;Fundamental;Um;E1
10926;C2;Nao_branca;Medio;Zero;E1
10927;C2;Nao_branca;Medio;Zero;E1
10929;C1;Nao_branca;Superior;Zero;D1
10930;C3;Branca;Medio;Um;D1
10931;C1;Branca;Superior;Zero;E1
10932;C4;Nao_branca;Fundamental;Zero;E1
10933;C3;Nao declarado;Medio;Um;D1
10935;C4;Nao_branca;Fundamental;Zero;E1
10937;C4;Branca;Fundamental;Zero;E1
10938;C1;Branca;Superior;Um;C1
10939;C5;Nao_branca;Medio;Um;E1
10940;C4;Nao_branca;Fundamental;Zero;E1
10941;C3;Branca;Fundamental;Um;E1
10942;C4;Nao_branca;Fundamental;Zero;E1
10943;C3;Branca;Fundamental;Zero;D1
10944;C1;Nao_branca;Fundamental;Um;E1
10947;C3;Branca;Medio;Dois;D1
10948;C3;Branca;Medio;Um;D1
10949;C2;Nao_branca;NuncaEstudou;Zero;E1
10950;C5;Nao_branca;Medio;Um;D1
10952;C1;Nao_branca;Fundamental;Um;E1
10953;C4;Branca;Fundamental;Zero;E1
10954;C2;Nao_branca;Medio;Zero;E1
10955;C5;Branca;Medio;Um;E1
10956;C4;Nao_branca;Fundamental;Zero;E1
10957;C2;Nao_branca;Medio;Zero;E1
10958;C4;Nao_branca;Fundamental;Zero;D1
10961;C5;Nao_branca;Medio;Um;E1
10962;C5;Branca;Medio;Um;E1
10963;C5;Nao_branca;Medio;Um;E1
10964;C4;Nao_branca;Fundamental;Zero;E1
10965;C3;Branca;Superior;Um;D1
10966;C5;Nao_branca;Medio;Um;C1
10967;C4;Nao_branca;Fundamental;Zero;E1
10968;C3;Branca;Superior;Um;D1
10969;C2;Nao_branca;Medio;Zero;E1
10971;C4;Nao_branca;Fundamental;Zero;E1
10972;C1;Nao_branca;Superior;Dois;D1
10973;C1;Branca;Superior;Um;C1
10974;C4;Nao_branca;Fundamental;Zero;E1
10975;C5;Nao_branca;Medio;Um;D1
10977;C3;Branca;Fundamental;Um;E1
10978;C4;Nao_branca;Fundamental;Zero;E1
10979;C5;Nao_branca;Medio;Um;E1
10980;C2;Nao_branca;Medio;Zero;E1
10982;C5;Branca;Medio;Um;E1
10984;C1;Nao_branca;Fundamental;Um;E1
10985;C1;Nao_branca;Superior;Um;E1
10987;C2;Nao_branca;Medio;Zero;E1
10990;C2;Nao_branca;Medio;Zero;E1
10991;C1;Nao_branca;Fundamental;Um;E1
10992;C4;Nao_branca;Fundamental;Zero;E1
10993;C4;Branca;Fundamental;Zero;E1
10994;C1;Nao_branca;Fundamental;Um;E1
10995;C5;Nao_branca;Medio;Um;E1
10996;C2;Branca;Medio;Zero;E1
10997;C3;Branca;Superior;Um;D1
10998;C3;Nao_branca;Fundamental;Um;D1
10999;C5;Branca;Medio;Um;E1
11000;C3;Branca;Medio;Um;D1
11001;C2;Nao_branca;NuncaEstudou;Zero;E1
11002;C3;Nao_branca;Fundamental;Um;D1
