ID_MUNICIPIO;ID_ESCOLA;ID_DEPENDENCIA_ADM;ID_SERIE;ID_ALUNO;PROFICIENCIA_LP_SAEB;PROFICIENCIA_MT_SAEB;IN_PREENCHIMENTO_QUESTIONARIO;RAÇA/COR;nivelEstudoMae
3138609;31069001;Municipal;5;38480707;254.906976;242.224747;Sim;Branca;Sem informações
3138609;31069001;Municipal;5;38480708;;;Não;.;.
3138609;31069001;Municipal;5;38480709;290.49222;323.518237;Sim;Parda;SuperiorCompleto
3138609;31069001;Municipal;5;38480710;220.32041;211.751411;Sim;Branca;FundamentalIncompleto
3138609;31069001;Municipal;5;38480711;292.899194;250.518553;Sim;Branca;SuperiorCompleto
3138609;31069001;Municipal;5;38480712;274.19665;277.656291;Sim;Branca;SuperiorCompleto
3138609;31069001;Municipal;5;38480713;159.450948;217.329186;Sim;Parda;MédioCompleto
3138609;31069001;Municipal;5;38481034;254.970774;306.535912;Sim;Branca;Sem informações
3138609;31069001;Municipal;5;38481035;193.060765;219.118858;Sim;Branca;Sem informações
3138609;31069001;Municipal;5;38481036;221.03475;205.519081;Sim;Parda;Sem informações
3138609;31069001;Municipal;5;38481037;;;Não;.;.
3138609;31069001;Municipal;5;38481038;212.723586;156.707417;Sim;Branca;MédioCompleto
3138609;31069001;Municipal;5;38503124;243.906484;267.316601;Sim;Branca;Sem informações
3138609;31069001;Municipal;5;38503125;327.414745;317.957342;Sim;Branca;Sem informações
3138609;31069001;Municipal;5;38503126;223.664687;247.283953;Sim;Parda;MédioCompleto
3138609;31069001;Municipal;5;38503127;325.832353;209.971408;Sim;Branca;SuperiorCompleto
3138609;31069001;Municipal;5;38503128;233.55962;281.901257;Sim;Branca;MédioCompleto
3138609;31069001;Municipal;5;38503129;185.853892;196.126711;Sim;Outros;Sem informações
3138609;31069001;Municipal;5;38503130;221.805286;187.47184;Sim;Branca;Sem informações
3138609;31069001;Municipal;5;38503131;267.585116;267.633623;Sim;Parda;SuperiorCompleto
3138609;31069001;Municipal;5;38503132;208.345041;244.588545;Sim;Parda;FundamentalCompleto
3138609;31069001;Municipal;5;38503133;300.964917;229.407071;Sim;Preta;FundamentalCompleto
3138609;31069001;Municipal;5;38503134;;;Não;.;.
3138609;31069001;Municipal;5;38503135;171.246217;275.374654;Sim;Branca;*
3138609;31069001;Municipal;5;38503136;;;Não;.;.
3138609;31069001;Municipal;5;38503137;269.157315;253.421321;Sim;Branca;MédioCompleto
3138609;31069001;Municipal;5;38503138;292.010042;246.758062;Sim;Não declarado;Sem informações
3138609;31069001;Municipal;5;38530263;207.746066;211.545057;Sim;Parda;FundamentalIncompleto
3138609;31069001;Municipal;5;38530264;131.927957;161.646063;Sim;Não declarado;Sem informações
3138609;31069001;Municipal;5;38530265;219.891728;278.112596;Sim;Parda;Sem informações
3138609;31069001;Municipal;5;38530266;234.493728;233.296618;Sim;Branca;FundamentalCompleto
3138609;31069001;Municipal;5;38530267;250.994355;314.770194;Sim;Parda;MédioCompleto
3138609;31069001;Municipal;5;38530268;179.557932;224.344791;Sim;Parda;FundamentalIncompleto
3138609;31069001;Municipal;5;38530269;208.243173;223.591027;Sim;Parda;Sem informações
3138609;31069001;Municipal;5;38530270;190.695772;238.987463;Sim;Parda;Sem informações
3138609;31069001;Municipal;5;38530271;222.493292;254.445325;Sim;Branca;Sem informações
3138609;31069001;Municipal;5;38530272;259.746101;208.70159;Sim;Parda;Sem informações
3138609;31069001;Municipal;5;38530273;111.720263;110.459925;Sim;Preta;Sem informações
3138609;31069001;Municipal;5;38530274;230.196446;261.267095;Sim;Branca;SuperiorCompleto
3138609;31069001;Municipal;5;38530275;254.733817;280.836788;Sim;Outros;Sem informações
3138609;31069001;Municipal;5;38533930;209.384432;163.18422;Sim;Branca;FundamentalCompleto
3138609;31069001;Municipal;5;38533931;240.289495;300.153903;Sim;Parda;MédioCompleto
3138609;31069001;Municipal;5;38533932;207.337989;210.087944;Sim;Parda;Sem informações
3138609;31069001;Municipal;5;38534273;141.341264;166.857352;Sim;Parda;Sem informações
3138609;31069001;Municipal;5;38534274;265.095006;248.374132;Sim;Parda;MédioCompleto
3138609;31069001;Municipal;5;38534275;179.504602;173.840036;Sim;*;MédioCompleto
3138609;31069001;Municipal;5;38534276;297.468086;252.349474;Sim;Branca;Sem informações
3138609;31069001;Municipal;5;38534277;315.818859;287.021497;Sim;Branca;SuperiorCompleto
3138609;31069001;Municipal;5;38534278;240.991274;256.612997;Sim;Branca;Sem informações
3138609;31069001;Municipal;5;38534279;147.306663;179.932468;Sim;Preta;Sem informações
3138609;31069001;Municipal;5;38534280;172.351886;224.551425;Sim;Parda;Sem informações
