;TP_COR_RACA;Escolaridae_mae;PC;ClasseSocial
192;Nao_branca;Superior;Zero;E
193;Branca;Medio;Zero;E
194;Branca;Superior;Zero;E
195;Nao_branca;Superior;Zero;E
196;Nao_branca;Superior;Zero;E
197;Nao_branca;Superior;Zero;E
198;Nao_branca;Superior;Zero;E
199;Nao_branca;Medio;Um;E
206;Nao_branca;FundamentalIncompleto;Zero;E
207;Nao_branca;FundamentalCompleto;Um;E
208;Branca;Medio;Zero;E
209;Nao_branca;Medio;Zero;E
211;Nao_branca;Medio;Um;E
212;Branca;FundamentalIncompleto;Zero;E
214;Branca;Medio;Zero;E
216;Branca;Medio;Um;E
218;Nao_branca;Medio;Zero;E
219;Nao_branca;Medio;Zero;E
221;Nao_branca;FundamentalCompleto;Zero;E
222;Nao_branca;FundamentalIncompleto;Zero;E
223;Branca;FundamentalIncompleto;Zero;E
224;Nao_branca;Superior;Um;E
225;Nao_branca;Medio;Um;E
228;Nao_branca;Medio;Zero;E
231;Nao_branca;FundamentalCompleto;Um;E
232;Nao_branca;Medio;Zero;E
235;Branca;FundamentalIncompleto;Zero;E
237;Nao_branca;Medio;Um;E
238;Nao_branca;FundamentalCompleto;Zero;E
239;Nao_branca;Medio;Zero;E
240;Nao_branca;Medio;Dois;E
242;Nao_branca;Medio;Zero;E
244;Nao_branca;FundamentalCompleto;Zero;E
246;Nao_branca;Medio;Zero;E
247;Nao_branca;Superior;Um;E
248;Branca;Superior;Zero;E
249;Nao_branca;Superior;Zero;E
250;Branca;Medio;Zero;E
252;Nao_branca;FundamentalCompleto;Zero;E
253;Nao_branca;FundamentalCompleto;Zero;E
254;Nao_branca;FundamentalIncompleto;Um;E
255;Branca;Medio;Zero;E
256;Branca;Superior;Dois;B
258;Branca;Medio;Zero;E
260;Nao_branca;Medio;Um;E
261;Nao_branca;Superior;Zero;E
263;Nao_branca;FundamentalIncompleto;Zero;E
264;Nao_branca;Medio;Zero;D
265;Nao_branca;FundamentalIncompleto;Zero;E
266;Nao_branca;Medio;Zero;E
267;Nao_branca;Medio;Zero;E
268;Nao_branca;FundamentalCompleto;Zero;D
269;Nao_branca;Medio;Zero;E
270;Branca;Medio;Dois;C
274;Nao_branca;FundamentalCompleto;Zero;E
275;Branca;Medio;Um;E
276;Nao_branca;Medio;Zero;D
277;Nao_branca;Medio;Zero;E
278;Nao_branca;Medio;Um;E
280;Nao_branca;Medio;Um;E
281;Nao_branca;FundamentalCompleto;Um;E
283;Branca;FundamentalIncompleto;Zero;E
284;Branca;FundamentalIncompleto;Zero;E
286;Branca;Superior;Um;E
287;Branca;Medio;Zero;E
288;Nao_branca;FundamentalCompleto;Zero;E
289;Branca;Superior;Um;E
290;Nao_branca;Medio;Zero;E
291;Nao_branca;Medio;Zero;E
292;Branca;Medio;Zero;E
294;Nao_branca;Medio;Zero;E
296;Branca;Medio;Zero;E
297;Nao_branca;Superior;Zero;E
299;Nao_branca;Medio;Um;E
300;Nao_branca;FundamentalIncompleto;Um;E
301;Nao_branca;FundamentalCompleto;Zero;E
302;Branca;FundamentalIncompleto;Zero;E
306;Branca;FundamentalIncompleto;Zero;E
307;Branca;Medio;Zero;D
309;Nao_branca;Medio;Um;D
310;Nao_branca;Superior;Zero;E
311;Nao_branca;FundamentalCompleto;Zero;E
312;Nao_branca;FundamentalIncompleto;Zero;E
313;Nao_branca;Medio;Zero;E
314;Branca;Medio;Zero;E
315;Nao_branca;Medio;Zero;E
316;Nao_branca;FundamentalCompleto;Zero;E
317;Nao_branca;FundamentalIncompleto;Um;E
319;Branca;Medio;Um;E
321;Nao_branca;FundamentalCompleto;Um;E
322;Nao_branca;Medio;Um;E
326;Nao_branca;Superior;Dois;D
327;Nao_branca;FundamentalCompleto;Zero;E
328;Branca;Medio;Zero;B
329;Branca;FundamentalIncompleto;Zero;E
330;Nao_branca;FundamentalIncompleto;Zero;E
331;Branca;Medio;Zero;E
332;Nao_branca;Medio;Um;E
333;Nao_branca;Superior;Um;E
334;Nao_branca;Medio;Zero;E
338;Nao_branca;Medio;Um;D
339;Nao_branca;FundamentalIncompleto;Zero;E
340;Nao declarado;FundamentalCompleto;Zero;E
341;Nao_branca;Superior;Zero;E
342;Nao_branca;FundamentalCompleto;Zero;E
345;Nao_branca;FundamentalCompleto;Zero;E
348;Nao_branca;FundamentalCompleto;Zero;E
349;Nao_branca;FundamentalIncompleto;Zero;E
351;Nao_branca;Medio;Zero;E
354;Nao_branca;Medio;Um;E
357;Nao_branca;FundamentalCompleto;Zero;E
358;Nao_branca;Superior;Zero;D
359;Nao_branca;Medio;Um;E
360;Nao_branca;Medio;Zero;E
361;Branca;Medio;Zero;E
362;Nao_branca;FundamentalCompleto;Zero;E
363;Nao_branca;Medio;Um;E
364;Nao_branca;Superior;Zero;D
367;Nao_branca;Medio;Um;E
368;Nao_branca;FundamentalIncompleto;Zero;E
370;Nao_branca;FundamentalCompleto;Zero;E
371;Branca;Superior;Zero;E
372;Nao_branca;FundamentalIncompleto;Um;E
373;Nao_branca;FundamentalIncompleto;Um;E
375;Nao_branca;Medio;Zero;E
376;Nao_branca;Medio;Zero;E
381;Branca;FundamentalCompleto;Zero;E
383;Nao_branca;Medio;Zero;E
384;Nao_branca;FundamentalIncompleto;Zero;E
385;Nao_branca;FundamentalIncompleto;Zero;E
387;Nao_branca;Superior;Um;D
388;Nao_branca;Superior;Zero;E
390;Nao_branca;Medio;Zero;E
393;Nao_branca;NuncaEstudou;Zero;E
394;Nao_branca;Superior;Um;E
396;Nao_branca;Medio;Um;E
397;Nao_branca;Superior;Zero;E
399;Branca;Medio;Um;E
401;Nao_branca;Superior;Dois;C
402;Nao_branca;Medio;Zero;E
403;Nao_branca;Medio;Um;E
404;Nao_branca;FundamentalCompleto;Zero;E
405;Branca;FundamentalIncompleto;Zero;E
406;Nao_branca;FundamentalCompleto;Zero;E
408;Nao_branca;Superior;Zero;D
409;Nao_branca;Superior;Zero;E
411;Branca;FundamentalIncompleto;Um;D
412;Nao_branca;FundamentalIncompleto;Zero;E
413;Nao_branca;Medio;Zero;E
415;Nao_branca;Medio;Zero;E
416;Nao_branca;Superior;Zero;E
417;Nao_branca;FundamentalIncompleto;Zero;E
418;Nao_branca;FundamentalIncompleto;Zero;E
419;Branca;Medio;Um;D
420;Nao_branca;FundamentalCompleto;Zero;E
421;Branca;Superior;Zero;D
422;Branca;FundamentalIncompleto;Zero;E
423;Nao_branca;Medio;Zero;E
424;Branca;Medio;Zero;E
425;Nao_branca;FundamentalCompleto;Dois;E
427;Nao_branca;Medio;Zero;E
429;Nao_branca;FundamentalIncompleto;Um;E
431;Nao_branca;Medio;Zero;E
432;Nao_branca;FundamentalIncompleto;Zero;E
433;Branca;Superior;Zero;D
434;Nao_branca;Medio;Zero;E
435;Nao_branca;FundamentalIncompleto;Zero;E
436;Nao_branca;Medio;Zero;E
437;Nao_branca;Superior;Um;E
438;Nao_branca;Medio;Um;D
440;Nao_branca;FundamentalIncompleto;Um;E
441;Nao_branca;FundamentalIncompleto;Zero;E
444;Nao_branca;Superior;Um;E
445;Branca;FundamentalIncompleto;Zero;E
446;Branca;Superior;Tres;C
447;Nao_branca;FundamentalCompleto;Zero;E
449;Branca;Medio;Zero;C
451;Branca;Superior;Um;D
452;Branca;Medio;Um;E
453;Branca;Medio;Zero;E
454;Branca;Superior;Zero;E
455;Nao_branca;Medio;Zero;E
456;Nao_branca;FundamentalIncompleto;Zero;E
458;Nao_branca;Superior;Zero;E
461;Nao_branca;Superior;Um;D
465;Nao_branca;FundamentalCompleto;Zero;E
468;Nao_branca;Medio;Zero;E
470;Nao_branca;FundamentalIncompleto;Zero;E
473;Nao_branca;Superior;Zero;E
474;Nao_branca;Medio;Zero;E
476;Nao_branca;Superior;Um;C
477;Nao_branca;Medio;Zero;E
478;Nao_branca;FundamentalIncompleto;Zero;E
480;Branca;Medio;Zero;E
481;Nao_branca;Superior;Um;E
483;Branca;Medio;Zero;E
484;Nao_branca;Medio;Zero;E
485;Branca;FundamentalIncompleto;Zero;E
488;Nao_branca;FundamentalIncompleto;Zero;D
489;Nao_branca;Superior;Um;E
491;Branca;FundamentalCompleto;Um;E
493;Branca;Medio;Zero;E
494;Nao_branca;Medio;Zero;E
499;Nao_branca;Medio;Um;E
500;Branca;FundamentalIncompleto;Zero;E
501;Branca;Medio;Zero;E
503;Nao_branca;Medio;Zero;E
504;Nao_branca;Superior;Zero;D
505;Branca;Medio;Zero;E
506;Nao_branca;Medio;Zero;E
508;Nao_branca;Medio;Zero;E
509;Nao_branca;Superior;Zero;E
510;Nao_branca;Medio;Zero;E
511;Nao_branca;Superior;Um;D
512;Branca;Superior;Tres;B
513;Nao_branca;FundamentalIncompleto;Zero;E
514;Nao_branca;FundamentalCompleto;Um;E
515;Nao_branca;Medio;Zero;E
516;Nao_branca;Medio;Zero;E
517;Nao_branca;Superior;Um;E
519;Nao_branca;Superior;Um;C
520;Branca;Superior;Zero;D
523;Nao_branca;FundamentalIncompleto;Zero;E
529;Nao_branca;NuncaEstudou;Zero;E
530;Nao_branca;Superior;Um;D
532;Branca;Medio;Zero;E
533;Nao_branca;Medio;Zero;E
534;Branca;Medio;Zero;E
535;Branca;Superior;Zero;D
536;Nao_branca;Medio;Zero;E
537;Nao_branca;Medio;Um;E
538;Nao_branca;Medio;Zero;E
541;Nao_branca;Medio;Zero;E
542;Nao_branca;Superior;Zero;E
546;Branca;Superior;Zero;D
547;Nao_branca;Medio;Um;E
548;Nao_branca;Superior;Um;C
551;Nao_branca;Medio;Zero;E
552;Branca;FundamentalCompleto;Um;E
555;Nao_branca;Superior;Um;D
561;Nao_branca;FundamentalIncompleto;Zero;E
562;Nao_branca;Superior;Um;D
563;Nao_branca;FundamentalIncompleto;Zero;E
566;Nao_branca;Medio;Zero;E
567;Nao_branca;FundamentalIncompleto;Zero;E
569;Branca;Medio;Zero;E
570;Nao_branca;Medio;Zero;E
572;Nao_branca;Superior;Zero;E
574;Nao_branca;FundamentalCompleto;Zero;E
576;Nao_branca;Medio;Zero;E
577;Branca;FundamentalIncompleto;Zero;E
579;Nao_branca;FundamentalCompleto;Zero;E
580;Branca;Medio;Um;D
582;Nao_branca;Medio;Zero;E
584;Nao_branca;Medio;Zero;E
585;Nao_branca;FundamentalIncompleto;Zero;D
586;Nao_branca;Medio;Um;E
587;Nao_branca;Medio;Zero;E
588;Nao_branca;FundamentalCompleto;Zero;E
590;Nao_branca;Medio;Zero;D
591;Nao_branca;FundamentalCompleto;Zero;E
593;Nao_branca;Medio;Zero;E
594;Nao_branca;FundamentalIncompleto;Zero;E
595;Nao_branca;Superior;Um;C
598;Nao_branca;Superior;Zero;E
599;Nao_branca;FundamentalCompleto;Zero;D
600;Branca;FundamentalCompleto;Zero;E
601;Nao_branca;Superior;Um;E
602;Nao_branca;Medio;Zero;E
604;Branca;Superior;Zero;D
605;Nao_branca;Superior;Um;E
607;Branca;Superior;Zero;E
609;Nao_branca;Medio;Zero;E
610;Nao_branca;FundamentalCompleto;Zero;E
611;Branca;Superior;Zero;E
612;Nao_branca;FundamentalIncompleto;Um;E
614;Branca;Medio;Zero;E
615;Nao_branca;Medio;Zero;E
616;Nao_branca;Medio;Um;E
617;Nao_branca;Medio;Zero;E
618;Nao_branca;FundamentalCompleto;Zero;E
619;Nao_branca;FundamentalIncompleto;Zero;E
620;Nao_branca;Superior;Zero;E
625;Nao_branca;Medio;Zero;E
626;Branca;FundamentalCompleto;Um;E
627;Nao_branca;Medio;Um;D
628;Nao_branca;Medio;Zero;E
630;Nao_branca;Superior;Um;C
631;Nao_branca;Medio;Zero;D
633;Branca;FundamentalIncompleto;Zero;E
635;Branca;Medio;Zero;E
636;Nao_branca;Medio;Zero;E
637;Branca;Superior;Zero;D
638;Nao_branca;Medio;Zero;E
640;Branca;Medio;Zero;E
641;Branca;Medio;Zero;E
643;Nao_branca;Medio;Zero;E
644;Nao_branca;FundamentalCompleto;Um;D
645;Nao_branca;Medio;Zero;E
646;Nao_branca;Medio;Dois;E
647;Branca;Medio;Zero;E
648;Nao declarado;FundamentalIncompleto;Zero;E
650;Branca;Medio;Zero;D
652;Nao_branca;Medio;Um;E
653;Nao_branca;Medio;Zero;D
654;Nao_branca;FundamentalIncompleto;Zero;E
656;Nao_branca;Medio;Um;E
657;Nao_branca;Medio;Zero;E
658;Nao_branca;FundamentalIncompleto;Zero;E
659;Nao_branca;Medio;Dois;D
660;Nao_branca;FundamentalIncompleto;Zero;E
661;Nao_branca;Medio;Zero;E
662;Nao_branca;Superior;Zero;E
663;Branca;Medio;Um;E
664;Nao_branca;FundamentalIncompleto;Zero;E
668;Nao_branca;FundamentalCompleto;Zero;E
669;Nao_branca;Superior;Zero;E
670;Nao_branca;Medio;Zero;E
671;Branca;Medio;Um;E
675;Branca;FundamentalIncompleto;Zero;E
676;Nao_branca;Medio;Zero;E
677;Nao_branca;Medio;Um;E
678;Nao_branca;Superior;Um;E
679;Branca;Superior;Zero;D
683;Nao_branca;Medio;Um;E
685;Nao_branca;NuncaEstudou;Zero;E
686;Nao_branca;Superior;Zero;E
688;Nao_branca;FundamentalIncompleto;Zero;E
691;Nao_branca;FundamentalIncompleto;Zero;E
693;Nao_branca;Superior;Um;E
694;Nao_branca;FundamentalIncompleto;Zero;E
695;Nao_branca;Medio;Zero;E
697;Nao_branca;FundamentalCompleto;Zero;E
699;Branca;Medio;Zero;E
702;Nao_branca;FundamentalCompleto;Zero;E
703;Nao_branca;FundamentalIncompleto;Zero;E
704;Nao_branca;Medio;Um;E
705;Branca;Medio;Um;D
706;Branca;Medio;Zero;E
707;Nao_branca;Medio;Zero;E
708;Nao_branca;Medio;Zero;E
711;Nao_branca;FundamentalCompleto;Um;E
714;Branca;FundamentalCompleto;Zero;E
715;Nao_branca;Medio;Zero;E
716;Nao_branca;FundamentalCompleto;Um;E
717;Nao_branca;Medio;Um;E
718;Nao_branca;FundamentalIncompleto;Zero;E
720;Nao_branca;FundamentalIncompleto;Zero;E
721;Nao_branca;FundamentalIncompleto;Zero;D
722;Nao_branca;FundamentalCompleto;Zero;E
723;Nao_branca;FundamentalIncompleto;Zero;D
725;Nao_branca;Medio;Zero;E
727;Nao_branca;Superior;Zero;D
729;Nao_branca;Medio;Zero;E
731;Nao_branca;FundamentalCompleto;Zero;E
732;Nao_branca;Superior;Zero;C
733;Nao_branca;FundamentalCompleto;Zero;E
734;Nao_branca;Medio;Um;E
736;Nao_branca;Medio;Zero;E
737;Branca;Superior;Dois;D
738;Nao_branca;Medio;Zero;E
739;Nao_branca;Medio;Um;E
740;Branca;Superior;Zero;E
741;Nao_branca;FundamentalIncompleto;Zero;E
742;Nao_branca;FundamentalIncompleto;Zero;E
743;Nao_branca;FundamentalIncompleto;Zero;E
745;Nao_branca;Medio;Um;D
746;Nao_branca;NuncaEstudou;Zero;E
747;Nao_branca;Medio;Zero;E
749;Nao_branca;FundamentalCompleto;Zero;E
751;Nao_branca;FundamentalIncompleto;Um;E
752;Nao_branca;NuncaEstudou;Zero;E
755;Nao_branca;FundamentalIncompleto;Zero;E
756;Branca;Medio;Zero;D
757;Branca;FundamentalCompleto;Um;E
758;Nao_branca;NuncaEstudou;Zero;E
759;Nao_branca;FundamentalCompleto;Zero;E
760;Nao_branca;FundamentalCompleto;Zero;E
761;Nao_branca;Medio;Um;E
763;Branca;Superior;Um;D
764;Nao_branca;FundamentalCompleto;Zero;E
766;Branca;FundamentalIncompleto;Um;E
768;Nao_branca;Medio;Zero;E
769;Nao_branca;FundamentalCompleto;Zero;E
770;Nao_branca;FundamentalCompleto;Zero;E
771;Nao_branca;Superior;Um;E
772;Branca;Medio;Zero;E
774;Nao_branca;FundamentalCompleto;Zero;E
775;Nao_branca;FundamentalCompleto;Zero;E
778;Branca;FundamentalIncompleto;Um;E
780;Nao_branca;Medio;Zero;E
781;Nao_branca;Medio;Zero;E
784;Nao_branca;Medio;Um;E
785;Nao_branca;Medio;Zero;E
786;Nao_branca;NuncaEstudou;Zero;E
787;Branca;Superior;Um;D
788;Nao_branca;FundamentalCompleto;Zero;E
792;Nao_branca;FundamentalIncompleto;Zero;E
794;Nao_branca;FundamentalCompleto;Zero;E
795;Nao_branca;Superior;Um;D
797;Nao_branca;Superior;Zero;E
798;Nao_branca;Medio;Zero;E
799;Nao_branca;Medio;Zero;E
801;Branca;Superior;Um;E
802;Nao_branca;Medio;Um;E
803;Nao_branca;Superior;Zero;E
804;Branca;FundamentalCompleto;Zero;E
805;Nao_branca;Medio;Zero;C
806;Nao_branca;FundamentalCompleto;Zero;E
808;Nao_branca;FundamentalIncompleto;Zero;E
809;Nao_branca;Medio;Um;E
811;Nao_branca;Medio;Zero;E
812;Nao_branca;FundamentalIncompleto;Zero;D
813;Nao_branca;Medio;Zero;E
816;Nao_branca;FundamentalCompleto;Zero;E
817;Nao_branca;FundamentalIncompleto;Zero;E
819;Nao_branca;Medio;Zero;D
820;Nao_branca;FundamentalCompleto;Zero;E
822;Branca;FundamentalCompleto;Um;E
823;Nao_branca;FundamentalIncompleto;Zero;E
826;Branca;Medio;Zero;E
827;Branca;Medio;Zero;E
831;Branca;FundamentalCompleto;Zero;E
833;Nao_branca;Medio;Um;E
834;Nao_branca;Superior;Zero;E
836;Nao_branca;FundamentalCompleto;Um;E
837;Nao_branca;FundamentalIncompleto;Zero;E
838;Branca;FundamentalIncompleto;Zero;E
839;Nao_branca;Medio;Zero;E
840;Nao_branca;Medio;Zero;E
843;Nao_branca;Medio;Um;D
844;Nao_branca;FundamentalCompleto;Zero;E
846;Branca;FundamentalIncompleto;Zero;E
848;Branca;Superior;Um;E
849;Nao_branca;Medio;Um;E
850;Nao_branca;FundamentalIncompleto;Zero;E
852;Nao_branca;Medio;Zero;E
853;Nao_branca;Medio;Zero;E
854;Nao_branca;Medio;Um;E
856;Nao_branca;FundamentalIncompleto;Um;D
857;Nao_branca;Medio;Zero;E
858;Nao_branca;Medio;Zero;E
859;Nao_branca;Superior;Zero;E
860;Nao_branca;FundamentalCompleto;Zero;E
862;Nao_branca;Medio;Zero;E
863;Branca;Medio;Um;D
865;Nao_branca;Medio;Um;D
866;Branca;Superior;Dois;C
869;Nao_branca;Superior;Um;E
871;Nao_branca;Medio;Zero;E
872;Branca;Medio;Zero;E
876;Nao_branca;Medio;Um;E
877;Nao_branca;FundamentalCompleto;Um;E
878;Branca;FundamentalCompleto;Zero;E
880;Nao_branca;Medio;Zero;E
882;Branca;FundamentalIncompleto;Zero;E
884;Nao_branca;FundamentalIncompleto;Zero;E
885;Nao_branca;Medio;Zero;E
886;Branca;Medio;Zero;E
887;Nao_branca;FundamentalIncompleto;Um;E
889;Branca;Superior;Um;D
893;Nao_branca;FundamentalIncompleto;Zero;E
894;Nao_branca;FundamentalCompleto;Zero;E
895;Nao_branca;Medio;Zero;E
897;Branca;Medio;Um;E
898;Nao_branca;Medio;Um;E
899;Nao_branca;FundamentalIncompleto;Zero;E
900;Nao_branca;Medio;Zero;E
901;Nao_branca;Superior;Um;E
903;Branca;Medio;Zero;E
904;Branca;Superior;Um;D
905;Nao_branca;Medio;Zero;E
906;Nao_branca;Superior;Um;E
908;Nao_branca;Medio;Zero;D
911;Nao_branca;Superior;Zero;E
912;Branca;Superior;Um;E
913;Nao_branca;Medio;Zero;E
914;Nao_branca;Medio;Zero;E
915;Nao_branca;Superior;Um;D
916;Nao_branca;FundamentalIncompleto;Zero;E
917;Nao_branca;FundamentalIncompleto;Zero;E
920;Nao_branca;Medio;Zero;E
921;Nao_branca;Medio;Zero;E
922;Branca;Superior;Um;E
923;Nao_branca;FundamentalIncompleto;Zero;E
924;Nao_branca;FundamentalCompleto;Um;D
925;Nao_branca;FundamentalCompleto;Zero;E
927;Nao_branca;Medio;Zero;E
929;Nao declarado;FundamentalIncompleto;Zero;E
930;Nao_branca;Superior;Zero;E
932;Nao_branca;FundamentalIncompleto;Zero;E
933;Nao_branca;Superior;Um;E
935;Nao_branca;FundamentalCompleto;Zero;E
936;Nao_branca;FundamentalIncompleto;Zero;E
937;Nao_branca;Medio;Zero;E
940;Nao_branca;Medio;Zero;E
941;Nao_branca;FundamentalIncompleto;Um;E
942;Nao_branca;Medio;Zero;E
945;Nao_branca;FundamentalCompleto;Um;D
946;Nao_branca;FundamentalIncompleto;Zero;E
947;Nao declarado;Medio;Zero;E
948;Nao_branca;Superior;Zero;D
949;Branca;Superior;Zero;E
951;Nao_branca;FundamentalCompleto;Um;E
952;Nao_branca;Medio;Zero;E
953;Nao_branca;Superior;Zero;E
954;Nao_branca;Superior;Um;E
955;Nao_branca;Medio;Um;E
958;Nao_branca;Medio;Um;E
960;Nao_branca;FundamentalCompleto;Zero;E
961;Branca;Superior;Um;E
962;Nao_branca;FundamentalIncompleto;Zero;E
964;Nao_branca;FundamentalCompleto;Zero;E
965;Nao declarado;Medio;Zero;E
966;Nao_branca;Medio;Zero;E
969;Nao_branca;Superior;Zero;D
970;Nao_branca;Medio;Um;E
972;Nao_branca;Medio;Zero;E
974;Nao_branca;Medio;Zero;E
976;Nao_branca;Medio;Zero;E
977;Branca;Superior;Um;E
978;Nao declarado;Superior;Zero;C
979;Nao_branca;Superior;Zero;C
980;Nao_branca;Superior;Zero;E
981;Nao_branca;FundamentalIncompleto;Zero;E
983;Nao_branca;Medio;Um;E
984;Branca;Superior;Um;D
986;Nao_branca;FundamentalIncompleto;Um;E
987;Nao_branca;Medio;Zero;E
988;Nao_branca;Medio;Um;E
990;Nao_branca;Medio;Um;E
991;Nao_branca;Medio;Um;E
993;Nao_branca;FundamentalIncompleto;Zero;E
994;Nao_branca;Medio;Um;E
995;Nao_branca;FundamentalCompleto;Zero;E
996;Nao_branca;Superior;Um;E
997;Nao_branca;FundamentalIncompleto;Zero;E
998;Nao_branca;Medio;Zero;E
999;Nao_branca;FundamentalCompleto;Zero;E
1000;Nao_branca;Medio;Zero;E
1002;Nao_branca;Superior;Um;D
1003;Nao_branca;Medio;Um;E
1004;Nao_branca;FundamentalCompleto;Zero;D
1006;Branca;Superior;Zero;E
1007;Branca;Medio;Zero;E
1008;Nao_branca;Superior;Zero;E
1009;Nao_branca;NuncaEstudou;Zero;E
1010;Nao_branca;Medio;Um;E
1011;Branca;Medio;Zero;E
1012;Nao_branca;Medio;Zero;E
1015;Nao_branca;Medio;Zero;D
1016;Nao_branca;FundamentalIncompleto;Zero;E
1017;Nao_branca;Superior;Zero;E
1020;Nao_branca;Superior;Zero;C
