;Unnamed: 0;NU_INSCRICAO;TP_SEXO;TP_COR_RACA;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;IN_TREINEIRO;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;NO_MUNICIPIO_PROVA;CO_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TP_LINGUA;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025
102;19315;200003333398;F;3;2;0;2;1.0;0;2100055.0;AÃ§ailÃ¢ndia;MA;1.0;1.0;1.0;AÃ§ailÃ¢ndia;21;1;1;1;1;423.3;433.3;529.6;585.9;0;1.0;160.0;180.0;180.0;180.0;180.0;880.0;E;B;A;B;4.0;B;A;B;D;A;B;B;A;A;A;A;A;A;B;B;A;D;A;A;A
103;19379;200001993777;F;3;2;0;2;1.0;0;2112233.0;Trizidela do Vale;MA;2.0;1.0;1.0;Pedreiras;21;1;1;1;1;427.4;569.7;447.8;525.4;0;1.0;100.0;120.0;100.0;80.0;60.0;460.0;D;E;C;B;3.0;A;A;B;C;A;A;B;A;A;A;B;A;A;B;A;A;C;A;A;B
104;19634;200002890743;F;2;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;514.0;504.1;599.1;621.8;1;1.0;140.0;120.0;120.0;140.0;120.0;640.0;E;E;B;B;4.0;B;A;B;C;A;A;B;A;A;B;A;A;A;B;A;A;D;A;A;B
105;20164;200005480818;F;3;2;0;2;1.0;0;2100956.0;Arame;MA;2.0;1.0;1.0;Arame;21;1;1;1;1;404.7;516.9;552.4;477.2;1;1.0;140.0;120.0;120.0;100.0;0.0;480.0;C;D;A;A;5.0;A;A;B;D;A;B;B;A;B;A;A;A;A;B;A;A;B;A;A;A
106;20338;200002437563;M;3;2;0;2;1.0;0;2103307.0;CodÃ³;MA;1.0;2.0;1.0;CodÃ³;21;1;1;1;1;616.0;646.0;571.2;616.4;1;1.0;140.0;140.0;140.0;160.0;180.0;760.0;E;E;C;C;4.0;B;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;B;B;B;B
107;20415;200003432493;F;3;2;0;2;1.0;0;2103000.0;Caxias;MA;2.0;1.0;1.0;Caxias;21;1;1;1;1;521.1;370.4;370.7;410.5;0;1.0;80.0;100.0;80.0;100.0;60.0;420.0;D;E;B;A;3.0;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
108;20430;200001364670;M;3;2;0;2;1.0;0;2105302.0;Imperatriz;MA;1.0;1.0;1.0;Imperatriz;21;1;1;1;1;619.5;592.0;596.7;611.6;0;1.0;120.0;120.0;120.0;140.0;80.0;580.0;E;E;D;D;3.0;H;A;C;C;A;B;B;A;B;B;A;A;A;B;A;A;D;A;C;B
109;20748;200005359941;M;3;2;0;2;1.0;0;2103208.0;Chapadinha;MA;2.0;1.0;1.0;Chapadinha;21;1;1;1;1;452.0;449.2;545.6;536.8;1;1.0;140.0;200.0;200.0;180.0;200.0;920.0;D;B;B;B;4.0;B;A;B;C;A;A;B;A;A;A;B;A;A;B;A;B;C;A;A;B
110;20825;200003391813;F;3;2;0;3;1.0;0;2101400.0;Balsas;MA;4.0;1.0;1.0;Balsas;21;1;1;1;1;580.1;559.9;588.0;620.3;0;1.0;160.0;180.0;180.0;180.0;200.0;900.0;F;F;D;D;4.0;D;B;B;C;B;C;B;B;B;A;B;A;A;B;A;B;E;B;B;B
112;20998;200001904098;M;3;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;491.3;580.6;578.0;502.3;0;1.0;160.0;200.0;160.0;160.0;160.0;840.0;D;E;C;B;5.0;E;A;B;D;A;A;B;A;B;A;A;A;A;C;A;A;D;A;B;B
113;21109;200004403144;M;3;2;0;2;1.0;0;2108504.0;PindarÃ©-Mirim;MA;2.0;1.0;1.0;Santa InÃªs;21;1;1;1;1;517.8;485.6;478.8;469.8;1;1.0;140.0;180.0;120.0;120.0;60.0;620.0;B;C;A;A;3.0;B;A;B;D;A;A;B;A;B;A;A;A;A;B;A;B;A;A;A;A
114;21164;200005884553;F;3;2;0;2;1.0;0;2105708.0;Lago da Pedra;MA;2.0;1.0;1.0;Lago da Pedra;21;1;1;1;1;515.4;593.9;555.3;440.0;1;1.0;140.0;180.0;160.0;180.0;160.0;820.0;E;E;A;A;4.0;B;A;B;B;A;B;B;A;A;A;A;A;A;B;A;A;B;A;A;A
115;21201;200006024695;M;3;2;0;2;1.0;0;2104404.0;GonÃ§alves Dias;MA;2.0;1.0;1.0;Dom Pedro;21;1;1;1;1;424.9;468.0;426.7;417.9;0;1.0;100.0;140.0;100.0;100.0;120.0;560.0;H;E;F;F;2.0;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
118;21493;200001162522;M;3;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;396.9;413.0;474.8;499.1;1;1.0;80.0;80.0;60.0;100.0;20.0;340.0;B;C;C;B;5.0;B;B;A;B;A;A;B;A;A;A;A;A;A;A;B;A;B;A;A;A
119;21547;200006011340;F;3;2;0;2;1.0;0;2111052.0;SÃ£o JoÃ£o do ParaÃ­so;MA;2.0;1.0;1.0;Porto Franco;21;1;1;1;1;428.3;369.9;397.6;386.5;1;1.0;120.0;80.0;120.0;120.0;20.0;460.0;E;D;A;A;4.0;B;A;C;C;B;B;B;A;A;A;A;A;A;B;A;A;C;A;A;B
120;21720;200002289625;F;3;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;352.7;459.9;410.5;418.2;1;1.0;120.0;120.0;120.0;120.0;120.0;600.0;B;A;B;B;5.0;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
122;22121;200004064849;F;3;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;400.2;473.0;429.5;420.0;1;1.0;120.0;200.0;160.0;160.0;160.0;800.0;E;E;C;B;5.0;A;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
123;22275;200002012772;F;1;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;PaÃ§o do Lumiar;21;1;1;1;1;559.5;588.1;599.2;602.0;0;1.0;160.0;160.0;160.0;140.0;160.0;780.0;E;D;D;B;3.0;B;A;C;D;A;B;B;A;B;A;A;A;A;B;A;B;D;A;B;B
125;22499;200004351476;M;3;2;0;2;1.0;0;2103307.0;CodÃ³;MA;1.0;2.0;1.0;CodÃ³;21;1;1;1;1;545.7;526.7;473.1;576.0;1;1.0;120.0;140.0;80.0;120.0;40.0;500.0;B;H;B;B;3.0;B;A;B;D;A;B;A;A;A;A;A;A;A;B;A;A;D;A;A;B
126;22936;200006329881;F;3;2;0;2;1.0;0;2100204.0;AlcÃ¢ntara;MA;1.0;1.0;1.0;AlcÃ¢ntara;21;1;1;1;1;542.1;568.1;517.2;572.8;1;1.0;160.0;120.0;200.0;160.0;200.0;840.0;D;E;B;B;5.0;B;A;B;D;A;A;B;A;B;A;A;A;A;B;B;A;C;A;B;B
127;23314;200003881819;M;3;2;0;2;1.0;0;2112803.0;Viana;MA;2.0;1.0;1.0;Viana;21;1;1;1;1;424.0;430.3;468.2;410.7;1;1.0;80.0;60.0;60.0;100.0;40.0;340.0;B;C;A;A;5.0;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
128;23339;200002012992;M;2;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;558.2;596.5;549.0;457.2;1;1.0;120.0;120.0;120.0;100.0;100.0;560.0;A;H;C;F;2.0;D;A;B;B;A;A;B;A;A;A;A;A;A;B;B;A;C;A;A;B
129;23399;200001155440;F;3;2;0;2;1.0;0;2111904.0;Sucupira do Norte;MA;2.0;1.0;1.0;Colinas;21;1;1;1;1;528.0;547.5;579.5;619.3;1;1.0;160.0;200.0;180.0;200.0;200.0;940.0;E;E;A;A;4.0;B;A;B;D;B;B;B;A;A;A;A;A;A;B;B;B;D;A;B;B
130;23591;200003341650;F;3;2;0;2;1.0;0;2112100.0;Timbiras;MA;2.0;1.0;1.0;Timbiras;21;1;1;1;1;366.7;453.3;411.6;398.5;0;1.0;120.0;120.0;80.0;80.0;120.0;520.0;B;B;A;A;4.0;B;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;B;A;A;A
131;23667;200004043500;F;1;2;0;2;1.0;0;2108900.0;PoÃ§Ã£o de Pedras;MA;2.0;1.0;1.0;EsperantinÃ³polis;21;1;1;1;1;471.9;496.7;467.5;392.3;1;1.0;80.0;200.0;120.0;140.0;140.0;680.0;G;G;D;D;4.0;C;A;B;D;A;B;B;A;A;A;A;A;A;B;A;A;D;A;A;B
132;23776;200002117660;F;2;2;0;2;1.0;0;2103000.0;Caxias;MA;2.0;1.0;1.0;Caxias;21;1;1;1;1;408.1;533.8;568.8;339.0;0;1.0;100.0;120.0;120.0;120.0;100.0;560.0;A;C;A;A;4.0;A;A;B;C;A;B;B;A;A;A;A;A;A;B;B;A;B;A;B;B
133;24062;200006674537;F;3;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;448.6;469.6;475.2;459.3;0;1.0;160.0;200.0;160.0;180.0;160.0;860.0;C;E;C;B;5.0;B;A;B;D;B;B;B;B;A;A;A;A;A;B;A;A;E;A;B;B
134;24239;200002987712;F;3;2;0;2;1.0;0;2102325.0;Buriticupu;MA;2.0;2.0;1.0;Buriticupu;21;1;1;1;1;455.0;471.8;516.6;476.1;1;1.0;140.0;120.0;120.0;120.0;60.0;560.0;B;D;A;C;4.0;B;A;B;D;A;B;B;A;B;A;A;A;A;B;A;B;A;A;A;B
135;24374;200003751245;F;3;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;420.1;460.5;507.8;501.4;0;1.0;120.0;80.0;60.0;80.0;20.0;360.0;E;B;C;B;2.0;B;A;B;D;A;A;B;B;A;A;B;A;A;B;A;A;C;A;A;B
137;24701;200003253153;F;1;2;0;2;1.0;0;2109908.0;Santa InÃªs;MA;2.0;1.0;1.0;Santa InÃªs;21;1;1;1;1;575.2;592.7;607.0;567.4;1;1.0;120.0;140.0;120.0;140.0;80.0;600.0;E;E;B;B;4.0;B;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;B
138;24857;200005933259;F;3;2;0;2;1.0;0;2110609.0;SÃ£o Bernardo;MA;2.0;1.0;1.0;SÃ£o Bernardo;21;1;1;1;1;517.8;552.8;531.2;423.7;1;1.0;120.0;120.0;120.0;140.0;120.0;620.0;B;E;C;A;5.0;A;A;B;D;A;B;B;A;A;A;A;A;A;B;B;A;C;A;B;B
141;25317;200005942170;F;3;2;0;2;1.0;0;2113009.0;Vitorino Freire;MA;2.0;1.0;1.0;Vitorino Freire;21;1;1;1;1;401.8;433.5;516.8;367.9;0;1.0;120.0;120.0;120.0;160.0;180.0;700.0;C;B;C;B;5.0;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
142;25346;200001225804;M;3;2;0;2;1.0;0;2112233.0;Trizidela do Vale;MA;2.0;1.0;1.0;Pedreiras;21;1;1;1;1;396.8;510.0;488.6;370.6;1;1.0;120.0;120.0;100.0;120.0;0.0;460.0;B;E;C;D;7.0;B;A;B;D;A;B;B;A;A;A;A;A;A;B;B;A;C;A;A;B
145;25600;200004319589;F;3;2;0;2;1.0;0;2101509.0;BarÃ£o de GrajaÃº;MA;2.0;1.0;1.0;BarÃ£o de GrajaÃº;21;1;1;1;1;379.7;422.2;483.9;580.5;0;1.0;100.0;120.0;100.0;120.0;120.0;560.0;D;E;C;B;5.0;C;A;C;D;B;B;B;B;B;B;A;A;A;D;B;A;E;B;B;B
146;25822;200003942269;F;2;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;433.3;584.4;591.5;603.4;0;1.0;160.0;200.0;160.0;200.0;180.0;900.0;E;E;B;B;3.0;B;A;B;C;A;A;B;A;A;A;B;A;A;B;A;A;B;A;B;B
147;25936;200004498193;M;3;2;0;2;1.0;0;2112506.0;TutÃ³ia;MA;2.0;1.0;1.0;TutÃ³ia;21;1;1;1;1;511.0;552.7;563.2;367.7;0;1.0;120.0;120.0;100.0;100.0;120.0;560.0;B;C;D;C;2.0;C;A;C;C;A;B;B;A;A;A;A;A;A;B;B;B;C;A;A;A
148;26120;200004074270;M;3;2;0;2;1.0;0;2112506.0;TutÃ³ia;MA;2.0;1.0;1.0;TutÃ³ia;21;1;1;1;1;531.9;360.0;424.6;492.1;0;1.0;60.0;120.0;80.0;100.0;60.0;420.0;E;D;C;F;4.0;B;A;B;D;A;A;B;A;A;A;A;A;A;B;B;A;B;A;A;A
149;26307;200003791433;F;3;2;0;2;1.0;0;2103307.0;CodÃ³;MA;1.0;2.0;1.0;CodÃ³;21;1;1;1;1;441.4;486.1;546.7;456.3;1;1.0;160.0;200.0;180.0;200.0;200.0;940.0;C;D;B;B;6.0;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
150;26316;200002636103;M;1;2;0;2;1.0;0;2107258.0;Nova Colinas;MA;2.0;1.0;1.0;Balsas;21;1;1;1;1;441.9;520.4;571.4;570.9;0;1.0;120.0;40.0;40.0;140.0;40.0;380.0;E;E;B;B;3.0;C;A;B;C;B;A;B;A;A;A;A;A;A;B;A;A;C;A;B;B
152;26612;200006733771;F;3;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;1.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;570.5;596.5;555.1;627.3;0;1.0;120.0;120.0;120.0;120.0;140.0;620.0;E;E;B;D;4.0;C;A;B;C;A;A;B;A;A;A;B;A;A;B;A;B;D;B;B;B
153;26760;200003023629;M;3;2;0;2;1.0;0;2108603.0;Pinheiro;MA;2.0;2.0;1.0;Pinheiro;21;1;1;1;1;421.1;528.9;470.6;432.5;1;1.0;100.0;120.0;100.0;100.0;80.0;500.0;B;B;A;A;5.0;C;A;B;D;A;C;A;B;A;A;A;A;A;B;A;A;D;A;B;B
154;27348;200004191504;F;3;2;0;2;1.0;0;2111508.0;SÃ£o Mateus do MaranhÃ£o;MA;2.0;1.0;1.0;SÃ£o Mateus do MaranhÃ£o;21;1;1;1;1;427.3;483.6;513.8;420.4;1;1.0;180.0;160.0;120.0;160.0;140.0;760.0;F;G;D;D;5.0;C;A;C;D;B;A;B;A;B;A;A;A;A;B;A;A;D;A;A;B
156;27529;200004746362;M;3;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;PaÃ§o do Lumiar;21;1;1;1;1;442.6;501.3;506.1;464.0;0;1.0;120.0;120.0;120.0;140.0;200.0;700.0;B;E;B;B;6.0;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B
157;27530;200005401901;F;1;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o JosÃ© de Ribamar;21;1;1;1;1;404.6;464.2;412.4;337.6;1;1.0;100.0;120.0;100.0;80.0;80.0;480.0;B;E;F;C;3.0;D;A;B;C;A;B;B;A;A;A;B;A;A;B;A;A;C;A;A;B
158;27673;200003224062;F;3;2;0;2;1.0;0;2106508.0;Matinha;MA;2.0;1.0;1.0;Matinha;21;1;1;1;1;483.4;533.0;536.9;379.6;1;1.0;120.0;120.0;120.0;120.0;160.0;640.0;E;G;A;D;5.0;B;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;B
159;27787;200003108297;M;3;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;427.6;577.7;531.7;586.0;0;1.0;120.0;160.0;120.0;120.0;120.0;640.0;G;G;D;B;5.0;E;A;C;C;A;A;B;A;A;A;B;A;A;B;A;A;D;A;B;B
160;27853;200003035011;F;2;2;0;2;1.0;0;2112506.0;TutÃ³ia;MA;2.0;1.0;1.0;TutÃ³ia;21;1;1;1;1;465.2;468.8;479.6;369.1;0;1.0;80.0;120.0;120.0;120.0;120.0;560.0;B;C;A;A;4.0;A;A;A;C;A;A;B;A;A;A;A;A;A;B;B;A;B;A;A;B
161;27862;200006058396;F;3;2;0;2;1.0;0;2103000.0;Caxias;MA;1.0;2.0;1.0;Caxias;21;1;1;1;1;516.4;495.0;553.8;507.1;1;1.0;120.0;200.0;140.0;160.0;180.0;800.0;E;E;B;D;5.0;B;A;B;C;A;C;B;B;B;A;A;A;A;C;A;A;D;A;B;B
162;28070;200005630018;F;5;2;0;2;0.0;0;2111508.0;SÃ£o Mateus do MaranhÃ£o;MA;2.0;1.0;1.0;SÃ£o Mateus do MaranhÃ£o;21;1;1;1;1;459.4;376.8;404.9;343.9;1;1.0;140.0;120.0;120.0;100.0;100.0;580.0;H;E;C;A;5.0;A;A;B;C;A;A;B;A;A;A;A;A;A;A;A;A;B;A;A;A
163;28243;200002684502;M;3;2;0;2;1.0;0;2103604.0;CoroatÃ¡;MA;2.0;1.0;1.0;CoroatÃ¡;21;1;1;1;1;552.7;615.0;540.3;483.8;0;1.0;120.0;120.0;120.0;120.0;80.0;560.0;A;A;A;A;9.0;B;A;B;D;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
164;28318;200002081948;M;2;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;412.4;445.4;515.1;555.4;1;1.0;120.0;40.0;40.0;120.0;20.0;340.0;E;E;C;A;6.0;B;A;C;C;A;B;A;B;A;A;A;A;A;A;A;A;C;A;A;A
165;28415;200002213152;F;3;2;0;2;1.0;0;2108207.0;Pedreiras;MA;2.0;1.0;1.0;Pedreiras;21;1;1;1;1;413.8;382.1;466.5;480.8;1;1.0;80.0;120.0;120.0;80.0;120.0;520.0;B;A;A;A;3.0;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
167;28803;200001820968;F;3;2;0;2;1.0;0;2105302.0;Imperatriz;MA;2.0;1.0;1.0;Imperatriz;21;1;1;1;1;514.6;540.4;561.8;510.9;0;1.0;160.0;180.0;200.0;200.0;140.0;880.0;F;E;F;F;5.0;F;A;B;C;A;C;B;A;A;A;B;A;B;C;B;B;E;A;B;B
168;29032;200005524587;F;3;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;361.0;381.1;459.7;452.2;1;1.0;80.0;120.0;80.0;80.0;0.0;360.0;E;D;C;B;4.0;C;A;B;B;B;B;B;B;B;B;A;A;A;B;A;A;D;A;A;A
169;29113;200006572009;M;3;2;0;2;1.0;0;2101400.0;Balsas;MA;2.0;1.0;1.0;Balsas;21;1;1;1;1;548.3;550.8;542.2;516.7;0;1.0;160.0;200.0;160.0;160.0;200.0;880.0;C;D;C;B;5.0;D;A;B;C;B;B;B;A;A;A;A;A;A;B;A;A;C;A;A;B
170;29378;200003851809;M;3;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;613.7;578.8;600.2;531.6;0;1.0;120.0;160.0;120.0;120.0;160.0;680.0;H;C;B;B;5.0;D;A;B;D;A;A;B;B;A;A;A;A;A;B;A;A;C;A;A;B
171;29653;200001496469;F;1;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;565.7;633.5;543.0;603.9;1;1.0;140.0;180.0;180.0;180.0;200.0;880.0;D;C;B;B;4.0;C;A;B;B;A;A;B;A;A;A;A;A;A;A;A;A;C;A;A;A
172;29917;200004805375;F;1;2;0;2;1.0;0;2100055.0;AÃ§ailÃ¢ndia;MA;1.0;1.0;1.0;AÃ§ailÃ¢ndia;21;1;1;1;1;540.1;547.2;593.3;661.3;1;1.0;160.0;200.0;200.0;200.0;200.0;960.0;C;G;D;D;5.0;F;A;B;C;B;A;B;A;A;A;A;A;A;B;A;A;D;A;B;B
173;30004;200005580190;F;3;2;0;2;1.0;0;2110708.0;SÃ£o Domingos do MaranhÃ£o;MA;2.0;1.0;1.0;SÃ£o Domingos do MaranhÃ£o;21;1;1;1;1;404.6;426.6;488.3;409.5;1;1.0;100.0;40.0;40.0;120.0;40.0;340.0;B;F;A;D;4.0;C;A;B;D;A;B;B;A;B;A;A;A;A;B;A;B;C;A;A;B
174;30412;200004582068;F;3;2;0;2;1.0;0;2100055.0;AÃ§ailÃ¢ndia;MA;2.0;1.0;1.0;AÃ§ailÃ¢ndia;21;1;1;1;1;542.1;570.7;429.7;581.9;0;1.0;140.0;180.0;160.0;180.0;200.0;860.0;D;E;C;B;5.0;E;A;B;D;A;B;B;A;A;A;A;A;A;C;A;A;E;A;B;B
175;30441;200004243755;F;1;2;0;2;1.0;0;2104107.0;Fortaleza dos Nogueiras;MA;2.0;1.0;1.0;Formosa da Serra Negra;21;1;1;1;1;587.1;603.6;516.8;618.7;1;1.0;180.0;200.0;160.0;160.0;200.0;900.0;B;B;A;A;4.0;B;A;D;C;A;B;B;B;A;A;A;A;A;B;A;A;C;A;B;B
176;30519;200005218736;F;1;2;0;2;1.0;0;2112100.0;Timbiras;MA;2.0;1.0;1.0;Timbiras;21;1;1;1;1;413.0;525.1;469.2;577.5;1;1.0;140.0;120.0;120.0;140.0;140.0;660.0;E;F;A;D;3.0;C;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;B
178;30721;200004550896;M;2;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;497.4;451.9;493.3;363.5;0;1.0;140.0;120.0;100.0;120.0;180.0;660.0;E;E;D;B;5.0;A;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A
179;30806;200002768021;F;3;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;480.2;619.4;566.9;597.0;0;1.0;140.0;180.0;180.0;180.0;200.0;880.0;H;E;F;B;2.0;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
180;31304;200004761376;M;1;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;Raposa;21;1;1;1;1;460.5;541.8;540.4;392.7;0;1.0;120.0;140.0;140.0;120.0;120.0;640.0;E;E;A;A;4.0;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
181;31409;200006759115;M;3;2;0;2;1.0;0;2100055.0;AÃ§ailÃ¢ndia;MA;1.0;1.0;1.0;AÃ§ailÃ¢ndia;21;1;1;1;1;577.0;600.9;600.0;714.6;1;1.0;160.0;40.0;40.0;160.0;40.0;440.0;E;F;C;D;3.0;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;B;B
182;31577;200002748698;F;5;2;0;2;1.0;0;2109452.0;Raposa;MA;2.0;1.0;1.0;Raposa;21;1;1;1;1;420.5;431.2;576.9;384.2;1;1.0;80.0;80.0;80.0;80.0;120.0;440.0;E;G;C;D;6.0;D;A;B;D;A;A;B;A;B;A;A;A;A;B;A;A;D;A;A;B
183;31632;200001498848;F;2;2;0;2;1.0;0;2103307.0;CodÃ³;MA;1.0;2.0;1.0;CodÃ³;21;1;1;1;1;498.8;577.2;545.7;396.3;0;1.0;160.0;180.0;140.0;160.0;160.0;800.0;F;G;D;D;4.0;H;A;C;C;B;B;B;A;B;A;A;A;A;D;A;A;D;A;B;B
184;31743;200001829408;F;3;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o JosÃ© de Ribamar;21;1;1;1;1;475.1;523.4;561.0;602.2;0;1.0;140.0;160.0;160.0;120.0;140.0;720.0;C;B;C;B;5.0;B;A;C;C;B;B;B;A;B;A;A;A;A;B;A;A;E;A;A;A
186;32215;200001528541;F;3;2;0;2;1.0;0;2105302.0;Imperatriz;MA;1.0;1.0;1.0;Imperatriz;21;1;1;1;1;467.6;528.3;519.4;437.7;0;1.0;120.0;160.0;120.0;140.0;160.0;700.0;B;E;F;B;2.0;E;A;C;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
187;32277;200004595753;F;3;2;0;2;1.0;0;2100055.0;AÃ§ailÃ¢ndia;MA;2.0;1.0;1.0;AÃ§ailÃ¢ndia;21;1;1;1;1;438.5;395.5;416.6;366.9;0;1.0;120.0;40.0;40.0;140.0;40.0;380.0;C;B;C;A;7.0;B;A;B;C;A;A;B;B;A;A;A;A;A;B;B;A;D;A;B;B
188;32403;200003988565;F;3;2;0;2;1.0;0;2112209.0;Timon;MA;2.0;1.0;1.0;Timon;21;1;1;1;1;428.9;552.6;546.6;543.1;1;1.0;120.0;40.0;40.0;140.0;40.0;380.0;H;E;F;B;3.0;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
189;32469;200005561381;M;3;2;0;2;1.0;0;2101731.0;BelÃ¡gua;MA;2.0;1.0;1.0;Urbano Santos;21;1;1;1;1;485.2;400.5;476.5;330.6;1;1.0;60.0;40.0;40.0;80.0;40.0;260.0;B;B;A;A;4.0;B;A;B;D;A;A;B;A;A;A;A;A;A;A;A;A;B;A;A;A
190;32704;200002711269;M;2;2;0;2;1.0;0;2101202.0;Bacabal;MA;2.0;1.0;1.0;Bacabal;21;1;1;1;1;463.7;504.5;506.3;499.8;1;1.0;120.0;120.0;120.0;120.0;100.0;580.0;D;C;B;B;4.0;C;A;B;C;B;B;B;A;A;A;A;A;A;C;A;A;D;A;B;B
193;33735;200004199958;F;3;2;0;2;1.0;0;2111300.0;SÃ£o LuÃ­s;MA;2.0;1.0;1.0;SÃ£o LuÃ­s;21;1;1;1;1;505.2;367.3;587.8;480.2;1;1.0;180.0;120.0;140.0;100.0;160.0;700.0;H;E;F;B;3.0;C;A;B;C;A;A;B;B;A;A;A;A;A;B;A;A;C;A;A;B
194;33754;200004068267;F;3;2;0;2;1.0;0;2101400.0;Balsas;MA;2.0;1.0;1.0;Balsas;21;1;1;1;1;424.5;497.1;499.0;488.6;1;1.0;120.0;120.0;120.0;140.0;40.0;540.0;F;B;F;B;4.0;B;A;B;C;A;B;B;A;A;A;B;A;A;B;B;A;D;A;A;B
