;Cluster_menor;TP_COR_RACA;Escolaridae_mae;PC;ClasseSocial
4902;C1;Branca;Fundamental;1;C1
4903;C3;Nao_branca;Fundamental;0;E1
4904;C3;Nao_branca;Fundamental;0;E1
4905;C1;Branca;Fundamental;2;D1
4906;C1;Branca;Fundamental;1;E1
4907;C1;Branca;Medio;1;D1
4908;C1;Branca;Medio;1;E1
4909;C3;Nao_branca;Medio;0;E1
4910;C2;Nao_branca;Medio;0;D1
4911;C3;Branca;Fundamental;0;E1
4912;C1;Branca;Fundamental;2;C1
4913;C2;Nao_branca;Medio;0;D1
4914;C3;Nao_branca;Fundamental;0;E1
4915;C1;Nao_branca;Medio;1;E1
4916;C3;Branca;Fundamental;0;E1
4917;C1;Branca;Medio;0;E1
4918;C3;Nao_branca;Medio;0;E1
4919;C3;Branca;Fundamental;0;E1
4920;C1;Nao_branca;Medio;2;E1
4921;C1;Branca;Medio;2;D1
4922;C3;Nao_branca;Medio;0;E1
4923;C2;Nao_branca;Fundamental;2;D1
4924;C2;Branca;Superior;1;D1
4925;C1;Branca;Fundamental;1;E1
4926;C1;Nao_branca;Medio;1;E1
4927;C1;Branca;Medio;0;E1
4928;C3;Nao_branca;Fundamental;0;E1
4929;C2;Nao_branca;Superior;1;D1
4930;C3;Nao_branca;Fundamental;1;E1
4931;C2;Nao_branca;Medio;1;D1
4932;C1;Branca;Medio;2;D1
4933;C1;Branca;Medio;2;D1
4934;C3;Nao_branca;Fundamental;1;E1
4935;C2;Nao_branca;Superior;1;C1
4936;C1;Nao_branca;Medio;1;E1
4937;C1;Branca;Fundamental;1;E1
4939;C3;Nao_branca;Fundamental;0;E1
4940;C3;Branca;Fundamental;0;E1
4941;C3;Nao_branca;Fundamental;1;E1
4942;C1;Nao_branca;Medio;1;E1
4943;C1;Branca;Fundamental;1;E1
4944;C3;Nao_branca;Fundamental;0;E1
4945;C1;Nao_branca;Medio;1;E1
4946;C1;Nao_branca;Medio;1;E1
4947;C2;Branca;Superior;4;D1
4948;C3;Nao_branca;Medio;0;E1
4949;C2;Nao_branca;Medio;1;D1
4950;C1;Branca;Superior;1;E1
4951;C1;Nao_branca;Medio;1;E1
4952;C2;Nao_branca;Superior;1;D1
4953;C1;Branca;Superior;1;E1
4954;C1;Branca;Fundamental;1;E1
4955;C1;Nao_branca;Medio;1;E1
4956;C3;Nao_branca;Medio;0;E1
4959;C3;Nao_branca;Fundamental;1;E1
4960;C2;Nao_branca;Medio;1;D1
4961;C2;Branca;Superior;2;D1
4962;C3;Nao_branca;Medio;0;E1
4963;C3;Branca;Fundamental;0;E1
4964;C3;Nao_branca;Fundamental;1;E1
4965;C3;Nao_branca;Fundamental;1;E1
4966;C2;Nao_branca;Superior;2;C1
4968;C1;Nao_branca;Medio;1;E1
4970;C2;Nao_branca;Fundamental;2;D1
4971;C2;Nao_branca;Medio;1;D1
4972;C2;Nao_branca;Fundamental;1;D1
4973;C1;Branca;Fundamental;1;E1
4974;C2;Nao_branca;Medio;0;D1
4975;C3;Nao_branca;Fundamental;0;E1
4976;C3;Nao_branca;Medio;0;E1
4977;C1;Branca;Fundamental;1;D1
4978;C3;Nao_branca;Fundamental;1;E1
4979;C1;Branca;Medio;1;E1
4980;C3;Branca;Fundamental;0;E1
4981;C3;Nao_branca;Fundamental;0;E1
4982;C3;Nao_branca;Medio;0;E1
4984;C2;Nao_branca;Medio;1;D1
4986;C1;Branca;Medio;1;D1
4988;C3;Nao_branca;Fundamental;1;E1
4989;C1;Branca;Medio;1;E1
4990;C3;Nao_branca;Fundamental;0;E1
4991;C3;Nao_branca;Medio;0;E1
4992;C1;Branca;Fundamental;1;D1
4993;C3;Branca;Fundamental;0;E1
4994;C1;Branca;Superior;0;E1
4995;C1;Branca;Medio;1;E1
4996;C2;Nao_branca;Fundamental;1;D1
4997;C3;Nao_branca;Medio;0;E1
4998;C3;Nao_branca;Fundamental;1;E1
5000;C2;Nao_branca;Medio;1;D1
5003;C1;Nao_branca;Medio;1;E1
5004;C2;Branca;Superior;1;D1
5005;C1;Branca;Medio;0;E1
5007;C1;Nao_branca;Medio;1;E1
5008;C1;Branca;Medio;1;C1
5009;C1;Nao_branca;Medio;1;E1
5010;C1;Nao_branca;Medio;1;E1
5011;C3;Nao_branca;Fundamental;0;E1
5012;C2;Branca;Superior;1;D1
5013;C2;Nao_branca;Medio;1;D1
5015;C2;Branca;Superior;1;D1
5016;C2;Nao_branca;Fundamental;1;D1
5018;C1;Branca;Superior;1;E1
5019;C3;Nao_branca;Fundamental;0;D1
5020;C3;Nao_branca;Fundamental;1;E1
5021;C3;Nao_branca;Fundamental;0;E1
5022;C1;Nao_branca;Medio;1;E1
5023;C3;Branca;Fundamental;0;C1
5024;C3;Nao_branca;Medio;0;E1
5025;C2;Branca;Superior;1;D1
5026;C1;Branca;Superior;1;E1
5027;C3;Nao_branca;Medio;0;E1
5028;C3;Nao_branca;Fundamental;1;E1
5029;C1;Branca;Medio;1;E1
5030;C1;Branca;Medio;1;E1
5031;C2;Nao_branca;Medio;1;D1
5033;C1;Branca;Fundamental;1;E1
5034;C1;Branca;Medio;1;E1
5035;C1;Nao_branca;Medio;1;E1
5037;C1;Nao_branca;Medio;1;C1
5038;C3;Nao_branca;Fundamental;0;E1
5039;C1;Branca;Medio;1;E1
5040;C3;Branca;Fundamental;0;E1
5041;C1;Branca;Medio;0;E1
5042;C2;Nao_branca;Medio;2;D1
5043;C1;Branca;Medio;0;E1
5044;C3;Nao_branca;Fundamental;0;E1
5045;C3;Nao_branca;Fundamental;0;E1
5047;C3;Nao_branca;Fundamental;0;E1
5050;C3;Nao_branca;Medio;0;E1
5051;C2;Nao_branca;Medio;1;D1
5052;C3;Branca;Fundamental;0;E1
5053;C1;Nao declarado;Fundamental;1;E1
5054;C1;Branca;Medio;0;E1
5055;C3;Branca;Fundamental;0;D1
5056;C2;Nao_branca;Fundamental;1;D1
5057;C2;Nao_branca;Medio;0;D1
5058;C1;Nao_branca;Medio;1;E1
5059;C2;Nao_branca;Superior;1;E1
5060;C2;Nao_branca;Superior;2;C1
5061;C1;Branca;Medio;0;E1
5062;C2;Branca;Superior;1;D1
5063;C3;Nao_branca;Fundamental;1;E1
5065;C1;Nao_branca;Medio;1;E1
5066;C3;Nao_branca;Medio;0;E1
5067;C2;Nao_branca;Superior;1;C1
5068;C1;Branca;Fundamental;1;E1
5069;C2;Nao_branca;Superior;1;C1
5070;C1;Branca;Fundamental;1;E1
5071;C3;Nao_branca;Fundamental;1;E1
5072;C1;Nao_branca;Medio;1;E1
5073;C1;Branca;Medio;0;E1
5074;C3;Branca;Fundamental;0;E1
5075;C3;Nao_branca;Fundamental;0;D1
5076;C2;Nao_branca;Fundamental;1;D1
5077;C3;Branca;Fundamental;0;E1
5078;C3;Nao_branca;Fundamental;0;E1
5079;C3;Nao_branca;Superior;0;E1
5080;C1;Branca;Fundamental;1;E1
5081;C3;Nao_branca;Medio;0;E1
5082;C3;Nao_branca;Fundamental;0;E1
5083;C3;Branca;Fundamental;0;E1
5084;C3;Nao_branca;Medio;0;E1
5085;C3;Nao_branca;Fundamental;1;E1
5086;C3;Nao_branca;Fundamental;0;E1
5087;C2;Nao_branca;Fundamental;1;D1
5089;C3;Nao_branca;Fundamental;1;E1
5090;C2;Nao_branca;Fundamental;1;D1
5091;C2;Branca;Superior;1;D1
5092;C2;Nao_branca;Medio;1;D1
5093;C3;Nao_branca;Medio;0;E1
5094;C3;Nao_branca;Fundamental;0;E1
5095;C1;Branca;Fundamental;1;E1
5096;C1;Nao_branca;Medio;1;E1
5097;C3;Nao_branca;Fundamental;1;E1
5098;C1;Nao_branca;Medio;1;E1
5099;C2;Nao_branca;Superior;1;E1
5100;C3;Nao_branca;Medio;0;E1
5101;C2;Nao_branca;Superior;2;E1
5102;C2;Nao_branca;Fundamental;1;C1
5103;C1;Nao_branca;Medio;1;E1
5104;C2;Nao_branca;Superior;0;D1
5105;C3;Nao_branca;Fundamental;0;E1
5106;C2;Nao_branca;Superior;1;D1
5107;C1;Nao_branca;Medio;1;E1
5109;C1;Nao_branca;Medio;1;E1
5110;C1;Branca;Superior;1;E1
5111;C3;Nao_branca;Superior;0;E1
5112;C2;Nao_branca;Medio;1;D1
5113;C1;Branca;Medio;1;D1
5114;C3;Nao_branca;Superior;0;E1
5115;C1;Branca;Medio;1;D1
5116;C1;Branca;Superior;2;C1
5117;C1;Nao_branca;Medio;1;E1
5118;C3;Nao_branca;Medio;0;E1
5119;C2;Branca;Superior;1;D1
5120;C2;Nao_branca;Superior;1;E1
5121;C2;Nao_branca;Medio;0;D1
5122;C3;Nao_branca;Fundamental;1;E1
5123;C3;Nao_branca;Fundamental;1;E1
5124;C2;Nao_branca;Medio;1;D1
5125;C3;Nao_branca;Superior;0;E1
5127;C1;Branca;Medio;1;E1
5128;C3;Nao_branca;Medio;0;E1
5129;C3;Nao_branca;Superior;0;E1
5130;C2;Nao_branca;Superior;1;E1
5131;C2;Nao_branca;Superior;1;D1
5132;C1;Branca;Superior;0;E1
5133;C1;Branca;Fundamental;1;E1
5134;C1;Nao declarado;Fundamental;1;E1
5135;C3;Nao_branca;Medio;0;E1
5136;C2;Branca;Superior;1;D1
5138;C1;Branca;Fundamental;3;E1
5139;C2;Nao_branca;Medio;1;D1
5140;C3;Nao_branca;Medio;0;E1
5141;C2;Nao_branca;Superior;1;D1
5142;C3;Nao_branca;Medio;0;E1
5143;C3;Nao_branca;Fundamental;0;E1
5144;C1;Branca;Superior;1;E1
5145;C3;Branca;Fundamental;0;E1
5146;C2;Nao_branca;Medio;1;D1
5147;C3;Nao_branca;Fundamental;0;D1
5148;C1;Branca;Fundamental;1;E1
5149;C3;Branca;Fundamental;0;E1
5150;C3;Nao_branca;Fundamental;0;E1
5151;C1;Branca;Medio;2;C1
5152;C3;Nao_branca;Fundamental;1;E1
5153;C1;Branca;Fundamental;1;E1
5154;C3;Branca;Fundamental;0;D1
5155;C1;Branca;Medio;1;E1
5156;C2;Nao_branca;Fundamental;1;D1
5157;C2;Nao_branca;Fundamental;1;D1
5159;C3;Nao_branca;Fundamental;1;E1
5160;C2;Branca;Superior;1;D1
5161;C3;Nao_branca;Fundamental;0;E1
5162;C3;Nao_branca;Fundamental;0;E1
5163;C3;Nao_branca;Fundamental;1;E1
5164;C1;Branca;Medio;1;E1
5165;C3;Nao_branca;Fundamental;1;E1
5166;C3;Nao_branca;Medio;0;E1
5167;C1;Branca;Medio;0;E1
5168;C2;Nao_branca;Superior;2;B1
5169;C3;Branca;Fundamental;0;E1
5170;C3;Branca;Fundamental;0;E1
5171;C3;Nao_branca;Medio;0;E1
5172;C2;Branca;Superior;2;D1
5173;C1;Nao_branca;Medio;1;E1
5175;C3;Nao_branca;Fundamental;0;E1
5176;C1;Branca;Fundamental;1;E1
5178;C3;Nao_branca;Fundamental;0;E1
5179;C2;Branca;Superior;1;D1
5180;C3;Nao_branca;Medio;0;E1
5181;C3;Nao_branca;Medio;0;E1
5183;C2;Nao_branca;Fundamental;1;D1
5185;C1;Branca;Fundamental;1;E1
5186;C2;Nao_branca;Superior;2;D1
5187;C3;Branca;Fundamental;0;E1
5188;C1;Nao_branca;Medio;1;E1
5189;C3;Nao_branca;Medio;0;E1
5190;C1;Nao_branca;Medio;1;E1
5191;C1;Branca;Fundamental;3;D1
5192;C2;Nao_branca;Medio;2;D1
5193;C3;Branca;Fundamental;0;E1
5194;C1;Branca;Superior;1;C1
5195;C3;Branca;Fundamental;0;E1
5196;C3;Nao_branca;Medio;0;E1
5197;C3;Nao_branca;Fundamental;0;E1
5198;C3;Branca;Fundamental;0;E1
5199;C3;Nao_branca;Medio;0;E1
5200;C1;Nao_branca;Medio;2;C1
5201;C1;Branca;Medio;1;E1
5202;C1;Branca;Fundamental;2;E1
5203;C2;Nao_branca;Superior;0;D1
5204;C1;Branca;Superior;1;E1
5205;C3;Branca;Fundamental;0;D1
5206;C1;Nao_branca;Medio;1;E1
5208;C1;Branca;Medio;1;C1
5209;C3;Nao_branca;Fundamental;1;E1
5210;C1;Branca;Fundamental;2;C1
5211;C2;Nao_branca;Superior;1;E1
5212;C1;Branca;Fundamental;1;E1
5213;C3;Nao_branca;Fundamental;0;E1
5214;C1;Branca;Medio;1;E1
5215;C3;Nao_branca;Fundamental;0;E1
5216;C2;Nao_branca;Superior;1;D1
5217;C1;Branca;Medio;1;D1
5218;C3;Nao_branca;Fundamental;1;E1
5219;C3;Nao_branca;Fundamental;0;D1
5220;C1;Nao_branca;Medio;1;E1
5221;C3;Nao_branca;Fundamental;0;D1
5222;C3;Nao_branca;Fundamental;1;E1
5223;C3;Nao_branca;Fundamental;0;E1
5224;C3;Branca;Fundamental;0;D1
5225;C3;Nao_branca;Fundamental;0;E1
5226;C1;Branca;Fundamental;1;E1
5227;C1;Branca;Medio;1;E1
5229;C1;Branca;Fundamental;1;D1
5230;C2;Nao_branca;Superior;1;E1
5231;C3;Nao_branca;Fundamental;1;E1
5232;C1;Nao_branca;Medio;1;E1
5233;C3;Nao_branca;Fundamental;1;E1
5234;C1;Branca;Medio;1;E1
5235;C2;Branca;Superior;1;D1
5236;C3;Nao_branca;Medio;0;E1
5237;C1;Branca;Superior;1;C1
5239;C1;Nao_branca;Medio;1;E1
5241;C1;Branca;Medio;1;E1
5242;C2;Nao_branca;Superior;1;E1
5243;C3;Nao_branca;Fundamental;0;E1
5244;C3;Nao_branca;Medio;0;E1
5245;C3;Nao_branca;Medio;0;E1
5246;C3;Branca;Fundamental;0;E1
5247;C1;Branca;Fundamental;1;D1
5248;C1;Nao_branca;Medio;1;E1
5249;C3;Nao_branca;Medio;0;E1
5250;C3;Nao_branca;Fundamental;1;E1
5251;C3;Nao_branca;Fundamental;0;E1
5252;C3;Nao_branca;Fundamental;1;E1
5253;C3;Nao_branca;Fundamental;0;E1
5254;C3;Nao_branca;Fundamental;1;E1
5255;C2;Nao_branca;Superior;2;E1
5256;C3;Nao_branca;Medio;0;E1
5257;C1;Branca;Medio;1;D1
5258;C2;Nao_branca;Fundamental;1;D1
5259;C3;Nao_branca;Fundamental;0;E1
5260;C2;Nao_branca;Medio;1;D1
5261;C1;Branca;Medio;1;E1
5262;C3;Nao_branca;Medio;0;E1
5263;C2;Nao_branca;Superior;1;C1
5264;C1;Branca;Superior;1;E1
5266;C3;Branca;Fundamental;0;E1
5267;C3;Nao_branca;Fundamental;1;E1
5269;C3;Nao_branca;Fundamental;1;E1
5270;C1;Branca;Fundamental;1;E1
5271;C1;Nao_branca;Medio;2;E1
5272;C1;Branca;Medio;1;E1
5273;C3;Nao_branca;Fundamental;0;E1
5274;C1;Nao_branca;Medio;2;C1
5275;C1;Branca;Medio;0;E1
5276;C3;Nao_branca;Fundamental;1;E1
5277;C1;Branca;Medio;0;E1
5279;C3;Nao_branca;Fundamental;1;E1
5280;C3;Nao_branca;Fundamental;0;E1
5281;C1;Nao_branca;Medio;1;E1
5282;C3;Nao_branca;Medio;0;C1
5284;C3;Nao_branca;Fundamental;0;E1
5285;C3;Nao_branca;Fundamental;1;E1
5287;C1;Branca;Medio;0;E1
5288;C1;Branca;Fundamental;1;C1
5290;C1;Branca;NuncaEstudou;1;E1
5293;C2;Nao_branca;Fundamental;1;D1
5294;C1;Branca;Medio;0;E1
5295;C2;Nao_branca;Fundamental;1;D1
5296;C2;Nao_branca;Fundamental;1;D1
5297;C3;Nao_branca;Fundamental;0;E1
5298;C3;Nao_branca;Medio;0;E1
5299;C3;Nao_branca;Fundamental;1;E1
5300;C2;Nao_branca;Fundamental;1;D1
5301;C1;Nao_branca;Medio;1;E1
5303;C1;Branca;Medio;3;C1
5305;C3;Nao_branca;Medio;0;E1
5306;C1;Branca;Medio;0;E1
5307;C3;Nao_branca;Fundamental;0;E1
5308;C2;Branca;Superior;1;D1
5309;C1;Nao_branca;Medio;1;E1
5310;C3;Nao_branca;Fundamental;2;E1
5311;C3;Nao_branca;Fundamental;1;E1
5312;C3;Nao_branca;Fundamental;1;E1
5313;C1;Branca;Medio;0;E1
5314;C1;Branca;Medio;1;D1
5315;C2;Nao_branca;Fundamental;1;D1
5316;C3;Nao_branca;Fundamental;0;E1
5317;C2;Nao_branca;Medio;1;D1
5319;C3;Nao_branca;Medio;0;E1
5320;C3;Nao_branca;Fundamental;0;E1
5321;C1;Branca;Superior;0;E1
5323;C3;Nao_branca;Fundamental;0;D1
5324;C3;Nao_branca;Fundamental;1;E1
5325;C1;Branca;Medio;0;E1
5326;C3;Nao_branca;Fundamental;0;E1
5327;C3;Nao_branca;Superior;0;E1
5328;C2;Nao_branca;Medio;1;D1
5329;C2;Nao_branca;Fundamental;2;D1
5330;C2;Nao_branca;Fundamental;1;D1
5331;C3;Nao_branca;Fundamental;1;E1
5332;C3;Branca;Fundamental;0;E1
5333;C3;Nao_branca;Fundamental;1;E1
5334;C1;Nao_branca;Medio;1;E1
5335;C2;Nao_branca;Superior;1;E1
5336;C3;Nao_branca;Medio;0;E1
5337;C1;Branca;Medio;0;E1
5338;C1;Branca;Medio;1;E1
5339;C1;Branca;Fundamental;1;E1
5341;C3;Branca;Fundamental;0;E1
5342;C1;Nao_branca;Medio;1;E1
5343;C1;Branca;Medio;1;D1
5344;C1;Branca;Fundamental;1;E1
5345;C3;Nao_branca;Fundamental;1;E1
5346;C1;Branca;Fundamental;1;E1
5348;C3;Branca;Fundamental;0;E1
5349;C1;Nao_branca;Medio;1;B1
5350;C1;Branca;Medio;1;E1
5351;C2;Nao_branca;Superior;2;C1
5352;C3;Nao_branca;Fundamental;1;E1
5353;C1;Branca;Fundamental;1;E1
5354;C2;Nao_branca;Medio;2;D1
5356;C2;Nao_branca;Superior;1;D1
5357;C3;Nao_branca;Medio;0;E1
5358;C1;Branca;Medio;1;E1
5359;C2;Nao_branca;Medio;1;D1
5360;C1;Nao_branca;Medio;1;E1
5361;C3;Nao_branca;Superior;0;E1
5363;C1;Nao_branca;Medio;1;E1
5364;C2;Nao_branca;Fundamental;1;D1
5365;C3;Nao_branca;Fundamental;0;E1
5366;C1;Branca;Medio;1;C1
5367;C3;Nao_branca;Superior;0;E1
5368;C3;Nao_branca;Superior;0;E1
5369;C1;Branca;Fundamental;1;E1
5370;C2;Nao_branca;Medio;1;D1
5371;C1;Nao_branca;Medio;1;E1
5372;C3;Nao_branca;Fundamental;0;D1
5373;C1;Branca;Fundamental;1;E1
5374;C3;Nao_branca;Medio;0;E1
5375;C1;Branca;Fundamental;1;D1
5376;C3;Nao_branca;Fundamental;0;E1
5377;C2;Nao_branca;Superior;1;E1
5380;C3;Branca;Fundamental;0;E1
5381;C2;Nao_branca;Medio;1;D1
5382;C1;Branca;Medio;2;E1
5383;C1;Branca;Medio;0;E1
5384;C1;Branca;Medio;0;E1
5385;C2;Branca;Superior;1;D1
5386;C3;Nao_branca;Fundamental;2;E1
5387;C1;Branca;Medio;1;C1
5388;C3;Nao_branca;Medio;0;E1
5389;C1;Branca;Superior;1;C1
5390;C1;Branca;Fundamental;1;E1
5391;C1;Branca;Medio;0;E1
5392;C1;Branca;Medio;2;E1
5393;C1;Branca;Medio;0;E1
5395;C3;Nao_branca;Fundamental;0;E1
5396;C1;Branca;Medio;2;E1
5397;C1;Branca;Medio;1;E1
5398;C2;Nao_branca;Medio;1;D1
5399;C3;Branca;Fundamental;0;E1
5400;C3;Nao_branca;Fundamental;0;E1
5401;C3;Nao_branca;Fundamental;1;E1
5402;C3;Nao declarado;Fundamental;0;E1
5404;C3;Nao_branca;Medio;0;E1
5405;C1;Nao_branca;NuncaEstudou;1;E1
5406;C3;Nao_branca;Fundamental;0;E1
5407;C2;Nao_branca;Superior;1;E1
5408;C2;Nao_branca;Medio;0;D1
5409;C3;Branca;Fundamental;0;E1
5411;C1;Branca;Fundamental;1;E1
5412;C2;Nao_branca;Medio;1;D1
5413;C1;Branca;Medio;0;D1
5414;C3;Nao_branca;Medio;0;E1
5415;C1;Branca;Fundamental;1;E1
5416;C1;Nao_branca;Medio;1;E1
5417;C3;Nao_branca;Fundamental;1;E1
5418;C2;Nao_branca;Fundamental;1;C1
5419;C1;Branca;Fundamental;1;E1
5420;C3;Branca;Fundamental;0;E1
5421;C3;Nao_branca;Fundamental;0;E1
5422;C2;Nao_branca;Medio;1;D1
5423;C2;Nao_branca;Superior;1;D1
5424;C1;Branca;Fundamental;1;E1
5425;C1;Branca;Superior;1;E1
5426;C1;Nao_branca;Medio;1;E1
5428;C2;Nao_branca;Superior;1;D1
5429;C3;Branca;Fundamental;0;E1
5431;C2;Nao_branca;Superior;0;C1
5432;C3;Nao_branca;Fundamental;1;E1
5433;C3;Nao_branca;Fundamental;0;E1
5434;C3;Nao_branca;Medio;0;E1
5435;C3;Nao_branca;Fundamental;1;E1
5436;C1;Nao_branca;Medio;1;E1
5437;C1;Branca;Fundamental;1;E1
5438;C1;Branca;Superior;1;C1
5439;C1;Branca;Medio;1;D1
5440;C1;Branca;Medio;0;E1
5441;C2;Branca;Superior;0;D1
5442;C3;Nao_branca;Fundamental;1;E1
5443;C2;Nao_branca;Medio;1;D1
5444;C2;Nao_branca;Superior;1;D1
5445;C1;Branca;Fundamental;1;E1
5446;C3;Branca;Fundamental;0;E1
5447;C3;Nao_branca;Fundamental;0;E1
5448;C1;Nao declarado;Medio;1;C1
5449;C2;Nao_branca;Fundamental;1;D1
5450;C1;Branca;Fundamental;1;D1
5451;C1;Branca;Superior;0;E1
5452;C3;Nao_branca;Fundamental;1;E1
5453;C1;Branca;Fundamental;1;E1
5456;C2;Nao_branca;Superior;1;D1
5457;C3;Nao_branca;Fundamental;1;E1
5458;C1;Branca;Medio;2;D1
5459;C1;Nao_branca;Medio;1;E1
5460;C3;Nao_branca;Fundamental;0;E1
5463;C3;Nao_branca;Fundamental;1;E1
5464;C3;Branca;Fundamental;0;E1
5465;C3;Branca;Fundamental;0;E1
5467;C2;Nao_branca;Fundamental;1;D1
5468;C3;Nao_branca;Fundamental;1;E1
5470;C2;Nao_branca;Superior;1;C1
5472;C1;Branca;Fundamental;2;B1
5473;C1;Branca;Medio;0;E1
5474;C2;Nao_branca;Fundamental;1;D1
5475;C3;Branca;Fundamental;0;C1
5477;C3;Nao_branca;Fundamental;0;E1
5478;C3;Nao_branca;Medio;0;E1
5479;C2;Branca;Superior;1;D1
5480;C1;Branca;Superior;2;C1
5481;C1;Branca;Superior;1;C1
5482;C3;Nao_branca;Fundamental;0;E1
5483;C1;Nao_branca;Medio;1;E1
5484;C3;Nao_branca;Medio;0;E1
5486;C3;Branca;Fundamental;0;E1
5487;C3;Nao_branca;Fundamental;1;E1
5488;C1;Branca;Superior;1;E1
5489;C3;Nao_branca;Fundamental;1;E1
5490;C1;Branca;Medio;1;E1
5491;C3;Nao_branca;Fundamental;1;E1
5492;C1;Branca;Medio;1;D1
5495;C3;Nao_branca;Fundamental;2;E1
5497;C3;Branca;Fundamental;0;E1
5498;C2;Nao_branca;Medio;1;D1
5499;C1;Branca;Medio;1;E1
5500;C1;Branca;Medio;1;E1
5501;C1;Branca;Superior;2;C1
5503;C3;Nao_branca;Fundamental;2;E1
5504;C1;Branca;Medio;0;E1
5505;C1;Branca;Medio;1;E1
5506;C3;Nao_branca;Medio;0;E1
5507;C3;Branca;Fundamental;0;E1
5508;C1;Branca;Medio;1;D1
5509;C1;Branca;Superior;0;E1
5510;C1;Branca;Fundamental;1;E1
5512;C3;Nao_branca;Fundamental;1;E1
5513;C3;Nao_branca;Fundamental;0;E1
5514;C3;Branca;Fundamental;0;E1
5515;C2;Nao_branca;Superior;1;D1
5516;C2;Nao_branca;Medio;0;D1
5517;C1;Branca;Medio;0;D1
5518;C3;Nao_branca;Fundamental;0;E1
5519;C3;Nao_branca;Fundamental;1;E1
5520;C1;Nao_branca;Medio;1;E1
5521;C3;Nao_branca;Fundamental;0;E1
5522;C1;Branca;Fundamental;1;E1
5523;C3;Nao_branca;Fundamental;0;E1
5524;C3;Nao_branca;Fundamental;0;E1
5525;C2;Nao_branca;Medio;2;D1
5526;C2;Nao_branca;Superior;1;D1
5527;C2;Branca;Superior;1;D1
5529;C3;Nao_branca;Fundamental;1;E1
5530;C1;Nao declarado;Medio;0;E1
5531;C3;Nao_branca;Superior;0;E1
5532;C3;Nao_branca;Fundamental;1;E1
5533;C3;Branca;Fundamental;0;D1
5535;C3;Nao_branca;Fundamental;0;E1
5536;C1;Nao_branca;Medio;1;C1
5537;C2;Nao_branca;Medio;0;D1
5539;C3;Nao_branca;Fundamental;0;E1
5540;C3;Nao_branca;Medio;0;E1
5541;C1;Branca;Medio;1;D1
5542;C3;Nao_branca;NuncaEstudou;0;E1
5543;C2;Nao_branca;Superior;1;E1
5544;C1;Nao_branca;Medio;1;E1
5546;C1;Nao_branca;Medio;1;E1
5547;C3;Nao_branca;Fundamental;1;E1
5548;C3;Nao_branca;Fundamental;0;E1
5549;C2;Branca;Superior;1;D1
5550;C2;Nao_branca;Superior;1;E1
5551;C1;Branca;Medio;0;E1
5552;C3;Nao_branca;Fundamental;2;E1
5553;C3;Nao_branca;Fundamental;1;E1
5554;C3;Nao_branca;Fundamental;1;E1
5555;C1;Nao declarado;Medio;1;D1
5556;C1;Nao_branca;Medio;1;C1
5557;C1;Branca;Medio;1;E1
5558;C3;Nao_branca;Fundamental;4;E1
5559;C2;Nao_branca;Medio;2;D1
5560;C2;Nao_branca;Fundamental;1;D1
5561;C1;Branca;Superior;1;E1
5562;C3;Branca;Fundamental;0;E1
5563;C1;Branca;Superior;1;E1
5564;C1;Branca;Fundamental;1;D1
5565;C3;Branca;Fundamental;0;E1
5566;C3;Nao_branca;Medio;0;E1
5567;C2;Nao_branca;Medio;1;D1
5568;C1;Branca;Fundamental;1;E1
5570;C1;Branca;Fundamental;1;E1
5571;C2;Nao_branca;Superior;1;C1
5572;C1;Branca;Fundamental;1;E1
5573;C3;Nao_branca;Fundamental;0;E1
5574;C3;Nao_branca;Fundamental;0;E1
5575;C1;Nao declarado;Superior;1;E1
5576;C1;Nao_branca;Medio;1;E1
5577;C1;Nao_branca;Medio;1;E1
5580;C1;Branca;Fundamental;1;E1
5581;C3;Nao_branca;Fundamental;1;E1
5582;C3;Branca;Fundamental;0;E1
5583;C3;Nao_branca;Fundamental;0;E1
5584;C1;Branca;Fundamental;1;E1
5585;C1;Branca;Fundamental;1;E1
5586;C3;Nao_branca;Fundamental;0;E1
5587;C2;Nao_branca;Medio;0;D1
5588;C2;Nao_branca;Superior;1;E1
5589;C3;Nao_branca;Fundamental;1;E1
5592;C1;Nao_branca;Medio;1;B1
5594;C3;Nao_branca;Fundamental;0;E1
5595;C2;Nao_branca;Fundamental;1;D1
5596;C1;Branca;Fundamental;1;D1
5597;C1;Branca;Medio;0;E1
5598;C3;Nao_branca;Medio;0;E1
5599;C2;Nao_branca;Medio;1;D1
5600;C1;Branca;Fundamental;1;E1
5601;C2;Nao_branca;Superior;1;D1
5602;C2;Nao_branca;Superior;1;D1
5603;C1;Branca;Fundamental;1;C1
5604;C3;Nao_branca;Fundamental;1;E1
5607;C3;Nao_branca;Fundamental;0;E1
5608;C3;Nao_branca;Fundamental;1;E1
5609;C3;Nao_branca;Fundamental;0;E1
5610;C3;Nao_branca;Fundamental;1;E1
5611;C3;Nao_branca;Fundamental;0;E1
5612;C2;Nao_branca;Medio;0;D1
5613;C1;Branca;Medio;1;E1
5614;C3;Nao_branca;Fundamental;1;E1
5615;C1;Branca;Fundamental;1;D1
5616;C3;Branca;Fundamental;0;E1
5618;C1;Nao_branca;Medio;1;E1
5619;C3;Nao_branca;Fundamental;0;E1
5621;C1;Branca;Medio;0;E1
5622;C1;Branca;Fundamental;1;E1
5623;C3;Nao_branca;Fundamental;0;E1
5624;C3;Nao_branca;Fundamental;1;E1
